Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:57.40,Laura MUIR,09 MAY 1993,GBR,1,,"Olympiastadion, Berlin (GER)",13 SEP 2020,1226
2,3:57.86,Laura MUIR,09 MAY 1993,GBR,1,,"Olympiastadion, Stockholm (SWE)",23 AUG 2020,1223
3,3:58.24,Laura MUIR,09 MAY 1993,GBR,1,,"Stadion Śląski, Chorzów (POL)",06 SEP 2020,1220
4,3:59.05,Faith KIPYEGON,10 JAN 1994,KEN,1,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1213
5,3:59.70,Sofia ENNAOUI,30 AUG 1995,POL,2,,"Stadion Śląski, Chorzów (POL)",06 SEP 2020,1208
6,4:00.02,Karissa SCHWEIZER,04 MAY 1996,USA,1f2,,"Jesuit High School Track, Portland, OR (USA)",21 JUL 2020,1205
7,4:00.09,Laura WEIGHTMAN,01 JUL 1991,GBR,2,,"Olympiastadion, Berlin (GER)",13 SEP 2020,1205
8,4:00.42,Jessica HULL,22 OCT 1996,AUS,3,,"Olympiastadion, Berlin (GER)",13 SEP 2020,1202
9,4:00.77,Ellinor PURRIER,20 FEB 1995,USA,1,,"Wellesley High School,, Wellesley, MA (USA)",11 AUG 2020,1199
10,4:01.31,Claudia Mihaela BOBOCEA,11 JUN 1992,ROU,3,,"Stadion Śląski, Chorzów (POL)",06 SEP 2020,1195
11,4:01.62,Laura WEIGHTMAN,01 JUL 1991,GBR,2,,"Olympiastadion, Stockholm (SWE)",23 AUG 2020,1193
12,4:01.81,Melissa COURTNEY-BRYANT,30 AUG 1993,GBR,3,,"Olympiastadion, Stockholm (SWE)",23 AUG 2020,1191
13,4:01.96,Laura WEIGHTMAN,01 JUL 1991,GBR,2,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1190
14,4:02.20,Jemma REEKIE,06 MAR 1998,GBR,1,,"Stade Delort, Marseille (FRA)",03 SEP 2020,1188
15,4:02.34,Melissa COURTNEY-BRYANT,30 AUG 1993,GBR,4,,"Olympiastadion, Berlin (GER)",13 SEP 2020,1187
16,4:02.37,Shelby HOULIHAN,08 FEB 1993,USA,1,,"Jesuit High School Track, Portland, OR (USA)",30 JUN 2020,1187
17,4:02.56,Shannon ROWBURY,19 SEP 1984,USA,5,,"Olympiastadion, Berlin (GER)",13 SEP 2020,1185
18,4:02.58,Winny CHEBET,20 DEC 1990,KEN,4,,"Olympiastadion, Stockholm (SWE)",23 AUG 2020,1185
19,4:02.65,Jessica HULL,22 OCT 1996,AUS,5,,"Olympiastadion, Stockholm (SWE)",23 AUG 2020,1184
20,4:02.67,Claudia Mihaela BOBOCEA,11 JUN 1992,ROU,2,,"Stade Delort, Marseille (FRA)",03 SEP 2020,1184
21,4:02.81,Karissa SCHWEIZER,04 MAY 1996,USA,2,,"Jesuit High School Track, Portland, OR (USA)",30 JUN 2020,1183
22,4:03.04,Shannon ROWBURY,19 SEP 1984,USA,6,,"Olympiastadion, Stockholm (SWE)",23 AUG 2020,1181
23,4:03.05,Maruša MIŠMAŠ ZRIMŠEK,24 OCT 1994,SLO,3,,"Stade Delort, Marseille (FRA)",03 SEP 2020,1181
24,4:03.13,Esther GUERRERO,07 FEB 1990,ESP,7,,"Olympiastadion, Stockholm (SWE)",23 AUG 2020,1180
25,4:03.25,Jemma REEKIE,06 MAR 1998,GBR,3,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1180
26,4:03.62,Shannon ROWBURY,19 SEP 1984,USA,1,,"Newberg, OR (USA)",31 JUL 2020,1177
27,4:03.64,Cory Ann MCGEE,29 MAY 1992,USA,1f1,,"Lipscomb Academy, Nashville, TN (USA)",15 AUG 2020,1176
28,4:03.69,Melissa COURTNEY-BRYANT,30 AUG 1993,GBR,1,,"Paavo Nurmi Stadium, Turku (FIN)",11 AUG 2020,1176
29,4:03.74,Eilish MCCOLGAN,25 NOV 1990,GBR,8,,"Olympiastadion, Stockholm (SWE)",23 AUG 2020,1176
30,4:03.82,Emma COBURN,19 OCT 1990,USA,2f1,,"Lipscomb Academy, Nashville, TN (USA)",15 AUG 2020,1175
31,4:03.98,Colleen QUIGLEY,20 NOV 1992,USA,2f2,,"Jesuit High School Track, Portland, OR (USA)",21 JUL 2020,1174
32,4:04.75,Lemlem HAILU,25 MAY 2001,ETH,4,,"Stadion Śląski, Chorzów (POL)",06 SEP 2020,1168
33,4:04.90,Hanna KLEIN,06 APR 1993,GER,4,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1166
34,4:05.07,Melissa COURTNEY-BRYANT,30 AUG 1993,GBR,1,,"Slottsskogsvallen, Göteborg (SWE)",29 AUG 2020,1165
35,4:05.16,Linden HALL,20 JUN 1991,AUS,1,,"SOPAC, Sydney (AUS)",22 FEB 2020,1164
36,4:05.27,Nozomi TANAKA,04 SEP 1999,JPN,1,,"National Stadium, Tokyo (JPN)",23 AUG 2020,1164
37,4:05.35,Jenny BLUNDELL,09 MAY 1994,AUS,2,,"SOPAC, Sydney (AUS)",22 FEB 2020,1163
38,4:05.45,Esther GUERRERO,07 FEB 1990,ESP,1,,"Stadion De Veen, Heusden-Zolder (BEL)",06 SEP 2020,1162
39,4:05.47,Jessica HULL,22 OCT 1996,AUS,2,,"Slottsskogsvallen, Göteborg (SWE)",29 AUG 2020,1162
40,4:05.50,Lemlem HAILU,25 MAY 2001,ETH,5,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1162
41,4:05.59,Eilish MCCOLGAN,25 NOV 1990,GBR,4,,"Stade Delort, Marseille (FRA)",03 SEP 2020,1161
42,4:05.69,Aleksandra GULYAYEVA,30 APR 1994,RUS,1,,"Yelena Yelesina Stadium, Chelyabinsk (RUS)",08 SEP 2020,1160
43,4:05.71,Claudia Mihaela BOBOCEA,11 JUN 1992,ROU,6,,"Olympiastadion, Berlin (GER)",13 SEP 2020,1160
44,4:05.74,Hanna KLEIN,06 APR 1993,GER,7,,"Olympiastadion, Berlin (GER)",13 SEP 2020,1160
45,4:05.76,Elise VANDERELST,27 JAN 1998,BEL,2,,"Stadion De Veen, Heusden-Zolder (BEL)",06 SEP 2020,1160
46,4:06.05,Sofia ENNAOUI,30 AUG 1995,POL,8,,"Olympiastadion, Berlin (GER)",13 SEP 2020,1157
47,4:06.24,Elise VANDERELST,27 JAN 1998,BEL,9,,"Olympiastadion, Berlin (GER)",13 SEP 2020,1156
48,4:06.35,Georgia GRIFFITH,05 DEC 1996,AUS,3,,"SOPAC, Sydney (AUS)",22 FEB 2020,1155
48,4:06.35,Eilish MCCOLGAN,25 NOV 1990,GBR,5,,"Stadion Śląski, Chorzów (POL)",06 SEP 2020,1155
50,4:06.42,Lemlem HAILU,25 MAY 2001,ETH,1,,"Nyayo National Stadium, Nairobi (KEN)",03 OCT 2020,1154
51,4:06.78,Winny CHEBET,20 DEC 1990,KEN,2,,"Nyayo National Stadium, Nairobi (KEN)",03 OCT 2020,1152
52,4:06.79,Mercy CHERONO,07 MAY 1991,KEN,3,,"Nyayo National Stadium, Nairobi (KEN)",03 OCT 2020,1152
53,4:06.85,Elena BURKARD,10 FEB 1992,GER,6,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1151
54,4:06.91,Marta PEN FREITAS,31 JUL 1993,POR,3,,"Stadion De Veen, Heusden-Zolder (BEL)",06 SEP 2020,1151
55,4:07.03,Aleksandra GULYAYEVA,30 APR 1994,RUS,1,,Moskva (RUS),26 AUG 2020,1150
56,4:07.07,Hanna HERMANSSON,18 MAY 1989,SWE,7,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1149
57,4:07.24,Edinah JEBITOK,10 NOV 2001,KEN,4,,"Nyayo National Stadium, Nairobi (KEN)",03 OCT 2020,1148
58,4:07.30,Simona VRZALOVÁ,07 APR 1988,CZE,8,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1148
59,4:07.35,Hanna HERMANSSON,18 MAY 1989,SWE,5,,"Stade Delort, Marseille (FRA)",03 SEP 2020,1147
60,4:07.39,Courtney FRERICHS,18 JAN 1993,USA,1f1,,"Jesuit High School Track, Portland, OR (USA)",21 JUL 2020,1147
61,4:07.47,Klaudia KAZIMIERSKA,03 SEP 2001,POL,6,,"Stadion Śląski, Chorzów (POL)",06 SEP 2020,1146
61,4:07.47,Adelle TRACEY,27 MAY 1993,GBR,1f15,,"Millennium Arena, Battersea Park, London (GBR)",15 SEP 2020,1146
63,4:07.89,Simona VRZALOVÁ,07 APR 1988,CZE,7,,"Stadion Śląski, Chorzów (POL)",06 SEP 2020,1143
64,4:07.94,Elise CRANNY,09 MAY 1996,USA,3f2,,"Jesuit High School Track, Portland, OR (USA)",21 JUL 2020,1143
64,4:07.94,Winnie NANYONDO,23 AUG 1993,UGA,9,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1143
66,4:08.17,Inessa GUSAROVA,29 OCT 1995,RUS,1h1,,"Yelena Yelesina Stadium, Chelyabinsk (RUS)",10 SEP 2020,1141
67,4:08.23,Habitam ALEMU,09 JUL 1997,ETH,8,,"Stadion Śląski, Chorzów (POL)",06 SEP 2020,1140
68,4:08.30,Helen SCHLACHTENHAUFEN,14 MAR 1995,USA,2,,"Wellesley High School,, Wellesley, MA (USA)",11 AUG 2020,1140
68,4:08.30,Christina HERING,09 OCT 1994,GER,10,,"Olympiastadion, Berlin (GER)",13 SEP 2020,1140
70,4:08.39,Helen SCHLACHTENHAUFEN,14 MAR 1995,USA,1,,"Christian Brothers HS, Memphis, TN (USA)",22 AUG 2020,1139
70,4:08.39,Simona VRZALOVÁ,07 APR 1988,CZE,11,,"Olympiastadion, Berlin (GER)",13 SEP 2020,1139
72,4:08.45,Rebecca MEHRA,25 OCT 1994,USA,1,,"Los Angeles, CA (USA)",29 AUG 2020,1139
73,4:08.48,Karisa NELSON,12 JUN 1996,USA,2,,"Newberg, OR (USA)",31 JUL 2020,1138
74,4:08.66,Emily LIPARI,19 NOV 1992,USA,3f1,,"Lipscomb Academy, Nashville, TN (USA)",15 AUG 2020,1137
75,4:08.68,Nozomi TANAKA,04 SEP 1999,JPN,1,,"Athletics Stadium, Shibetsu (JPN)",04 JUL 2020,1137
75,4:08.68,Josephine Chelangat KIPLANGAT,10 OCT 1998,KEN,5,,"Nyayo National Stadium, Nairobi (KEN)",03 OCT 2020,1137
77,4:08.70,Hanna KLEIN,06 APR 1993,GER,1f4,,"Stadion Wankdorf, Bern (SUI)",27 JUN 2020,1137
78,4:08.78,Rebecca MEHRA,25 OCT 1994,USA,3,,"Newberg, OR (USA)",31 JUL 2020,1136
79,4:08.81,Yolanda NGARAMBE,14 SEP 1991,SWE,4f1,,"Lipscomb Academy, Nashville, TN (USA)",15 AUG 2020,1136
80,4:08.92,Eleanor FULTON,17 MAY 1993,USA,4,,"Newberg, OR (USA)",31 JUL 2020,1135
81,4:08.97,Inessa GUSAROVA,29 OCT 1995,RUS,2,,"Yelena Yelesina Stadium, Chelyabinsk (RUS)",08 SEP 2020,1134
82,4:09.01,Jemma REEKIE,06 MAR 1998,GBR,1,,"Zdzislaw Krzyszkowiak Stadium, Bydgoszcz (POL)",19 AUG 2020,1134
83,4:09.32,Elise VANDERELST,27 JAN 1998,BEL,2,,"Paavo Nurmi Stadium, Turku (FIN)",11 AUG 2020,1132
84,4:09.40,Genevieve GREGSON,04 AUG 1989,AUS,2f15,,"Millennium Arena, Battersea Park, London (GBR)",15 SEP 2020,1131
85,4:09.43,Katharina TROST,28 JUN 1995,GER,1,,"Stadion des Friedens, Leipzig (GER)",17 JUL 2020,1131
86,4:09.44,Amy-Eloise NEALE,05 AUG 1995,GBR,5f1,,"Lipscomb Academy, Nashville, TN (USA)",15 AUG 2020,1131
87,4:09.51,Hanna HERMANSSON,18 MAY 1989,SWE,9,,"Olympiastadion, Stockholm (SWE)",23 AUG 2020,1130
88,4:09.62,Kaela EDWARDS,08 DEC 1993,USA,2,,"Los Angeles, CA (USA)",29 AUG 2020,1129
89,4:09.63,Katie SNOWDEN,09 MAR 1994,GBR,3,,"Slottsskogsvallen, Göteborg (SWE)",29 AUG 2020,1129
90,4:09.75,Emily LIPARI,19 NOV 1992,USA,2,,"Christian Brothers HS, Memphis, TN (USA)",22 AUG 2020,1128
91,4:09.76,Laura WEIGHTMAN,01 JUL 1991,GBR,1,,"Sportcity Regional Arena, Manchester (GBR)",05 SEP 2020,1128
92,4:09.78,Amalie SÆTEN,01 DEC 1997,NOR,3,,"Paavo Nurmi Stadium, Turku (FIN)",11 AUG 2020,1128
93,4:09.82,Megan MANSY,27 MAR 1994,USA,6f1,,"Lipscomb Academy, Nashville, TN (USA)",15 AUG 2020,1128
93,4:09.82,Maureen KOSTER,03 JUL 1992,NED,12,,"Olympiastadion, Berlin (GER)",13 SEP 2020,1128
95,4:10.00,Hellen Ekalale LOBUN,18 MAR 1999,KEN,2,,"Athletics Stadium, Shibetsu (JPN)",04 JUL 2020,1126
95,4:10.00,Yekaterina IVONINA,14 JUN 1994,RUS,1,,"Slava Metreveli Stadium, Sochi (RUS)",19 SEP 2020,1126
97,4:10.03,Jess JUDD,07 JAN 1995,GBR,1,,"Norman Park Athletics Track, Bromley (GBR)",21 AUG 2020,1126
97,4:10.03,Yolanda NGARAMBE,14 SEP 1991,SWE,3,,"Christian Brothers HS, Memphis, TN (USA)",22 AUG 2020,1126
99,4:10.1h,Katie SNOWDEN,09 MAR 1994,GBR,1f11,,"Military Stadium, Aldershot (GBR)",10 SEP 2020,1126
100,4:10.12,Selina BÜCHEL,26 JUL 1991,SUI,2f4,,"Stadion Wankdorf, Bern (SUI)",27 JUN 2020,1126
101,4:10.21,Nozomi TANAKA,04 SEP 1999,JPN,1,,"Denka Big Swan Stadium, Niigata (JPN)",02 OCT 2020,1125
102,4:10.27,Linn SÖDERHOLM,05 MAY 1996,SWE,10,,"Olympiastadion, Stockholm (SWE)",23 AUG 2020,1124
102,4:10.27,Renata PLIŚ,05 FEB 1985,POL,9,,"Stadion Śląski, Chorzów (POL)",06 SEP 2020,1124
104,4:10.31,Lauren JOHNSON,04 MAY 1987,USA,7f1,,"Lipscomb Academy, Nashville, TN (USA)",15 AUG 2020,1124
105,4:10.32,Aude KOROTCHANSKY,12 SEP 1991,FRA,6,,"Stade Delort, Marseille (FRA)",03 SEP 2020,1124
106,4:10.39,Hanna HERMANSSON,18 MAY 1989,SWE,1,,"Bislett Stadion, Oslo (NOR)",04 AUG 2020,1123
107,4:10.41,Nozomi TANAKA,04 SEP 1999,JPN,1,,"Komazawa Olympic Park Athletic Stadium, Tokyo (JPN)",27 OCT 2020,1123
108,4:10.43,Meraf BAHTA,24 JUN 1989,SWE,4,,"Slottsskogsvallen, Göteborg (SWE)",29 AUG 2020,1123
109,4:10.46,Danielle JONES,21 AUG 1996,USA,3,,"Los Angeles, CA (USA)",29 AUG 2020,1123
110,4:10.50,Britt UMMELS,24 AUG 1993,NED,10,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1123
111,4:10.53,Hellen OBIRI,13 DEC 1989,KEN,11,,"Olympiastadion, Stockholm (SWE)",23 AUG 2020,1122
112,4:10.58,Katharina TROST,28 JUN 1995,GER,4,,"Paavo Nurmi Stadium, Turku (FIN)",11 AUG 2020,1122
