Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:59.75,,Gelete BURKA,23 JAN 1986,ETH,1,,"Velódromo Luis Puig, Valencia (ESP) (i)",09 MAR 2008,1230
2,3:59.79,,Maryam Yusuf JAMAL,16 SEP 1984,BRN,2,,"Velódromo Luis Puig, Valencia (ESP) (i)",09 MAR 2008,1230
3,4:00.23,,Nancy Jebet LANGAT,22 AUG 1981,KEN,1,,"National Stadium, Beijing (CHN)",23 AUG 2008,1204
4,4:00.33,,Shannon ROWBURY,19 SEP 1984,USA,2,,"Stade de France, Paris-St-Denis (FRA)",18 JUL 2008,1203
5,4:00.35,,Liliana BARBULESCU-POPESCU,05 FEB 1982,ROU,1f1,,Bucureşti (ROU),24 MAY 2008,1203
6,4:01.61,,Irina LISHCHINSKA,15 JAN 1976,UKR,2,,"Olympic Stadium, Athina (GRE)",13 JUL 2008,1193
7,4:01.78,,Nataliya TOBIAS,22 NOV 1980,UKR,3,,"National Stadium, Beijing (CHN)",23 AUG 2008,1191
8,4:02.02,,Anna ALMINOVA,17 JAN 1985,RUS,1,,Kazan (RUS),20 JUL 2008,1189
9,4:02.10,,Lisa DOBRISKEY,23 DEC 1983,GBR,4,,"National Stadium, Beijing (CHN)",23 AUG 2008,1189
10,4:02.44,,Sarah JAMIESON,24 MAR 1975,AUS,3,,"Olympic Stadium, Athina (GRE)",13 JUL 2008,1186
11,4:02.56,,Natalya PANTELEYEVA,10 SEP 1983,RUS,1,,"Stade Louis II, Monaco (MON)",29 JUL 2008,1185
12,4:02.77,,Dolores CHECA,27 DEC 1982,ESP,4,,"Olympic Stadium, Athina (GRE)",13 JUL 2008,1183
13,4:03.19,,Natalia RODRÍGUEZ,02 JUN 1979,ESP,6,,"National Stadium, Beijing (CHN)",23 AUG 2008,1180
14,4:03.31,,Gulnara SAMITOVA-GALKINA,09 JUL 1978,RUS,1,,Irkutsk (RUS),02 AUG 2008,1179
15,4:03.68,,Yekaterina SHARMINA,06 AUG 1986,RUS,1,,Moskva (RUS) (i),10 FEB 2008,1198
