Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:55.33,,Süreyya AYHAN-KOP,06 SEP 1978,TUR,1,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003,1243
2,3:58.52,,Tatyana TOMASHOVA,01 JUL 1975,RUS,1,,"Stade de France, Paris-St-Denis (FRA)",31 AUG 2003,1217
3,3:59.95,,Hayley PARRY-TULLETT,17 FEB 1973,GBR,3,,"Stade de France, Paris-St-Denis (FRA)",31 AUG 2003,1206
4,3:59.98,,Regina JACOBS,28 AUG 1963,USA,1,,"Boston, MA (USA) (i)",01 FEB 2003,1228
5,4:00.07,,Yekaterina NOZKOVA-ROZENBERG,23 JAN 1980,RUS,2,,Zürich (SUI),15 AUG 2003,1205
6,4:00.12,,Yelena ZADOROZHNAYA,03 DEC 1977,RUS,2,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003,1205
7,4:00.72,,Natalya GORELOVA,18 APR 1973,RUS,1,,Moskva (RUS) (i),27 FEB 2003,1222
8,4:01.00,,Olga YEGOROVA,28 MAR 1972,RUS,1,,"Stadio Olimpico, Roma (ITA)",11 JUL 2003,1197
9,4:01.22,,Jackline MARANGA,16 DEC 1977,KEN,4,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003,1196
10,4:01.30,,Natalia RODRÍGUEZ,02 JUN 1979,ESP,2,,"Stadio Olimpico, Roma (ITA)",11 JUL 2003,1195
11,4:01.69,,Suzy FAVOR HAMILTON,08 AUG 1968,USA,3,,"Stadio Olimpico, Roma (ITA)",11 JUL 2003,1192
12,4:01.79,,Joanne PAVEY,20 SEP 1973,GBR,4,,"Stade Louis II, Monaco (MON)",13 SEP 2003,1191
13,4:01.80,,Naomi MUGO,02 JAN 1977,KEN,5,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003,1191
14,4:01.83,,Daniela YORDANOVA,08 MAR 1976,BUL,6,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003,1191
15,4:01.96,,Kelly HOLMES,19 APR 1970,GBR,4,,"Stadio Olimpico, Roma (ITA)",11 JUL 2003,1190
16,4:01.99,,Courtney BABCOCK,30 JUN 1972,CAN,7,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003,1190
