Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:56.60,Abeba AREGAWI,05 JUL 1990,SWE,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1233
2,3:56.98,Faith KIPYEGON,10 JAN 1994,KEN,2,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1230
3,3:57.54,Genzebe DIBABA,08 FEB 1991,ETH,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1225
4,3:58.58,Hellen OBIRI,13 DEC 1989,KEN,1,,"Hayward Field, Eugene, OR (USA)",01 JUN 2013,1217
5,4:00.23,Abeba AREGAWI,05 JUL 1990,SWE,1,,"Stadio Olimpico, Roma (ITA)",06 JUN 2013,1204
6,4:00.48,Jenny SIMPSON,23 AUG 1986,USA,1,,"Stade Louis II, Monaco (MON)",19 JUL 2013,1202
7,4:00.76,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,4,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1199
8,4:00.93,Hellen OBIRI,13 DEC 1989,KEN,2,,"Stade Louis II, Monaco (MON)",19 JUL 2013,1198
9,4:00.94,Brenda MARTINEZ,08 SEP 1987,USA,3,,"Stade Louis II, Monaco (MON)",19 JUL 2013,1198
10,4:01.08,Faith KIPYEGON,10 JAN 1994,KEN,2,,"Hayward Field, Eugene, OR (USA)",01 JUN 2013,1197
11,4:01.28,Shannon ROWBURY,19 SEP 1984,USA,4,,"Stade Louis II, Monaco (MON)",19 JUL 2013,1195
12,4:01.41,Nancy Jebet LANGAT,22 AUG 1981,KEN,3,,"Hayward Field, Eugene, OR (USA)",01 JUN 2013,1194
13,4:01.48,Gabriele GRUNEWALD,25 JUN 1986,USA,5,,"Stade Louis II, Monaco (MON)",19 JUL 2013,1194
14,4:01.62,Genzebe DIBABA,08 FEB 1991,ETH,2,,"Stadio Olimpico, Roma (ITA)",06 JUN 2013,1193
15,4:02.05,Eunice Jepkoech SUM,10 APR 1988,KEN,5,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1189
16,4:02.11,Abeba AREGAWI,05 JUL 1990,SWE,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2013,1189
17,4:02.16,Siham HILALI,02 MAY 1986,MAR,4,,"Hayward Field, Eugene, OR (USA)",01 JUN 2013,1188
18,4:02.30,Jenny SIMPSON,23 AUG 1986,USA,3,,"Stadio Olimpico, Roma (ITA)",06 JUN 2013,1187
19,4:02.50,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,6,,"Stade Louis II, Monaco (MON)",19 JUL 2013,1185
20,4:02.67,Abeba AREGAWI,05 JUL 1990,SWE,1,,"Luzhniki Stadion, Moskva (RUS)",15 AUG 2013,1184
21,4:02.85,Treniere MOSER,27 OCT 1981,USA,5,,"Hayward Field, Eugene, OR (USA)",01 JUN 2013,1183
22,4:02.96,Sheila REID,02 AUG 1989,CAN,6,,"Hayward Field, Eugene, OR (USA)",01 JUN 2013,1182
23,4:02.99,Jenny SIMPSON,23 AUG 1986,USA,2,,"Luzhniki Stadion, Moskva (RUS)",15 AUG 2013,1182
24,4:03.13,Eunice Jepkoech SUM,10 APR 1988,KEN,7,,"Hayward Field, Eugene, OR (USA)",01 JUN 2013,1180
25,4:03.35,Jenny SIMPSON,23 AUG 1986,USA,1,,"Des Moines, IA (USA)",26 APR 2013,1179
26,4:03.38,Hannah ENGLAND,06 MAR 1987,GBR,8,,"Hayward Field, Eugene, OR (USA)",01 JUN 2013,1178
27,4:03.55,Hellen OBIRI,13 DEC 1989,KEN,1,,Rabat (MAR),09 JUN 2013,1177
28,4:03.56,Mary KURIA,29 NOV 1987,KEN,6,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1177
29,4:03.63,Mimi BELETE,09 JUN 1988,BRN,7,,"Stade Louis II, Monaco (MON)",19 JUL 2013,1176
30,4:03.69,Abeba AREGAWI,05 JUL 1990,SWE,1,,"Icahn Stadium, New York, NY (USA)",25 MAY 2013,1176
31,4:03.70,Abeba AREGAWI,05 JUL 1990,SWE,1,,"Alexander Stadium, Birmingham (GBR)",30 JUN 2013,1176
32,4:03.73,Sifan HASSAN,01 JAN 1993,ETH,2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2013,1176
33,4:03.74,Charlene THOMAS,06 MAY 1982,GBR,1,,Watford (GBR),04 SEP 2013,1176
34,4:03.86,Hellen OBIRI,13 DEC 1989,KEN,3,,"Luzhniki Stadion, Moskva (RUS)",15 AUG 2013,1175
35,4:03.91,Hannah ENGLAND,06 MAR 1987,GBR,4,,"Stadio Olimpico, Roma (ITA)",06 JUN 2013,1174
35,4:03.91,Nancy Jebet LANGAT,22 AUG 1981,KEN,8,,"Stade Louis II, Monaco (MON)",19 JUL 2013,1174
37,4:03.92,Siham HILALI,02 MAY 1986,MAR,7,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1174
38,4:04.02,Sifan HASSAN,01 JAN 1993,ETH,1,,"Mestský Stadion, Ostrava (CZE)",27 JUN 2013,1173
39,4:04.06,Siham HILALI,02 MAY 1986,MAR,1,,Mersin (TUR),26 JUN 2013,1173
40,4:04.30,Yelena SOBOLEVA,03 OCT 1982,RUS,9,,"Hayward Field, Eugene, OR (USA)",01 JUN 2013,1171
40,4:04.30,Siham HILALI,02 MAY 1986,MAR,5,,"Stadio Olimpico, Roma (ITA)",06 JUN 2013,1171
42,4:04.36,Gelete BURKA,23 JAN 1986,ETH,9,,"Stade Louis II, Monaco (MON)",19 JUL 2013,1171
43,4:04.49,Eunice Jepkoech SUM,10 APR 1988,KEN,1,,Beijing (CHN),21 MAY 2013,1170
44,4:04.53,Nancy Jebet LANGAT,22 AUG 1981,KEN,2,,"Alexander Stadium, Birmingham (GBR)",30 JUN 2013,1169
45,4:04.55,Senbere TEFERI,03 MAY 1995,ETH,10,,"Stade Louis II, Monaco (MON)",19 JUL 2013,1169
46,4:04.58,Siham HILALI,02 MAY 1986,MAR,3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2013,1169
47,4:04.60,Katie MACKEY,12 NOV 1987,USA,1f1,,"Los Angeles, CA (USA)",17 MAY 2013,1169
48,4:04.62,Mary CAIN,03 MAY 1996,USA,2f1,,"Los Angeles, CA (USA)",17 MAY 2013,1169
49,4:04.63,Ibtissam LAKHOUAD,07 DEC 1980,MAR,10,,"Hayward Field, Eugene, OR (USA)",01 JUN 2013,1169
50,4:04.65,Nicole SIFUENTES,30 JUN 1986,CAN,3f1,,"Los Angeles, CA (USA)",17 MAY 2013,1168
51,4:04.81,Mimi BELETE,09 JUN 1988,BRN,6,,"Stadio Olimpico, Roma (ITA)",06 JUN 2013,1167
51,4:04.81,Lisa DOBRISKEY,23 DEC 1983,GBR,1,,Szczecin (POL),15 JUN 2013,1167
53,4:04.82,Zoe BUCKMAN,21 DEC 1988,AUS,1sf1,,"Luzhniki Stadion, Moskva (RUS)",13 AUG 2013,1167
54,4:04.83,Faith KIPYEGON,10 JAN 1994,KEN,2sf1,,"Luzhniki Stadion, Moskva (RUS)",13 AUG 2013,1167
55,4:04.84,Hellen OBIRI,13 DEC 1989,KEN,2,,"Icahn Stadium, New York, NY (USA)",25 MAY 2013,1167
56,4:04.86,Brenda MARTINEZ,08 SEP 1987,USA,1,,"Walnut, CA (USA)",19 APR 2013,1167
57,4:04.97,Malika AKKAOUI,25 DEC 1987,MAR,1,,Sotteville-lès-Rouen (FRA),08 JUL 2013,1166
58,4:04.98,Hannah ENGLAND,06 MAR 1987,GBR,4,,"Luzhniki Stadion, Moskva (RUS)",15 AUG 2013,1166
