Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:57.00,Sifan HASSAN,01 JAN 1993,NED,1,,Paris (FRA),05 JUL 2014,1230
2,3:57.05,Hellen OBIRI,13 DEC 1989,KEN,1,,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1229
3,3:57.22,Jenny SIMPSON,23 AUG 1986,USA,2,,Paris (FRA),05 JUL 2014,1228
4,3:57.57,Abeba AREGAWI,05 JUL 1990,SWE,2,,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1225
5,3:58.01,Faith KIPYEGON,10 JAN 1994,KEN,3,,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1222
6,3:58.28,Jenny SIMPSON,23 AUG 1986,USA,4,,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1219
7,3:58.72,Abeba AREGAWI,05 JUL 1990,SWE,1,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1216
8,3:58.89,Hellen OBIRI,13 DEC 1989,KEN,3,,Paris (FRA),05 JUL 2014,1214
9,3:59.21,Faith KIPYEGON,10 JAN 1994,KEN,4,,Paris (FRA),05 JUL 2014,1212
10,3:59.38,Sifan HASSAN,01 JAN 1993,NED,5,,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1210
11,3:59.49,Shannon ROWBURY,19 SEP 1984,USA,5,,Paris (FRA),05 JUL 2014,1210
12,3:59.53,Dawit SEYAUM,27 JUL 1996,ETH,1,,"Le Grande Stade, Marrakesh (MAR)",08 JUN 2014,1209
13,3:59.92,Jenny SIMPSON,23 AUG 1986,USA,1,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1206
14,3:59.93,Shannon ROWBURY,19 SEP 1984,USA,2,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1206
15,4:00.07,Laura MUIR,09 MAY 1993,GBR,6,,Paris (FRA),05 JUL 2014,1205
16,4:00.08,Mimi BELETE,09 JUN 1988,BRN,7,,Paris (FRA),05 JUL 2014,1205
17,4:00.13,Abeba AREGAWI,05 JUL 1990,SWE,1,,"Icahn Stadium, New York, NY (USA)",14 JUN 2014,1204
18,4:00.17,Laura WEIGHTMAN,01 JUL 1991,GBR,8,,Paris (FRA),05 JUL 2014,1204
19,4:00.38,Jenny SIMPSON,23 AUG 1986,USA,1,,"Olympiastadion, Stockholm (SWE)",21 AUG 2014,1202
20,4:00.42,Jenny SIMPSON,23 AUG 1986,USA,2,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1202
21,4:00.46,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,3,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1202
22,4:00.66,Dawit SEYAUM,27 JUL 1996,ETH,2,,"Icahn Stadium, New York, NY (USA)",14 JUN 2014,1200
23,4:00.67,Sifan HASSAN,01 JAN 1993,NED,1,,"Hampden Park, Glasgow (GBR)",11 JUL 2014,1200
24,4:00.72,Sifan HASSAN,01 JAN 1993,NED,4,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1200
25,4:00.94,Abeba AREGAWI,05 JUL 1990,SWE,2,,"Hampden Park, Glasgow (GBR)",11 JUL 2014,1198
26,4:01.00,Genzebe DIBABA,08 FEB 1991,ETH,2,,"Olympiastadion, Stockholm (SWE)",21 AUG 2014,1197
27,4:01.19,Sifan HASSAN,01 JAN 1993,NED,3,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1196
28,4:01.31,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,4,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1195
29,4:01.34,Meraf BAHTA,24 JUN 1989,SWE,5,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1195
30,4:01.36,Brenda MARTINEZ,08 SEP 1987,USA,6,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1195
31,4:01.54,Eunice Jepkoech SUM,10 APR 1988,KEN,6,,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1193
32,4:01.62,Sifan HASSAN,01 JAN 1993,NED,3,,"Olympiastadion, Stockholm (SWE)",21 AUG 2014,1193
33,4:01.63,Mimi BELETE,09 JUN 1988,BRN,7,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1192
34,4:01.79,Sifan HASSAN,01 JAN 1993,NED,1,,"Blankers-Koen Stadion, Hengelo (NED)",08 JUN 2014,1191
35,4:01.98,Mimi BELETE,09 JUN 1988,BRN,5,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1190
36,4:02.35,Axumawit EMBAYE,18 OCT 1994,ETH,9,,Paris (FRA),05 JUL 2014,1187
37,4:02.52,Brenda MARTINEZ,08 SEP 1987,USA,7,,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1185
38,4:02.54,Jenny SIMPSON,23 AUG 1986,USA,3,,"Icahn Stadium, New York, NY (USA)",14 JUN 2014,1185
39,4:02.71,Rababe ARAFI,12 JAN 1991,MAR,1,,Beijing (CHN),21 MAY 2014,1184
40,4:02.72,Laura WEIGHTMAN,01 JUL 1991,GBR,8,,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1184
41,4:02.78,Axumawit EMBAYE,18 OCT 1994,ETH,3,,"Hampden Park, Glasgow (GBR)",11 JUL 2014,1183
42,4:02.83,Gudaf TSEGAY,23 JUN 1997,ETH,2,,Beijing (CHN),21 MAY 2014,1183
43,4:02.86,Rababe ARAFI,12 JAN 1991,MAR,6,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1183
44,4:02.91,Laura MUIR,09 MAY 1993,GBR,2,,"Blankers-Koen Stadion, Hengelo (NED)",08 JUN 2014,1182
45,4:02.96,Shannon ROWBURY,19 SEP 1984,USA,4,,"Olympiastadion, Stockholm (SWE)",21 AUG 2014,1182
46,4:03.12,Luiza GEGA,05 NOV 1988,ALB,3,,Beijing (CHN),21 MAY 2014,1181
47,4:03.16,Meraf BAHTA,24 JUN 1989,SWE,3,,"Blankers-Koen Stadion, Hengelo (NED)",08 JUN 2014,1180
48,4:03.21,Gudaf TSEGAY,23 JUN 1997,ETH,4,,"Blankers-Koen Stadion, Hengelo (NED)",08 JUN 2014,1180
49,4:03.36,Shannon ROWBURY,19 SEP 1984,USA,4,,"Icahn Stadium, New York, NY (USA)",14 JUN 2014,1179
50,4:03.40,Abeba AREGAWI,05 JUL 1990,SWE,8,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1178
51,4:03.46,Abeba AREGAWI,05 JUL 1990,SWE,10,,Paris (FRA),05 JUL 2014,1178
52,4:03.75,Luiza GEGA,05 NOV 1988,ALB,11,,Paris (FRA),05 JUL 2014,1176
53,4:03.88,Meraf BAHTA,24 JUN 1989,SWE,1,,Heusden-Zolder (BEL),19 JUL 2014,1175
54,4:03.91,Jenny SIMPSON,23 AUG 1986,USA,1,,Tokyo (JPN),11 MAY 2014,1174
55,4:03.98,Laura WEIGHTMAN,01 JUL 1991,GBR,4,,"Hampden Park, Glasgow (GBR)",11 JUL 2014,1174
55,4:03.98,Perine NENGAMPI,1989,KEN,2,,Heusden-Zolder (BEL),19 JUL 2014,1174
57,4:04.07,Irene JELAGAT,10 DEC 1988,KEN,5,,"Icahn Stadium, New York, NY (USA)",14 JUN 2014,1173
58,4:04.09,Zoe BUCKMAN,21 DEC 1988,AUS,9,,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1173
59,4:04.10,Axumawit EMBAYE,18 OCT 1994,ETH,5,,"Blankers-Koen Stadion, Hengelo (NED)",08 JUN 2014,1173
59,4:04.10,Maryam Yusuf JAMAL,16 SEP 1984,BRN,6,,"Blankers-Koen Stadion, Hengelo (NED)",08 JUN 2014,1173
61,4:04.11,Ingvill MÅKESTAD BOVIM,07 AUG 1981,NOR,3,,Heusden-Zolder (BEL),19 JUL 2014,1173
62,4:04.17,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,5,,"Olympiastadion, Stockholm (SWE)",21 AUG 2014,1172
63,4:04.18,Treniere MOSER,27 OCT 1981,USA,5,,"Hampden Park, Glasgow (GBR)",11 JUL 2014,1172
63,4:04.18,Sifan HASSAN,01 JAN 1993,NED,1,,"Letzigrund, Zürich (SUI)",15 AUG 2014,1172
65,4:04.23,Meraf BAHTA,24 JUN 1989,SWE,6,,"Hampden Park, Glasgow (GBR)",11 JUL 2014,1172
66,4:04.33,Treniere MOSER,27 OCT 1981,USA,6,,"Icahn Stadium, New York, NY (USA)",14 JUN 2014,1171
66,4:04.33,Ingvill MÅKESTAD BOVIM,07 AUG 1981,NOR,7,,"Hampden Park, Glasgow (GBR)",11 JUL 2014,1171
68,4:04.43,Hellen OBIRI,13 DEC 1989,KEN,1h1,,"Hampden Park, Glasgow (GBR)",28 JUL 2014,1170
69,4:04.62,Axumawit EMBAYE,18 OCT 1994,ETH,4,,Heusden-Zolder (BEL),19 JUL 2014,1169
70,4:04.67,Nuria FERNÁNDEZ,16 AUG 1976,ESP,5,,Heusden-Zolder (BEL),19 JUL 2014,1168
71,4:04.71,Laura MUIR,09 MAY 1993,GBR,6,,"Olympiastadion, Stockholm (SWE)",21 AUG 2014,1168
72,4:04.74,Treniere MOSER,27 OCT 1981,USA,10,,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1168
73,4:04.75,Hellen OBIRI,13 DEC 1989,KEN,9,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1168
74,4:04.76,Morgan UCENY,10 MAR 1985,USA,12,,Paris (FRA),05 JUL 2014,1168
75,4:04.83,Irene JELAGAT,10 DEC 1988,KEN,7,,"Blankers-Koen Stadion, Hengelo (NED)",08 JUN 2014,1167
76,4:04.87,Morgan UCENY,10 MAR 1985,USA,7,,"Icahn Stadium, New York, NY (USA)",14 JUN 2014,1167
76,4:04.87,Nicole SIFUENTES,30 JUN 1986,CAN,13,,Paris (FRA),05 JUL 2014,1167
78,4:04.88,Hellen OBIRI,13 DEC 1989,KEN,1,,"Des Moines, IA (USA)",25 APR 2014,1167
79,4:04.92,Maureen KOSTER,03 JUL 1992,NED,8,,"Blankers-Koen Stadion, Hengelo (NED)",08 JUN 2014,1166
80,4:04.96,Jenny SIMPSON,23 AUG 1986,USA,1,,"Sacramento, CA (USA)",29 JUN 2014,1166
81,4:04.97,Hellen OBIRI,13 DEC 1989,KEN,1,,Nairobi (KEN),07 JUN 2014,1166
