Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:50.37,,Faith KIPYEGON,10 JAN 1994,KEN,1,,"Stade Louis II, Monaco (MON)",10 AUG 2022,1284
2,3:54.21,,Gudaf TSEGAY,23 JAN 1997,ETH,2,,"Hayward Field, Eugene, OR (USA)",28 MAY 2022,1253
3,3:55.28,,Laura MUIR,09 MAY 1993,GBR,3,,"Hayward Field, Eugene, OR (USA)",18 JUL 2022,1244
4,3:56.63,,Ciara MAGEEAN,12 MAR 1992,IRL,1,,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022,1233
5,3:56.91,,Diribe WELTEJI,13 MAY 2002,ETH,1,,"Stadion Śląski, Chorzów (POL)",06 AUG 2022,1230
6,3:56.94,,Freweyni HAILU,12 FEB 2001,ETH,3,,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022,1230
7,3:57.30,,Hirut MESHESHA,20 JAN 2001,ETH,1,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",05 JUN 2022,1227
8,3:58.62,,Gabriela DEBUES-STAFFORD,13 SEP 1995,CAN,3,,"Hayward Field, Eugene, OR (USA)",28 MAY 2022,1217
9,3:58.76,,Heather MACLEAN,31 AUG 1995,USA,5,,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022,1215
10,3:58.80,,Axumawit EMBAYE,18 OCT 1994,ETH,3,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",05 JUN 2022,1215
11,3:58.85,,Sinclaire JOHNSON,13 APR 1998,USA,4,,"Hayward Field, Eugene, OR (USA)",28 MAY 2022,1215
12,3:59.06,,Elise CRANNY,09 MAY 1996,USA,3,,"Stade Louis II, Monaco (MON)",10 AUG 2022,1213
13,3:59.31,,Jessica HULL,22 OCT 1996,AUS,5,,"Hayward Field, Eugene, OR (USA)",28 MAY 2022,1211
14,3:59.68,,Elle ST. PIERRE,20 FEB 1995,USA,6,,"Hayward Field, Eugene, OR (USA)",28 MAY 2022,1208
15,3:59.87,,Ayal DAGNACHEW,18 JAN 2002,ETH,2,,"Mestský Stadion, Ostrava (CZE)",31 MAY 2022,1207
16,3:59.91,,Winnie NANYONDO,23 AUG 1993,UGA,7,,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022,1206
17,4:00.16,,Georgia GRIFFITH,05 DEC 1996,AUS,4,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",05 JUN 2022,1204
18,4:00.32,,Lemlem HAILU,25 MAY 2001,ETH,1f1,,Castellón (ESP),16 JUN 2022,1203
19,4:00.34,,Cory Ann MCGEE,29 MAY 1992,USA,9,,"Hayward Field, Eugene, OR (USA)",28 MAY 2022,1203
20,4:00.58,,Linden HALL,20 JUN 1991,AUS,2f1,,Castellón (ESP),16 JUN 2022,1201
21,4:00.75,,Karissa SCHWEIZER,04 MAY 1996,USA,1f1,,"Griswold Stadium, Portland, OR (USA)",11 JUN 2022,1199
22,4:00.84,,Netsanet DESTA,26 OCT 2000,ETH,3,,"Mestský Stadion, Ostrava (CZE)",31 MAY 2022,1199
23,4:01.10,,Claudia Mihaela BOBOCEA,11 JUN 1992,ROU,4,,"Mestský Stadion, Ostrava (CZE)",31 MAY 2022,1197
24,4:01.39,,Sofia ENNAOUI,30 AUG 1995,POL,5,,"Stadion Śląski, Chorzów (POL)",06 AUG 2022,1194
25,4:01.79,,Sage HURTA,23 JUN 1998,USA,1,,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",29 JUL 2022,1191
26,4:01.93,,Gaia SABBATINI,10 JUN 1999,ITA,10,,"Hayward Field, Eugene, OR (USA)",28 MAY 2022,1190
27,4:02.25,,Birke HAYLOM,06 JAN 2006,ETH,2,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",07 MAY 2022,1187
