Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:58.93,,Maryam Yusuf JAMAL,16 SEP 1984,BRN,1,,"Stadio Guidobaldi, Rieti (ITA)",29 AUG 2010,1214
2,3:59.28,,Gelete BURKA,23 JAN 1986,ETH,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 2010,1211
3,3:59.35,,Ibtissam LAKHOUAD,07 DEC 1980,MAR,2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 2010,1211
4,3:59.59,,Christin WURTH-THOMAS,11 JUL 1980,USA,1,,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1209
5,3:59.76,,Hind DEHIBA CHAHYD,17 MAR 1979,FRA,2,,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1207
6,3:59.79,,Lisa DOBRISKEY,23 DEC 1983,GBR,3,,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1207
7,4:00.13,,Nancy Jebet LANGAT,22 AUG 1981,KEN,3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 2010,1204
8,4:00.20,,Nuria FERNÁNDEZ,16 AUG 1976,ESP,1,,"Estadio Olímpico, Barcelona (ESP)",01 AUG 2010,1204
9,4:00.25,,Mimi BELETE,09 JUN 1988,BRN,2,,"Stadio Guidobaldi, Rieti (ITA)",29 AUG 2010,1203
10,4:01.17,,Fanjanteino FELIX,26 JAN 1980,FRA,4,,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1196
11,4:01.30,,Shannon ROWBURY,19 SEP 1984,USA,5,,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1195
11,4:01.30,,Natalia RODRÍGUEZ,02 JUN 1979,ESP,3,,"Estadio Olímpico, Barcelona (ESP)",01 AUG 2010,1195
13,4:01.96,,Abeba AREGAWI,05 JUL 1990,ETH,1,,Heusden-Zolder (BEL),10 JUL 2010,1190
