Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,4:00.06,,Morgan UCENY,10 MAR 1985,USA,1,,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,1205
2,4:00.33,,Maryam Yusuf JAMAL,16 SEP 1984,BRN,1,,"FBK Stadium, Hengelo (NED)",29 MAY 2011,1203
3,4:00.77,,Mariem ALAOUI SELSOULI,08 APR 1984,MAR,2,,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,1199
4,4:00.97,,Kalkidan GEZAHEGNE,08 MAY 1991,ETH,2,,"FBK Stadium, Hengelo (NED)",29 MAY 2011,1198
5,4:01.09,,Ibtissam LAKHOUAD,07 DEC 1980,MAR,2,,"Stade Louis II, Monaco (MON)",22 JUL 2011,1197
6,4:01.33,,Siham HILALI,02 MAY 1986,MAR,3,,"FBK Stadium, Hengelo (NED)",29 MAY 2011,1195
7,4:01.47,,Abeba AREGAWI,05 JUL 1990,ETH,1,,Stockholm (SWE) (i),22 FEB 2011,1216
8,4:01.50,,Natalia RODRÍGUEZ,02 JUN 1979,ESP,1,,Barcelona (ESP),22 JUL 2011,1193
9,4:01.73,,Anna MISHCHENKO,25 AUG 1983,UKR,4,,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,1192
10,4:01.77,,Yekaterina KOSTETSKAYA,31 DEC 1986,RUS,1,,Cheboksary (RUS),24 JUL 2011,1191
11,4:01.89,,Hannah ENGLAND,06 MAR 1987,GBR,2,,Barcelona (ESP),22 JUL 2011,1190
12,4:02.12,,Meskerem ASSEFA,03 OCT 1991,ETH,2,,"Stadio Olimpico, Roma (ITA)",26 MAY 2011,1189
13,4:02.31,,Mercy CHERONO,07 MAY 1991,KEN,3,,Barcelona (ESP),22 JUL 2011,1187
14,4:02.32,,Janeth JEPKOSGEI,13 DEC 1983,KEN,6,,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,1187
15,4:02.42,,Hellen OBIRI,13 DEC 1989,KEN,7,,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,1186
16,4:02.59,,Irene JELAGAT,10 DEC 1988,KEN,4,,"FBK Stadium, Hengelo (NED)",29 MAY 2011,1185
17,4:03.02,,Hind DEHIBA CHAHYD,17 MAR 1979,FRA,3f1,,"Stadio Guidobaldi, Rieti (ITA)",10 SEP 2011,1181
18,4:03.13,,Mimi BELETE,09 JUN 1988,BRN,9,,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,1180
19,4:03.28,,Gelete BURKA,23 JAN 1986,ETH,3,,"Stadio Olimpico, Roma (ITA)",26 MAY 2011,1179
20,4:03.41,,Tuǧba KOYUNCU,16 FEB 1991,TUR,1,,Samsun (TUR),15 AUG 2011,1178
21,4:03.50,,Renata PLIŚ,05 FEB 1985,POL,11,,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,1178
22,4:03.54,,Jenny SIMPSON,23 AUG 1986,USA,5,,"Stade Louis II, Monaco (MON)",22 JUL 2011,1177
