Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:49.11,Faith KIPYEGON,10 JAN 1994,KEN,1,,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1295
2,3:54.03,Gudaf TSEGAY,23 JUN 1997,ETH,1,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",28 MAY 2023,1254
3,3:57.09,Laura MUIR,09 MAY 1993,GBR,2,,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1229
4,3:57.29,Jessica HULL,22 OCT 1996,AUS,3,,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1227
5,3:57.65,Freweyni HAILU,12 FEB 2001,ETH,2,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",28 MAY 2023,1224
6,3:57.66,Birke HAYLOM,06 JAN 2006,ETH,3,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",28 MAY 2023,1224
7,3:57.84,Diribe WELTEJI,13 MAY 2002,ETH,1,,"Drake Stadium, Los Angeles, CA (USA)",27 MAY 2023,1223
8,3:58.12,Sifan HASSAN,01 JAN 1993,NED,1,,"Blankers-Koen Stadion, Hengelo (NED)",04 JUN 2023,1221
9,3:58.57,Faith KIPYEGON,10 JAN 1994,KEN,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1217
10,3:58.96,Nelly CHEPCHIRCHIR,04 JUN 2003,KEN,2,,"Blankers-Koen Stadion, Hengelo (NED)",04 JUN 2023,1214
11,3:59.34,Diribe WELTEJI,13 MAY 2002,ETH,2,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1211
12,4:00.04,Katie SNOWDEN,09 MAR 1994,GBR,2,,"Drake Stadium, Los Angeles, CA (USA)",27 MAY 2023,1205
13,4:00.29,Freweyni HAILU,12 FEB 2001,ETH,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1203
