Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:56.14,Sifan HASSAN,01 JAN 1993,NED,1,,"Blankers-Koen Stadion, Hengelo (NED)",11 JUN 2017,1237
2,3:56.22,Sifan HASSAN,01 JAN 1993,NED,1,,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,1236
3,3:57.04,Faith KIPYEGON,10 JAN 1994,KEN,1,,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017,1229
4,3:57.10,Sifan HASSAN,01 JAN 1993,NED,1,,"Stade Charléty, Paris (FRA)",01 JUL 2017,1229
5,3:57.22,Sifan HASSAN,01 JAN 1993,NED,2,,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017,1228
6,3:57.51,Faith KIPYEGON,10 JAN 1994,KEN,2,,"Stade Charléty, Paris (FRA)",01 JUL 2017,1226
7,3:57.82,Genzebe DIBABA,08 FEB 1991,ETH,,,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2017,1223
8,3:58.92,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,1,,"Olympiastadion, Berlin (GER)",27 AUG 2017,1214
9,3:59.16,Winny CHEBET,20 DEC 1990,KEN,2,,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,1212
10,3:59.22,Faith KIPYEGON,10 JAN 1994,KEN,1,,"Shanghai Stadium, Shanghai (CHN)",13 MAY 2017,1212
11,3:59.30,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,3,,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,1211
12,3:59.55,Gudaf TSEGAY,23 JUN 1997,ETH,3,,"Stade Charléty, Paris (FRA)",01 JUL 2017,1209
13,3:59.58,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,1,,Erfurt (GER),09 JUL 2017,1209
14,3:59.67,Faith KIPYEGON,10 JAN 1994,KEN,1,,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1208
15,4:00.18,Winny CHEBET,20 DEC 1990,KEN,3,,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017,1204
16,4:00.35,Laura MUIR,09 MAY 1993,GBR,,,"Olympic Stadium, London (GBR)",09 JUL 2017,1203
