Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:51.95,Sifan HASSAN,01 JAN 1993,NED,1,,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1271
2,3:54.22,Faith KIPYEGON,10 JAN 1994,KEN,2,,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1252
3,3:54.38,Gudaf TSEGAY,23 JUN 1997,ETH,3,,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1251
4,3:54.99,Shelby HOULIHAN,08 FEB 1993,USA,4,,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1246
5,3:55.30,Sifan HASSAN,01 JAN 1993,NED,,,"Stade Louis II, Monaco (MON)",12 JUL 2019,1244
6,3:55.47,Genzebe DIBABA,08 FEB 1991,ETH,1,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUN 2019,1242
7,3:55.76,Laura MUIR,09 MAY 1993,GBR,5,,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1240
8,3:55.93,Sifan HASSAN,01 JAN 1993,NED,2,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUN 2019,1238
9,3:56.12,Gabriela DEBUES-STAFFORD,13 SEP 1995,CAN,6,,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1237
10,3:56.28,Genzebe DIBABA,08 FEB 1991,ETH,1,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1236
11,3:56.73,Laura MUIR,09 MAY 1993,GBR,2,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1232
12,3:57.08,Sifan HASSAN,01 JAN 1993,NED,1,,"Letzigrund, Zürich (SUI)",29 AUG 2019,1229
13,3:57.40,Gudaf TSEGAY,23 JUN 1997,ETH,3,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUN 2019,1226
14,3:58.20,Winny CHEBET,20 DEC 1990,KEN,7,,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1220
15,3:58.25,Laura MUIR,09 MAY 1993,GBR,1,,"Olympic Stadium, London (GBR)",20 JUL 2019,1220
16,3:58.42,Jenny SIMPSON,23 AUG 1986,USA,8,,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1218
17,3:58.84,Rababe ARAFI,12 JAN 1991,MAR,4,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUN 2019,1215
