Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:55.68,,Yuliya CHIZHENKO,30 AUG 1979,RUS,1,,"Stade de France, Paris-St-Denis (FRA)",08 JUL 2006,1240
2,3:56.18,,Maryam Yusuf JAMAL,16 SEP 1984,BRN,1,,Rieti (ITA),27 AUG 2006,1236
3,3:56.43,,Yelena SOBOLEVA,03 OCT 1982,RUS,2,,"Stade de France, Paris-St-Denis (FRA)",08 JUL 2006,1234
4,3:56.91,,Tatyana TOMASHOVA,01 JUL 1975,RUS,1,,"Ullevi Stadium, Göteborg (SWE)",13 AUG 2006,1230
5,3:59.37,,Daniela YORDANOVA,08 MAR 1976,BUL,3,,"Ullevi Stadium, Göteborg (SWE)",13 AUG 2006,1211
6,4:00.04,,Irina LISHCHINSKA,15 JAN 1976,UKR,3,,"Olympic Stadium, Athina (GRE)",03 JUL 2006,1205
7,4:00.50,,Latifa ESSAROKH,11 DEC 1973,FRA,2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1201
8,4:00.81,,Natalya PANTELEYEVA,10 SEP 1983,RUS,2,,Tula (RUS),15 JUN 2006,1199
9,4:00.93,,Sarah JAMIESON,24 MAR 1975,AUS,2,,Stockholm (SWE),25 JUL 2006,1198
10,4:01.31,,Olga YEGOROVA,28 MAR 1972,RUS,3,,Tula (RUS),15 JUN 2006,1195
11,4:01.43,,Lidia CHOJECKA,25 JAN 1977,POL,5,,"Ullevi Stadium, Göteborg (SWE)",13 AUG 2006,1194
12,4:02.23,,Yelena KANALES,07 FEB 1976,RUS,4,,Tula (RUS),15 JUN 2006,1188
13,4:02.24,,Corina DUMBRĂVEAN,15 APR 1984,ROU,6,,"Ullevi Stadium, Göteborg (SWE)",13 AUG 2006,1188
14,4:02.52,,Nataliya TOBIAS,22 NOV 1980,UKR,6,,Rieti (ITA),27 AUG 2006,1185
15,4:02.68,,Gelete BURKA,23 JAN 1986,ETH,3,,"Eugene, OR (USA)",28 MAY 2006,1184
16,4:02.74,,Hind DEHIBA CHAHYD,17 MAR 1979,FRA,6,,"Olympic Stadium, Athina (GRE)",03 JUL 2006,1184
17,4:03.32,,Treniere MOSER,27 OCT 1981,USA,8,,Rieti (ITA),27 AUG 2006,1179
18,4:03.37,,Nuria FERNÁNDEZ,16 AUG 1976,ESP,9,,Rieti (ITA),27 AUG 2006,1179
19,4:03.69,,Irina KRAKOVIAK,16 NOV 1977,LTU,8,,"Stade de France, Paris-St-Denis (FRA)",08 JUL 2006,1176
20,4:03.82,,Carmen DOUMA-HUSSAR,12 MAR 1977,CAN,9,,"Stade de France, Paris-St-Denis (FRA)",08 JUL 2006,1175
21,4:03.90,,Liliya SHOBUKHOVA,13 NOV 1977,RUS,5,,Tula (RUS),15 JUN 2006,1174
22,4:04.28,,Nouria MÉRAH-BENIDA,19 OCT 1970,ALG,10,,"Stade Louis II, Monaco (MON)",20 AUG 2006,1171
23,4:04.33,,Olga KOMYAGINA,10 FEB 1974,RUS,1,,Pireaus (GRE) (i),25 FEB 2006,1193
24,4:04.39,,Olesya CHUMAKOVA-MIKHEYEVA,23 JUL 1981,RUS,4,,Moskva (RUS) (i),18 FEB 2006,1192
25,4:04.61,,Mestawet TADESSE,19 JUL 1985,ETH,7,,"Eugene, OR (USA)",28 MAY 2006,1169
26,4:04.72,,Anna ALMINOVA,17 JAN 1985,RUS,6,,Tula (RUS),15 JUN 2006,1168
27,4:04.74,,Bouchra BENTHAMI-GHEZIELLE,19 MAY 1979,FRA,7,,"Olympic Stadium, Athina (GRE)",03 JUL 2006,1168
28,4:05.00,,Christin WURTH-THOMAS,11 JUL 1980,USA,8,,"Eugene, OR (USA)",28 MAY 2006,1166
29,4:05.01,,Tetyana HOLOVCHENKO,13 FEB 1980,UKR,2,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",01 JUN 2006,1166
30,4:05.14,,Kara GOUCHER,09 JUL 1978,USA,11,,Rieti (ITA),27 AUG 2006,1165
31,4:05.46,,Helen CLITHEROE,02 JAN 1974,GBR,12,,Rieti (ITA),27 AUG 2006,1162
32,4:05.86,,Hilary STELLINGWERFF,07 AUG 1981,CAN,3,,Thessaloniki (GRE),24 JUL 2006,1159
33,4:05.91,,Joanne PAVEY,20 SEP 1973,GBR,1,,Solihull (GBR),24 JUN 2006,1158
34,4:06.12,,Meseret DEFAR,19 NOV 1983,ETH,1,,Doha (QAT),12 MAY 2006,1157
35,4:06.21,,Lisa DOBRISKEY,23 DEC 1983,GBR,1,,Melbourne (AUS),21 MAR 2006,1156
36,4:06.25,,Natalya GORELOVA,18 APR 1973,RUS,5,,Moskva (RUS) (i),18 FEB 2006,1177
37,4:06.30,,Tiffany MCWILLIAMS,20 OCT 1982,USA,4,,Thessaloniki (GRE),24 JUL 2006,1155
38,4:06.34,,Hayley PARRY-TULLETT,17 FEB 1973,GBR,9,,"Olympic Stadium, Athina (GRE)",03 JUL 2006,1155
39,4:06.40,,Carrie TOLLEFSON,18 JAN 1977,USA,2,,"New York, NY (USA)",03 JUN 2006,1155
40,4:06.46,,Alesia TURAVA,06 DEC 1979,BLR,3,,"Velódromo Luis Puig, Valencia (ESP) (i)",11 FEB 2006,1176
41,4:06.47,,Olesya SYREVA,25 NOV 1983,RUS,7,,Tula (RUS),15 JUN 2006,1154
42,4:06.55,,Amy MORTIMER,16 AUG 1981,USA,5,,Thessaloniki (GRE),24 JUL 2006,1153
43,4:06.71,,Blake PHILLIPS-RUSSELL,24 JUL 1975,USA,3,,"New York, NY (USA)",03 JUN 2006,1152
44,4:06.85,,Rebecca LYNE,04 JUL 1982,GBR,4,,Luzern (SUI),06 JUL 2006,1151
45,4:07.13,,Mariem ALAOUI SELSOULI,08 APR 1984,MAR,7,,Madrid (ESP),17 JUL 2006,1149
46,4:07.14,,Ragnhild KVARBERG,23 MAR 1981,NOR,13,,Rieti (ITA),27 AUG 2006,1149
47,4:07.34,,Qing LIU,28 APR 1986,CHN,5,,"New York, NY (USA)",03 JUN 2006,1147
48,4:07.51,,Lindsey GALLO,29 NOV 1981,USA,7,,Stockholm (SWE),25 JUL 2006,1146
49,4:07.60,,Justyna LESMAN,06 NOV 1980,POL,8,,Madrid (ESP),17 JUL 2006,1145
50,4:07.86,,Yuriko KOBAYASHI,12 DEC 1988,JPN,2,,Yokohama (JPN),24 SEP 2006,1143
51,4:07.90,,Benita WILLIS-JOHNSON,06 MAY 1979,AUS,11,,"Eugene, OR (USA)",28 MAY 2006,1143
52,4:07.92,,Anna JAKUBCZAK,02 FEB 1973,POL,2,,Villeneuve d'Ascq (FRA),09 JUN 2006,1143
53,4:08.07,,Krisztina PAPP,17 DEC 1982,HUN,15,,"Olympic Stadium, Athina (GRE)",03 JUL 2006,1141
53,4:08.07,,Maria MARTINS,01 APR 1974,FRA,6sf1,,"Ullevi Stadium, Göteborg (SWE)",11 AUG 2006,1141
55,4:08.18,,Maria CIONCAN,19 JUN 1977,ROU,1,,Bucureşti (ROU) (i),18 FEB 2006,1162
56,4:08.21,,Veronica WANJIRU,29 OCT 1989,KEN,2,,Doha (QAT),12 MAY 2006,1140
57,4:08.22,,Ibtissam LAKHOUAD,07 DEC 1980,MAR,3,,Villeneuve d'Ascq (FRA),09 JUN 2006,1140
58,4:08.31,,Wioletta FRANKIEWICZ,09 JUN 1977,POL,12,,"Stade de France, Paris-St-Denis (FRA)",08 JUL 2006,1140
59,4:08.42,,Suzy WALSHAM,22 NOV 1973,AUS,6,,Melbourne (AUS),21 MAR 2006,1139
59,4:08.42,,Malindi ELMORE,13 MAR 1980,CAN,9,,Madrid (ESP),17 JUL 2006,1139
61,4:08.46,,Nadezhda RAKHIMKULOVA,17 MAY 1979,RUS,2,,Tula (RUS),16 JUL 2006,1138
62,4:08.57,,Johanna RISKU-LEHTINEN,21 FEB 1979,FIN,5,,Luzern (SUI),06 JUL 2006,1138
63,4:08.68,,Olesya TYURINA,03 SEP 1980,RUS,4h2,,Tula (RUS),13 JUN 2006,1137
64,4:08.74,,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,7,,Melbourne (AUS),21 MAR 2006,1136
65,4:08.81,,Eleonora BERLANDA,06 APR 1976,ITA,6sf2,,"Ullevi Stadium, Göteborg (SWE)",11 AUG 2006,1136
66,4:08.83,,Saida EL MEHDI,21 SEP 1981,MAR,1,,Rabat (MAR),17 JUN 2006,1136
67,4:08.88,,Irene JELAGAT,10 DEC 1988,KEN,1,,"Chaoyang Sport Center, Beijing (CHN)",20 AUG 2006,1135
68,4:08.89,,Kenia SINCLAIR,14 JUL 1980,JAM,2,,"Carson, CA (USA)",21 MAY 2006,1135
69,4:09.28,,Yelena ORLOVA,30 MAY 1980,RUS,2,,Stockholm (SWE) (i),02 FEB 2006,1153
70,4:09.45,,Bouchra CHAABI,22 SEP 1980,MAR,2,,Rabat (MAR),17 JUN 2006,1131
71,4:09.48,,Huan WANG,1991,CHN,1,,Jinzhou (CHN),02 SEP 2006,1130
72,4:09.53,,Meskerem LEGESSE,28 SEP 1986,ETH,8,,"New York, NY (USA)",03 JUN 2006,1130
73,4:09.55,,Elisa CUSMA,24 JUL 1981,ITA,1,,Conegliano (ITA),26 MAY 2006,1130
74,4:09.65,,Katrina WOOTTON,02 SEP 1985,GBR,3,,Stockholm (SWE) (i),02 FEB 2006,1150
75,4:09.78,,Natalya PAVLOVSKAYA,30 APR 1975,RUS,2,,Sochi (RUS),26 MAY 2006,1128
76,4:09.91,,Elena BUHĂIANU-ANTOCI,16 JAN 1975,ROU,7,,"Velódromo Luis Puig, Valencia (ESP) (i)",11 FEB 2006,1148
77,4:09.93,,Lisa CORRIGAN,02 DEC 1984,AUS,2,,Sydney (AUS),19 JAN 2006,1127
78,4:09.94,,Sylwia EJDYS,15 JUL 1984,POL,2,,Nürnberg (GER),30 JUL 2006,1127
79,4:10.20,,Jenelle DEATHERAGE,25 SEP 1977,USA,6,,"Carson, CA (USA)",21 MAY 2006,1125
80,4:10.28,,Sarah SCHWALD,02 JAN 1973,USA,7,,"Carson, CA (USA)",21 MAY 2006,1124
81,4:10.3h,,Tatyana BORISOVA,03 JUN 1976,KGZ,1,,Bishkek (KGZ),13 OCT 2006,1124
82,4:10.48,,Ashley COUPER,05 DEC 1977,BER,9,,Melbourne (AUS),21 MAR 2006,1123
82,4:10.48,,Emebet ETAA BEDADA,11 JAN 1990,ETH,2,,Conegliano (ITA),26 MAY 2006,1123
82,4:10.48,,Zulema FUENTES-PILA,25 MAY 1977,ESP,1,,Santander (ESP),26 JUL 2006,1123
85,4:10.51,,Sinimole PAULOSE,24 JUN 1983,IND,1,,Chennai (IND),02 NOV 2006,1122
86,4:10.52,,Hayley PARKINSON-OVENS,05 DEC 1975,GBR,5h1,,Melbourne (AUS),20 MAR 2006,1122
87,4:10.61,,Renata PLIŚ,05 FEB 1985,POL,3,,Nürnberg (GER),30 JUL 2006,1122
