Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,4:24.11,Mary CAIN,03 MAY 1996,USA,1f1,,"Boston, MA (USA)",24 JAN 2014,1191
2,4:24.54,Kim CONLEY,14 MAR 1986,USA,1,,"New York, NY (USA)",25 JAN 2014,1188
3,4:26.28,Amanda REGO,10 DEC 1990,USA,1f1,,"Boston, MA (USA)",07 FEB 2014,1175
4,4:27.73,Mary CAIN,03 MAY 1996,USA,1,,"New York, NY (USA)",15 FEB 2014,1165
5,4:28.31,Abbey COOPER,25 MAY 1992,USA,2f1,,"Boston, MA (USA)",24 JAN 2014,1161
6,4:28.37,Jordan HASAY,21 SEP 1991,USA,3f1,,"Boston, MA (USA)",24 JAN 2014,1160
7,4:28.86,Treniere MOSER,27 OCT 1981,USA,2,,"New York, NY (USA)",15 FEB 2014,1157
8,4:28.97,Nicole SIFUENTES,30 JUN 1986,CAN,3,,"New York, NY (USA)",15 FEB 2014,1156
9,4:29.40,Nicole SIFUENTES,30 JUN 1986,CAN,2,,"New York, NY (USA)",25 JAN 2014,1153
10,4:29.62,Sarah BROWN,15 OCT 1986,USA,3,,"New York, NY (USA)",25 JAN 2014,1151
11,4:30.13,Sarah BROWN,15 OCT 1986,USA,4,,"New York, NY (USA)",15 FEB 2014,1147
12,4:30.14,Heather KAMPF,19 JAN 1987,USA,4,,"New York, NY (USA)",25 JAN 2014,1147
13,4:30.57,Morgan UCENY,10 MAR 1985,USA,5,,"New York, NY (USA)",25 JAN 2014,1144
14,4:31.30,Lauren PENNEY,27 MAY 1990,USA,2f1,,"Boston, MA (USA)",07 FEB 2014,1139
15,4:32.01,Emma COBURN,19 OCT 1990,USA,5,,"New York, NY (USA)",15 FEB 2014,1134
16,4:32.15,Alexa EFRAIMSON,20 FEB 1997,USA,6,,"New York, NY (USA)",15 FEB 2014,1133
17,4:32.20,Yelena KOROBKINA,25 NOV 1990,RUS,1,,Orenburg (RUS),08 FEB 2014,1132
18,4:32.23,Morgan UCENY,10 MAR 1985,USA,7,,"New York, NY (USA)",15 FEB 2014,1132
19,4:32.37,Nicole TULLY,30 OCT 1986,USA,3f1,,"Boston, MA (USA)",07 FEB 2014,1131
20,4:32.61,Lucy OLIVER,18 NOV 1988,NZL,6,,"New York, NY (USA)",25 JAN 2014,1129
21,4:33.21,Anna SHCHAGINA,07 DEC 1991,RUS,2,,Orenburg (RUS),08 FEB 2014,1125
22,4:33.44,Katrina COOGAN,15 NOV 1993,USA,1f1,,"Boston, MA (USA)",02 MAR 2014,1123
23,4:33.45,Heather WILSON,13 JUN 1990,USA,7,,"New York, NY (USA)",25 JAN 2014,1123
24,4:33.80,Charlotte BROWNING,08 OCT 1987,GBR,4f1,,"Boston, MA (USA)",24 JAN 2014,1121
25,4:33.87,Stephanie CHARNIGO,25 JUL 1988,USA,1f1,,"New York, NY (USA)",01 FEB 2014,1120
26,4:34.19,Kate VAN BUSKIRK,09 JUN 1987,CAN,8,,"New York, NY (USA)",25 JAN 2014,1118
27,4:34.22,Grace HEYMSFIELD,24 MAR 1992,USA,1,,"Fayetteville, AR (USA)",01 FEB 2014,1118
28,4:34.44,Molly LUDLOW,04 AUG 1987,USA,1,,"Bloomington, IN (USA)",31 JAN 2014,1116
29,4:34.64,Heather WILSON,13 JUN 1990,USA,1f1,,"New York, NY (USA)",08 MAR 2014,1115
30,4:34.80,Colleen QUIGLEY,20 NOV 1992,USA,1,,"Clemson, SC (USA)",01 MAR 2014,1114
31,4:34.82,Grace HEYMSFIELD,24 MAR 1992,USA,1,,"College Station, TX (USA)",01 MAR 2014,1113
32,4:34.94,Linden HALL,20 JUN 1991,AUS,2,,"Clemson, SC (USA)",01 MAR 2014,1113
33,4:35.03,Cory Ann MCGEE,29 MAY 1992,USA,2,,"College Station, TX (USA)",01 MAR 2014,1112
34,4:35.07,Sara VAUGHN,16 MAY 1986,USA,1,,"Winston Salem, NC (USA)",01 FEB 2014,1112
35,4:35.14,Allison PEARE,19 NOV 1991,USA,3,,"College Station, TX (USA)",01 MAR 2014,1111
36,4:35.24,Emily LIPARI,19 NOV 1992,USA,8,,"New York, NY (USA)",15 FEB 2014,1110
37,4:35.58,Amanda REGO,10 DEC 1990,USA,9,,"New York, NY (USA)",15 FEB 2014,1108
38,4:35.71,Lauren PENNEY,27 MAY 1990,USA,10,,"New York, NY (USA)",15 FEB 2014,1107
39,4:35.79,Carly HAMILTON,15 FEB 1993,USA,4,,"College Station, TX (USA)",01 MAR 2014,1106
40,4:36.08,Rachel SCHNEIDER,18 JUL 1991,USA,2f1,,"Boston, MA (USA)",02 MAR 2014,1104
41,4:36.11,Dominique SCOTT,24 JUN 1992,RSA,2,,"Fayetteville, AR (USA)",01 FEB 2014,1104
42,4:36.14,Ellinor PURRIER,20 FEB 1995,USA,3f1,,"Boston, MA (USA)",02 MAR 2014,1104
43,4:36.22,Olivia BURNE,03 SEP 1991,NZL,4f1,,"Boston, MA (USA)",02 MAR 2014,1103
44,4:36.35,Monica ADLER,14 MAR 1992,USA,5f1,,"Boston, MA (USA)",02 MAR 2014,1102
45,4:36.40,Stephanie SCHAPPERT,25 APR 1993,USA,6f1,,"Boston, MA (USA)",02 MAR 2014,1102
46,4:36.42,Rachel SCHNEIDER,18 JUL 1991,USA,11,,"New York, NY (USA)",15 FEB 2014,1102
47,4:36.89,Laura NAGEL,11 FEB 1992,NZL,1f2,,"Boston, MA (USA)",24 JAN 2014,1099
48,4:37.32,Cory Ann MCGEE,29 MAY 1992,USA,12,,"New York, NY (USA)",15 FEB 2014,1096
49,4:37.78,Miriam CHEPKEMOI,28 AUG 1993,KEN,3,,Orenburg (RUS),08 FEB 2014,1092
49,4:37.78,Jillian KING,21 MAR 1990,USA,1f1,,"Boston, MA (USA)",15 FEB 2014,1092
51,4:37.80,Galina YEVSIKOVA,20 JUL 1990,RUS,1,,St. Petersburg (RUS),08 FEB 2014,1092
52,4:37.81,Yuliya CHIZHENKO,30 AUG 1979,RUS,2,,St. Petersburg (RUS),08 FEB 2014,1092
53,4:37.97,Monica ADLER,14 MAR 1992,USA,2f1,,"Boston, MA (USA)",15 FEB 2014,1091
54,4:37.98,Rachel SCHNEIDER,18 JUL 1991,USA,1f2,,"New York, NY (USA)",08 FEB 2014,1091
