Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,4:19.89,Sifan HASSAN,01 JAN 1993,NED,1,,"New York, NY (USA)",11 FEB 2017,1223
2,4:22.93,Kate GRACE,24 OCT 1988,USA,2,,"New York, NY (USA)",11 FEB 2017,1200
3,4:23.05,Shannon ROWBURY,19 SEP 1984,USA,3,,"New York, NY (USA)",11 FEB 2017,1199
4,4:24.16,Shelby HOULIHAN,08 FEB 1993,USA,1f1,,"Boston, MA (USA)",10 FEB 2017,1191
5,4:24.88,Colleen QUIGLEY,20 NOV 1992,USA,2f1,,"Boston, MA (USA)",10 FEB 2017,1186
6,4:25.62,Rachel SCHNEIDER,18 JUL 1991,USA,3f1,,"Boston, MA (USA)",10 FEB 2017,1180
7,4:28.03,Rachel SCHNEIDER,18 JUL 1991,USA,1f1,,"Winston Salem, NC (USA)",03 FEB 2017,1163
8,4:28.39,Heather KAMPF,19 JAN 1987,USA,4,,"New York, NY (USA)",11 FEB 2017,1160
9,4:28.47,Dominique SCOTT,24 JUN 1992,RSA,5,,"New York, NY (USA)",11 FEB 2017,1159
10,4:28.75,Kaela EDWARDS,08 DEC 1993,USA,6,,"New York, NY (USA)",11 FEB 2017,1157
11,4:29.27,Nicole SIFUENTES,30 JUN 1986,CAN,7,,"New York, NY (USA)",11 FEB 2017,1154
12,4:29.44,Ellinor PURRIER,20 FEB 1995,USA,8,,"New York, NY (USA)",11 FEB 2017,1152
13,4:29.54,Alexa EFRAIMSON,20 FEB 1997,USA,9,,"New York, NY (USA)",11 FEB 2017,1152
14,4:30.03,Cory Ann MCGEE,29 MAY 1992,USA,3f1,,"Winston Salem, NC (USA)",03 FEB 2017,1148
15,4:30.13,Charlene LIPSEY,16 JUL 1991,USA,1,,"New York, NY (USA)",04 FEB 2017,1147
16,4:30.14,Kate VAN BUSKIRK,09 JUN 1987,CAN,1,,"New York, NY (USA)",20 JAN 2017,1147
17,4:31.19,Aleksandra GULYAYEVA,30 APR 1994,RUS,1,,Orenburg (RUS),21 JAN 2017,1140
18,4:31.24,Karisa NELSON,12 JUN 1996,USA,1,,"College Station, TX (USA)",11 MAR 2017,1139
19,4:31.35,Charlene LIPSEY,16 JUL 1991,USA,2,,"New York, NY (USA)",20 JAN 2017,1138
20,4:31.88,Ellinor PURRIER,20 FEB 1995,USA,2,,"College Station, TX (USA)",11 MAR 2017,1135
21,4:32.03,Megan KRUMPOCH,31 AUG 1992,USA,4f1,,"Boston, MA (USA)",10 FEB 2017,1133
22,4:32.06,Sarah MCDONALD,02 AUG 1993,GBR,3,,"New York, NY (USA)",20 JAN 2017,1133
23,4:32.16,Kate VAN BUSKIRK,09 JUN 1987,CAN,2,,"New York, NY (USA)",04 FEB 2017,1133
24,4:32.18,Anna SHCHAGINA,07 DEC 1991,RUS,1,,St. Petersburg (RUS),14 FEB 2017,1132
25,4:32.35,Kerri GALLAGHER,31 MAY 1989,USA,4,,"New York, NY (USA)",20 JAN 2017,1131
26,4:32.41,Stephanie GARCIA,03 MAY 1988,USA,5f1,,"Winston Salem, NC (USA)",03 FEB 2017,1131
27,4:32.73,Anastasiya ALEKSANDROVA,16 FEB 1994,RUS,2,,Orenburg (RUS),21 JAN 2017,1128
28,4:33.16,Síofra CLÉIRIGH BÜTTNER,21 JUL 1995,IRL,1f4,,NY (USA),10 FEB 2017,1125
29,4:33.59,Katie MACKEY,12 NOV 1987,USA,10,,"New York, NY (USA)",11 FEB 2017,1122
30,4:33.89,Danae RIVERS,03 FEB 1998,USA,3,,"College Station, TX (USA)",11 MAR 2017,1120
31,4:34.27,Kaela EDWARDS,08 DEC 1993,USA,4,,"College Station, TX (USA)",11 MAR 2017,1117
32,4:34.39,Leah O'CONNOR,30 AUG 1992,USA,11,,"New York, NY (USA)",11 FEB 2017,1116
33,4:34.49,Millie PALADINO,18 OCT 1995,USA,5f1,,"Boston, MA (USA)",10 FEB 2017,1116
34,4:34.54,Frances SCHMIEDE,04 JUN 1993,AUS,6f1,,"Boston, MA (USA)",10 FEB 2017,1115
34,4:34.54,Therese HAISS,05 SEP 1995,USA,5,,"College Station, TX (USA)",11 MAR 2017,1115
36,4:34.57,Nikki HILTZ,23 OCT 1994,USA,6,,"College Station, TX (USA)",11 MAR 2017,1115
37,4:34.62,Millie PALADINO,18 OCT 1995,USA,7,,"College Station, TX (USA)",11 MAR 2017,1115
38,4:34.78,Síofra CLÉIRIGH BÜTTNER,21 JUL 1995,IRL,8,,"College Station, TX (USA)",11 MAR 2017,1114
39,4:34.87,Danae RIVERS,03 FEB 1998,USA,1f2,,"University Park, PA (USA)",28 JAN 2017,1113
40,4:34.98,Ellinor PURRIER,20 FEB 1995,USA,1f1,,"Boston, MA (USA)",27 JAN 2017,1112
41,4:35.12,Amy-Eloise NEALE,05 AUG 1995,GBR,9,,"College Station, TX (USA)",11 MAR 2017,1111
42,4:35.29,Anastasiya ALEKSANDROVA,16 FEB 1994,RUS,2,,St. Petersburg (RUS),14 FEB 2017,1110
43,4:35.31,Karisa NELSON,12 JUN 1996,USA,1h1,,"College Station, TX (USA)",10 MAR 2017,1110
44,4:35.38,Amy-Eloise NEALE,05 AUG 1995,GBR,2h1,,"College Station, TX (USA)",10 MAR 2017,1109
45,4:35.39,Stephanie SCHAPPERT,25 APR 1993,USA,1f2,,"Boston, MA (USA)",26 FEB 2017,1109
46,4:35.43,Megan KRUMPOCH,31 AUG 1992,USA,1f1,,"Boston, MA (USA)",04 FEB 2017,1109
47,4:35.46,Kaela EDWARDS,08 DEC 1993,USA,3h1,,"College Station, TX (USA)",10 MAR 2017,1109
48,4:35.47,Rebecca ADDISON,28 MAY 1991,USA,7f1,,"Boston, MA (USA)",10 FEB 2017,1109
49,4:35.52,Millie PALADINO,18 OCT 1995,USA,4h1,,"College Station, TX (USA)",10 MAR 2017,1108
50,4:35.58,Grace BARNETT,29 JUN 1995,USA,5h1,,"College Station, TX (USA)",10 MAR 2017,1108
51,4:35.61,Karissa SCHWEIZER,04 MAY 1996,USA,1,,"Fayetteville, AR (USA)",28 JAN 2017,1108
52,4:35.66,Grace BARNETT,29 JUN 1995,USA,1f2,,"College Station, TX (USA)",10 DEC 2016,1107
53,4:35.69,Nicole SIFUENTES,30 JUN 1986,CAN,1f3,,"Ann Arbor, MI (USA)",14 JAN 2017,1107
54,4:35.79,Síofra CLÉIRIGH BÜTTNER,21 JUL 1995,IRL,6h1,,"College Station, TX (USA)",10 MAR 2017,1106
55,4:36.10,Grace BARNETT,29 JUN 1995,USA,1f1,,"Winston Salem, NC (USA)",18 FEB 2017,1104
56,4:36.16,Nicole HUTCHINSON,17 JUN 1997,CAN,2f1,,"Winston Salem, NC (USA)",18 FEB 2017,1104
57,4:36.42,Nikki HILTZ,23 OCT 1994,USA,1f2,,"Fayetteville, AR (USA)",13 JAN 2017,1102
58,4:36.74,Lauren JOHNSON,04 MAY 1987,USA,3,,"New York, NY (USA)",04 FEB 2017,1100
59,4:37.17,Emily LIPARI,19 NOV 1992,USA,8f1,,"Boston, MA (USA)",10 FEB 2017,1097
60,4:37.27,Therese HAISS,05 SEP 1995,USA,2f2,,"Fayetteville, AR (USA)",13 JAN 2017,1096
61,4:37.42,Alicja KONIECZEK,02 NOV 1994,POL,1,,"Birmingham, AL (USA)",11 MAR 2017,1095
62,4:37.48,Samantha NADEL,05 JUN 1994,USA,1f2,,"New York, NY (USA)",28 JAN 2017,1094
63,4:37.53,Millie PALADINO,18 OCT 1995,USA,2f1,,"Boston, MA (USA)",27 JAN 2017,1094
64,4:37.63,Nicole HUTCHINSON,17 JUN 1997,CAN,2f2,,"New York, NY (USA)",28 JAN 2017,1093
65,4:37.64,Angel PICCIRILLO,08 JAN 1994,USA,3f2,,"New York, NY (USA)",28 JAN 2017,1093
66,4:37.92,Kennedy WEISNER,01 DEC 1995,USA,2f4,,NY (USA),10 FEB 2017,1091
67,4:37.96,Nikki HILTZ,23 OCT 1994,USA,4,,"New York, NY (USA)",04 FEB 2017,1091
68,4:38.27,Karisa NELSON,12 JUN 1996,USA,7f1,,"Winston Salem, NC (USA)",03 FEB 2017,1089
68,4:38.27,Samantha BOCKOVEN,05 APR 1997,USA,3f4,,NY (USA),10 FEB 2017,1089
68,4:38.27,Grace BARNETT,29 JUN 1995,USA,10,,"College Station, TX (USA)",11 MAR 2017,1089
71,4:38.46,Amanda ECCLESTON,18 JUN 1990,USA,12,,"New York, NY (USA)",11 FEB 2017,1087
72,4:38.53,Therese HAISS,05 SEP 1995,USA,1h2,,"College Station, TX (USA)",10 MAR 2017,1087
73,4:38.76,Lauren WALLACE,04 MAY 1990,USA,5,,"New York, NY (USA)",20 JAN 2017,1085
74,4:38.79,Ellinor PURRIER,20 FEB 1995,USA,2h2,,"College Station, TX (USA)",10 MAR 2017,1085
75,4:38.80,Lilli BURDON,26 JAN 1998,NZL,4f2,,"New York, NY (USA)",28 JAN 2017,1085
76,4:38.82,Katrina COOGAN,15 NOV 1993,USA,9f1,,"Boston, MA (USA)",10 FEB 2017,1085
77,4:38.86,Rolanda BELL,27 OCT 1987,PAN,6,,"New York, NY (USA)",20 JAN 2017,1085
78,4:38.90,Nikki HILTZ,23 OCT 1994,USA,3h2,,"College Station, TX (USA)",10 MAR 2017,1084
79,4:38.94,Geneviève LALONDE,05 SEP 1991,CAN,7,,"New York, NY (USA)",20 JAN 2017,1084
80,4:39.05,Megan MANSY,27 MAR 1994,USA,3f1,,"Winston Salem, NC (USA)",18 FEB 2017,1083
81,4:39.33,Dana GIORDANO,30 DEC 1993,USA,3f1,,"Boston, MA (USA)",27 JAN 2017,1081
82,4:39.39,Amanda ECCLESTON,18 JUN 1990,USA,1f2,,"Ann Arbor, MI (USA)",14 JAN 2017,1081
83,4:39.50,Danielle JONES,21 AUG 1996,USA,1f1,,"Boulder, CO (USA)",03 FEB 2017,1080
84,4:39.59,Erin TESCHUK,25 OCT 1994,CAN,8f1,,"Winston Salem, NC (USA)",03 FEB 2017,1079
85,4:39.61,Katie JENSEN,09 FEB 1995,USA,1,,"Birmingham, AL (USA)",19 FEB 2017,1079
86,4:39.69,Kennedy WEISNER,01 DEC 1995,USA,2f2,,"University Park, PA (USA)",28 JAN 2017,1079
87,4:39.74,Danae RIVERS,03 FEB 1998,USA,4h2,,"College Station, TX (USA)",10 MAR 2017,1078
88,4:39.76,Erin FINN,19 NOV 1994,USA,2f2,,"Ann Arbor, MI (USA)",14 JAN 2017,1078
89,4:39.80,Millie PALADINO,18 OCT 1995,USA,1,,NY (USA),25 FEB 2017,1078
90,4:40.15,Ulyana AVVAKUMENKOVA,21 JUN 1994,RUS,3,,St. Petersburg (RUS),14 FEB 2017,1075
91,4:40.29,Dana GIORDANO,30 DEC 1993,USA,10f1,,"Boston, MA (USA)",10 FEB 2017,1074
92,4:40.32,Frances SCHMIEDE,04 JUN 1993,AUS,5h2,,"College Station, TX (USA)",10 MAR 2017,1074
93,4:40.34,Allison CASH,01 NOV 1994,USA,5f2,,"New York, NY (USA)",28 JAN 2017,1074
94,4:40.39,Megan MANSY,27 MAR 1994,USA,7h1,,"College Station, TX (USA)",10 MAR 2017,1074
95,4:40.41,Samantha BOCKOVEN,05 APR 1997,USA,2,,NY (USA),25 FEB 2017,1074
96,4:40.44,Julie-Anne STAEHLI,21 DEC 1993,CAN,1,,Ottawa (CAN),04 MAR 2017,1073
97,4:40.65,Maddie VAN BEEK,20 AUG 1991,USA,1f1,,"Fargo, ND (USA)",04 FEB 2017,1072
98,4:40.79,Helen SCHLACHTENHAUFEN,14 MAR 1995,USA,11f1,,"Boston, MA (USA)",10 FEB 2017,1071
99,4:40.80,Charlene LIPSEY,16 JUL 1991,USA,1f1,,NY (USA),14 JAN 2017,1071
100,4:40.89,Morgan SCHUETZ LAYNE,08 JAN 1994,USA,2,,"Fayetteville, AR (USA)",28 JAN 2017,1070
101,4:40.90,Jessica HARRIS,14 MAR 1996,USA,6h2,,"College Station, TX (USA)",10 MAR 2017,1070
102,4:40.96,Emilee TROST,19 SEP 1995,USA,2,,"Birmingham, AL (USA)",11 MAR 2017,1070
103,4:41.17,Victoria GERLACH,02 JUN 1994,USA,1f1,,"University Park, PA (USA)",14 JAN 2017,1068
104,4:41.21,Annika SISSON,,USA,4f4,,NY (USA),10 FEB 2017,1068
105,4:41.30,Lucia STAFFORD,17 AUG 1998,CAN,5,,"New York, NY (USA)",04 FEB 2017,1067
106,4:41.56,Amanda CORBOSIERO,,USA,12f1,,"Boston, MA (USA)",10 FEB 2017,1066
107,4:41.63,Katherine RECEVEUR,19 JAN 1996,USA,1,,"Bloomington, IN (USA)",14 JAN 2017,1065
108,4:41.88,Jessica KAMILOS,03 AUG 1993,USA,1,,"Fayetteville, AR (USA)",10 FEB 2017,1063
108,4:41.88,Emilee TROST,19 SEP 1995,USA,1,,"Mankato, MN (USA)",25 FEB 2017,1063
110,4:41.94,Katrina COOGAN,15 NOV 1993,USA,10f1,,"Winston Salem, NC (USA)",03 FEB 2017,1063
111,4:42.06,Maggie MONTOYA,02 MAY 1995,USA,1f3,,"College Station, TX (USA)",04 FEB 2017,1062
112,4:42.21,Erika KEMP,26 JAN 1995,USA,4f1,,"Winston Salem, NC (USA)",18 FEB 2017,1061
113,4:42.35,Brenna CALDER,21 MAR 1996,USA,2,,"Bloomington, IN (USA)",14 JAN 2017,1060
114,4:42.38,Sarah BERGER,,USA,3,,"Birmingham, AL (USA)",11 MAR 2017,1060
115,4:42.50,Regan HIME,13 MAY 1994,USA,1f2,,"Fayetteville, AR (USA)",17 FEB 2017,1059
116,4:42.54,Natalie SCHUDROWITZ,14 SEP 1995,USA,4f1,,"Boston, MA (USA)",27 JAN 2017,1059
117,4:42.56,Tess BARRETT,09 FEB 1996,USA,2f1,,"University Park, PA (USA)",14 JAN 2017,1059
118,4:42.74,Helen SCHLACHTENHAUFEN,14 MAR 1995,USA,5f1,,"Boston, MA (USA)",27 JAN 2017,1057
119,4:42.77,Kim JOHANSEN,18 NOV 1994,GBR,5f1,,"Winston Salem, NC (USA)",18 FEB 2017,1057
120,4:42.83,Emily LIPARI,19 NOV 1992,USA,1f1,,"Albuquerque, NM (USA)",28 JAN 2017,1057
121,4:43.03,Sophie CONNOR,21 MAY 1993,GBR,2f1,,"Albuquerque, NM (USA)",28 JAN 2017,1055
122,4:43.06,Rhianwedd PRICE-WEIMER,11 AUG 1994,GBR,2f1,,"Boston, MA (USA)",04 FEB 2017,1055
123,4:43.07,Christy CAZZOLA,18 JUN 1985,USA,12f1,,"Winston Salem, NC (USA)",03 FEB 2017,1055
123,4:43.07,Nicole HUTCHINSON,17 JUN 1997,CAN,7h2,,"College Station, TX (USA)",10 MAR 2017,1055
125,4:43.17,Ruby STAUBER,30 SEP 1997,USA,1f1,,"Birmingham, AL (USA)",21 JAN 2017,1054
126,4:43.24,Sydney BROWN,,USA,2f2,,"Fayetteville, AR (USA)",17 FEB 2017,1054
127,4:43.25,Brianna ILARDA,19 FEB 1996,AUS,1f2,,"Boston, MA (USA)",10 FEB 2017,1054
128,4:43.26,Ryen FRAZIER,14 FEB 1997,USA,6f1,,"Winston Salem, NC (USA)",18 FEB 2017,1054
129,4:43.32,Valerie REINA,,USA,3f2,,"Fayetteville, AR (USA)",17 FEB 2017,1053
130,4:43.43,Henna RUSTAMI,,USA,6f2,,"New York, NY (USA)",28 JAN 2017,1052
131,4:43.51,Meredith RIZZO,07 FEB 1995,USA,2f2,,"Boston, MA (USA)",10 FEB 2017,1052
132,4:43.54,Evelyne GUAY,1996,CAN,3f2,,"University Park, PA (USA)",28 JAN 2017,1052
133,4:43.58,Paige DUCA,05 AUG 1997,USA,13f1,,"Boston, MA (USA)",10 FEB 2017,1051
134,4:43.61,Agnes ABU,01 MAY 1992,GHA,2,,"Birmingham, AL (USA)",19 FEB 2017,1051
135,4:43.83,Kaley CILUFFO,11 SEP 1996,USA,7f2,,"New York, NY (USA)",28 JAN 2017,1050
136,4:43.86,Judy PENDERGAST,22 JAN 1998,USA,8f2,,"New York, NY (USA)",28 JAN 2017,1049
137,4:43.94,Carly HAMILTON,15 FEB 1993,USA,3f1,,"Boston, MA (USA)",04 FEB 2017,1049
138,4:44.01,Therese HAISS,05 SEP 1995,USA,6,,"New York, NY (USA)",04 FEB 2017,1048
139,4:44.02,Sophie CONNOR,21 MAY 1993,GBR,1f1,,"Albuquerque, NM (USA)",11 FEB 2017,1048
140,4:44.38,Elizabeth BIRD,04 OCT 1994,GBR,5f4,,NY (USA),10 FEB 2017,1046
141,4:44.39,Elsa RACASAN,09 JAN 1997,FRA,3,,"Birmingham, AL (USA)",19 FEB 2017,1046
142,4:44.40,Kaitlin HANSS,,USA,6f4,,NY (USA),10 FEB 2017,1046
142,4:44.40,Rolanda BELL,27 OCT 1987,PAN,1,,NY (USA),18 FEB 2017,1046
144,4:44.53,Annika SISSON,,USA,6f1,,"Boston, MA (USA)",27 JAN 2017,1045
145,4:44.59,Justine FEDRONIC,11 MAY 1991,FRA,2,,NY (USA),18 FEB 2017,1044
146,4:44.74,Lianne FARBER,12 JUN 1992,USA,8,,"New York, NY (USA)",20 JAN 2017,1043
146,4:44.74,Carsyn KOCH,05 JAN 1996,USA,1f1,,"Findlay, OH (USA)",17 FEB 2017,1043
