Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,4:13.31,Genzebe DIBABA,08 FEB 1991,ETH,1,,"Globe Arena, Stockholm (SWE)",17 FEB 2016,1273
2,4:24.39,Shannon ROWBURY,19 SEP 1984,USA,1,,"New York, NY (USA)",20 FEB 2016,1189
3,4:24.98,Gudaf TSEGAY,23 JUN 1997,ETH,2,,"Globe Arena, Stockholm (SWE)",17 FEB 2016,1185
4,4:26.01,Shannon ROWBURY,19 SEP 1984,USA,1,,"Winston Salem, NC (USA)",30 JAN 2016,1177
5,4:26.18,Kerri GALLAGHER,31 MAY 1989,USA,2,,"New York, NY (USA)",20 FEB 2016,1176
6,4:26.63,Amanda ECCLESTON,18 JUN 1990,USA,3,,"New York, NY (USA)",20 FEB 2016,1173
7,4:26.88,Amanda ECCLESTON,18 JUN 1990,USA,1f1,,"Boston, MA (USA)",12 FEB 2016,1171
8,4:27.26,Heather KAMPF,19 JAN 1987,USA,4,,"New York, NY (USA)",20 FEB 2016,1168
9,4:27.57,Sheila REID,02 AUG 1989,CAN,1f1,,"Boston, MA (USA)",28 FEB 2016,1166
10,4:27.75,Axumawit EMBAYE,18 OCT 1994,ETH,3,,"Globe Arena, Stockholm (SWE)",17 FEB 2016,1165
11,4:27.88,Kim CONLEY,14 MAR 1986,USA,1,,"New York, NY (USA)",24 JAN 2016,1164
12,4:27.93,Nicole SIFUENTES,30 JUN 1986,CAN,2f1,,"Boston, MA (USA)",12 FEB 2016,1163
13,4:27.99,Morgan UCENY,10 MAR 1985,USA,5,,"New York, NY (USA)",20 FEB 2016,1163
14,4:28.30,Kate GRACE,24 OCT 1988,USA,2,,"New York, NY (USA)",24 JAN 2016,1161
15,4:28.40,Ciara MAGEEAN,12 MAR 1992,IRL,6,,"New York, NY (USA)",20 FEB 2016,1160
16,4:28.47,Stephanie GARCIA,03 MAY 1988,USA,2,,"Winston Salem, NC (USA)",30 JAN 2016,1159
17,4:28.50,Rachel SCHNEIDER,18 JUL 1991,USA,2f1,,"Boston, MA (USA)",28 FEB 2016,1159
18,4:28.84,Katie MACKEY,12 NOV 1987,USA,7,,"New York, NY (USA)",20 FEB 2016,1157
19,4:28.91,Alexa EFRAIMSON,20 FEB 1997,USA,8,,"New York, NY (USA)",20 FEB 2016,1156
20,4:28.97,Stephanie GARCIA,03 MAY 1988,USA,3,,"New York, NY (USA)",24 JAN 2016,1156
21,4:29.07,Gabriela STAFFORD,13 SEP 1995,CAN,1,,"New York, NY (USA)",06 FEB 2016,1155
21,4:29.07,Erin DONOHUE,08 MAY 1983,USA,3f1,,"Boston, MA (USA)",12 FEB 2016,1155
23,4:29.08,Morgan UCENY,10 MAR 1985,USA,3f1,,"Boston, MA (USA)",28 FEB 2016,1155
24,4:29.67,Erin DONOHUE,08 MAY 1983,USA,2,,"New York, NY (USA)",06 FEB 2016,1151
25,4:29.71,Ellinor PURRIER,20 FEB 1995,USA,4f1,,"Boston, MA (USA)",12 FEB 2016,1150
26,4:29.87,Violah CHEPTOO,01 MAR 1989,KEN,3,,"New York, NY (USA)",06 FEB 2016,1149
27,4:30.10,Rababe ARAFI,12 JAN 1991,MAR,4,,"Globe Arena, Stockholm (SWE)",17 FEB 2016,1147
28,4:30.11,Violah CHEPTOO,01 MAR 1989,KEN,4f1,,"Boston, MA (USA)",28 FEB 2016,1147
29,4:30.16,Ashley HIGGINSON,17 MAR 1989,USA,4,,"New York, NY (USA)",06 FEB 2016,1147
30,4:30.42,Sarah LAHTI,18 FEB 1995,SWE,5,,"Globe Arena, Stockholm (SWE)",17 FEB 2016,1145
31,4:30.43,Sofia ENNAOUI,30 AUG 1995,POL,6,,"Globe Arena, Stockholm (SWE)",17 FEB 2016,1145
32,4:30.65,Heather WILSON,13 JUN 1990,USA,5f1,,"Boston, MA (USA)",12 FEB 2016,1143
33,4:30.72,Rachel SCHNEIDER,18 JUL 1991,USA,6f1,,"Boston, MA (USA)",12 FEB 2016,1143
