Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,4:19.30,Ellinor PURRIER ST. PIERRE,20 FEB 1995,USA,1,,"Armory Track&Field Center, New York, NY (USA)",29 JAN 2022,1227
2,4:20.81,Josette NORRIS,15 DEC 1995,USA,2,,"Armory Track&Field Center, New York, NY (USA)",29 JAN 2022,1216
3,4:21.72,Gudaf TSEGAY,23 JUN 1997,ETH,1,,"Arena Stade Couvert, Liévin (FRA)",17 FEB 2022,1209
4,4:22.59,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,3,,"Armory Track&Field Center, New York, NY (USA)",29 JAN 2022,1203
5,4:24.06,Jessica HULL,22 OCT 1996,AUS,4,,"Armory Track&Field Center, New York, NY (USA)",29 JAN 2022,1192
6,4:24.19,Shannon OSIKA,15 JUN 1993,USA,5,,"Armory Track&Field Center, New York, NY (USA)",29 JAN 2022,1191
7,4:24.42,Lucia STAFFORD,17 AUG 1998,CAN,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2022,1189
8,4:25.30,Axumawit EMBAYE,18 OCT 1994,ETH,2,,"Arena Stade Couvert, Liévin (FRA)",17 FEB 2022,1183
9,4:25.45,Sage HURTA,23 JUN 1998,USA,6,,"Armory Track&Field Center, New York, NY (USA)",29 JAN 2022,1182
10,4:27.09,Alma Delia CORTES,26 DEC 1997,MEX,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2022,1169
11,4:27.19,Hirut MESHESHA,20 JAN 2001,ETH,3,,"Arena Stade Couvert, Liévin (FRA)",17 FEB 2022,1169
12,4:27.22,Netsanet DESTA,26 OCT 2000,ETH,4,,"Arena Stade Couvert, Liévin (FRA)",17 FEB 2022,1169
13,4:28.05,Heather MACLEAN,31 AUG 1995,USA,7,,"Armory Track&Field Center, New York, NY (USA)",29 JAN 2022,1162
14,4:28.10,Julie-Anne STAEHLI,21 DEC 1993,CAN,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2022,1162
15,4:28.54,Esther GUERRERO,07 FEB 1990,ESP,5,,"Arena Stade Couvert, Liévin (FRA)",17 FEB 2022,1159
16,4:28.73,Edinah JEBITOK,10 NOV 2001,KEN,6,,"Arena Stade Couvert, Liévin (FRA)",17 FEB 2022,1157
17,4:29.64,Michaela MEYER,04 JUL 1998,USA,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2022,1151
17,4:29.64,Sara KUIVISTO,17 AUG 1991,FIN,7,,"Arena Stade Couvert, Liévin (FRA)",17 FEB 2022,1151
19,4:29.78,Alexa EFRAIMSON,20 FEB 1997,USA,1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",28 JAN 2022,1150
20,4:29.81,Hanna HERMANSSON,18 MAY 1989,SWE,5f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2022,1150
21,4:30.11,Winnie NANYONDO,23 AUG 1993,UGA,8,,"Arena Stade Couvert, Liévin (FRA)",17 FEB 2022,1147
22,4:30.27,Ella DONAGHU,13 APR 1998,USA,8,,"Armory Track&Field Center, New York, NY (USA)",29 JAN 2022,1146
23,4:30.65,Wezam TESFAY,03 JAN 2005,ETH,9,,"Arena Stade Couvert, Liévin (FRA)",17 FEB 2022,1143
24,4:30.75,Nikki HILTZ,23 OCT 1994,USA,9,,"Armory Track&Field Center, New York, NY (USA)",29 JAN 2022,1143
25,4:30.94,Emily MACKAY,,USA,6f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2022,1141
26,4:31.34,Lauren BERMAN,08 OCT 1996,USA,7f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2022,1138
27,4:31.35,Julia HEYMACH,20 NOV 1998,USA,8f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2022,1138
28,4:31.99,Berenice CLEYET-MERLE,24 OCT 1994,FRA,9f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2022,1134
29,4:32.21,Alma Delia CORTES,26 DEC 1997,MEX,1,,"Armory Track&Field Center, New York, NY (USA)",05 FEB 2022,1132
30,4:32.36,Karisa NELSON,12 JUN 1996,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 FEB 2022,1131
31,4:32.39,Eusila CHEPKIRUI,,KEN,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 FEB 2022,1131
32,4:32.55,Emily MACKAY,,USA,1f1,,"Multisport Indoor Facility, State College, PA (USA)",22 JAN 2022,1130
33,4:32.63,Danae RIVERS,03 FEB 1998,USA,1,,"Norton Sports Center, Louisville, KY (USA)",12 FEB 2022,1129
34,4:32.65,Annie RODENFELS,24 JUL 1996,USA,10f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2022,1129
35,4:32.82,Yolanda NGARAMBE,14 SEP 1991,SWE,2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",28 JAN 2022,1128
36,4:32.88,Aurore FLEURY,04 DEC 1993,FRA,10,,"Arena Stade Couvert, Liévin (FRA)",17 FEB 2022,1127
37,4:32.92,Yolanda NGARAMBE,14 SEP 1991,SWE,2,,"Armory Track&Field Center, New York, NY (USA)",05 FEB 2022,1127
38,4:33.00,Molly SUGHROUE,02 SEP 1995,USA,3,,"Armory Track&Field Center, New York, NY (USA)",05 FEB 2022,1126
39,4:33.13,Sintayehu VISSA,29 JUL 1996,ITA,1h1,,"CrossPlex Athletic Facility, Birmingham, AL (USA)",11 MAR 2022,1126
40,4:33.20,Katie CAMARENA,,USA,2h1,,"CrossPlex Athletic Facility, Birmingham, AL (USA)",11 MAR 2022,1125
41,4:33.23,Cory Ann MCGEE,29 MAY 1992,USA,10,,"Armory Track&Field Center, New York, NY (USA)",29 JAN 2022,1125
42,4:33.24,Julia HEYMACH,20 NOV 1998,USA,3h1,,"CrossPlex Athletic Facility, Birmingham, AL (USA)",11 MAR 2022,1125
43,4:33.25,Rachel MCARTHUR,04 AUG 1999,USA,4h1,,"CrossPlex Athletic Facility, Birmingham, AL (USA)",11 MAR 2022,1125
