Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,4:16.85,Ellinor PURRIER,20 FEB 1995,USA,1,,"Armory Track&Field Center, New York, NY (USA)",08 FEB 2020,1246
2,4:17.26,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,2,,"Armory Track&Field Center, New York, NY (USA)",08 FEB 2020,1243
3,4:17.88,Jemma REEKIE,06 MAR 1998,GBR,3,,"Armory Track&Field Center, New York, NY (USA)",08 FEB 2020,1238
4,4:19.73,Gabriela DEBUES-STAFFORD,13 SEP 1995,CAN,4,,"Armory Track&Field Center, New York, NY (USA)",08 FEB 2020,1224
5,4:24.45,Nikki HILTZ,23 OCT 1994,USA,5,,"Armory Track&Field Center, New York, NY (USA)",08 FEB 2020,1189
6,4:25.98,Heather MACLEAN,31 AUG 1995,USA,6,,"Armory Track&Field Center, New York, NY (USA)",08 FEB 2020,1178
7,4:27.88,Danielle JONES,21 AUG 1996,USA,7,,"Armory Track&Field Center, New York, NY (USA)",08 FEB 2020,1164
8,4:28.79,Shannon OSIKA,15 JUN 1993,USA,8,,"Armory Track&Field Center, New York, NY (USA)",08 FEB 2020,1157
9,4:29.39,Nikki HILTZ,23 OCT 1994,USA,1,,"Armory Track&Field Center, New York, NY (USA)",25 JAN 2020,1153
10,4:29.76,Whittni ORTON,22 OCT 1997,USA,2,,"Armory Track&Field Center, New York, NY (USA)",25 JAN 2020,1150
11,4:31.34,Yolanda NGARAMBE,14 SEP 1991,SWE,9,,"Armory Track&Field Center, New York, NY (USA)",08 FEB 2020,1138
12,4:31.42,Lucia STAFFORD,17 AUG 1998,CAN,3,,"Armory Track&Field Center, New York, NY (USA)",25 JAN 2020,1138
13,4:31.89,Laura GALVÁN,05 OCT 1991,MEX,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",24 JAN 2020,1134
14,4:32.36,Julie-Anne STAEHLI,21 DEC 1993,CAN,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",14 FEB 2020,1131
15,4:32.61,Rebecca MEHRA,25 OCT 1994,USA,10,,"Armory Track&Field Center, New York, NY (USA)",08 FEB 2020,1129
16,4:32.95,Danae RIVERS,03 FEB 1998,USA,11,,"Armory Track&Field Center, New York, NY (USA)",08 FEB 2020,1127
17,4:33.36,Sarah MACPHERSON,08 MAY 1991,CAN,4,,"Armory Track&Field Center, New York, NY (USA)",25 JAN 2020,1124
18,4:33.38,Jenna WESTAWAY,19 JUN 1994,CAN,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",14 FEB 2020,1124
19,4:33.55,Mariah KELLY,19 AUG 1991,CAN,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",14 FEB 2020,1122
20,4:33.59,Jessica HARRIS,14 MAR 1996,USA,1,,"JDL Fast Track, Winston Salem, NC (USA)",08 FEB 2020,1122
21,4:33.71,Ella DONAGHU,13 APR 1998,USA,1,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",01 FEB 2020,1121
22,4:33.80,Julie-Anne STAEHLI,21 DEC 1993,CAN,1f1,,"Michigan University U-M Indoor Track, Ann Arbor, MI (USA)",01 FEB 2020,1121
23,4:33.97,Leah O'CONNOR,30 AUG 1992,USA,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",14 FEB 2020,1119
24,4:34.02,Alexandra LUCKI,30 JUL 1996,CAN,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",24 JAN 2020,1119
