Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,4:22.66,Shannon ROWBURY,19 SEP 1984,USA,1,,"Winston Salem, NC (USA)",31 JAN 2015,1202
1,4:22.66,Shannon ROWBURY,19 SEP 1984,USA,1,,"Winston Salem, NC (USA)",31 JAN 2015,1202
3,4:23.50,Axumawit EMBAYE,18 OCT 1994,ETH,1,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1196
4,4:24.12,Shannon ROWBURY,19 SEP 1984,USA,2,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1191
5,4:24.32,Shannon ROWBURY,19 SEP 1984,USA,1,,"New York, NY (USA)",14 FEB 2015,1190
6,4:26.84,Gudaf TSEGAY,23 JUN 1997,ETH,3,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1171
7,4:27.18,Leah O'CONNOR,30 AUG 1992,USA,1,,"Fayetteville, AR (USA)",14 MAR 2015,1169
8,4:27.49,Treniere MOSER,27 OCT 1981,USA,2,,"New York, NY (USA)",14 FEB 2015,1167
9,4:28.02,Stephanie CHARNIGO,25 JUL 1988,USA,3,,"New York, NY (USA)",14 FEB 2015,1163
10,4:28.27,Jordan HASAY,21 SEP 1991,USA,4,,"New York, NY (USA)",14 FEB 2015,1161
11,4:28.71,Shelby HOULIHAN,08 FEB 1993,USA,2,,"Fayetteville, AR (USA)",14 MAR 2015,1158
12,4:29.18,Treniere MOSER,27 OCT 1981,USA,4,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1154
13,4:29.39,Morgan UCENY,10 MAR 1985,USA,5,,"New York, NY (USA)",14 FEB 2015,1153
14,4:29.67,Colleen QUIGLEY,20 NOV 1992,USA,1f1,,"Boston, MA (USA)",13 FEB 2015,1151
15,4:30.07,Heather KAMPF,19 JAN 1987,USA,6,,"New York, NY (USA)",14 FEB 2015,1148
16,4:30.62,Rachel SCHNEIDER,18 JUL 1991,USA,2f1,,"Boston, MA (USA)",13 FEB 2015,1144
17,4:30.77,Shelby HOULIHAN,08 FEB 1993,USA,7,,"New York, NY (USA)",14 FEB 2015,1143
18,4:30.90,Morgan UCENY,10 MAR 1985,USA,2,,"Winston Salem, NC (USA)",31 JAN 2015,1142
18,4:30.90,Morgan UCENY,10 MAR 1985,USA,2,,"Winston Salem, NC (USA)",31 JAN 2015,1142
20,4:31.24,Heather KAMPF,19 JAN 1987,USA,3,,"Winston Salem, NC (USA)",31 JAN 2015,1139
20,4:31.24,Heather KAMPF,19 JAN 1987,USA,3,,"Winston Salem, NC (USA)",31 JAN 2015,1139
20,4:31.24,Colleen QUIGLEY,20 NOV 1992,USA,3,,"Fayetteville, AR (USA)",14 MAR 2015,1139
23,4:31.31,Mary CAIN,03 MAY 1996,USA,8,,"New York, NY (USA)",14 FEB 2015,1139
