Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,4:16.16,Gudaf TSEGAY,23 JUN 1997,ETH,1,,"Arena, Toruń (POL)",08 FEB 2023,1251
2,4:20.15,Laura MUIR,09 MAY 1993,GBR,1,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1221
3,4:20.88,Josette ANDREWS,15 DEC 1995,USA,2,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1216
4,4:21.19,Katie SNOWDEN,09 MAR 1994,GBR,3,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1213
5,4:22.72,Lucia STAFFORD,17 AUG 1998,CAN,4,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1202
6,4:23.42,Heather MACLEAN,31 AUG 1995,USA,1,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1197
7,4:23.52,Lucia STAFFORD,17 AUG 1998,CAN,2,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1196
8,4:23.55,Alicia MONSON,13 MAY 1998,USA,1,,"Armory Track&Field Center, New York, NY (USA)",28 JAN 2023,1196
9,4:23.94,Helen SCHLACHTENHAUFEN,14 MAR 1995,USA,5,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1193
10,4:23.97,Whittni MORGAN,22 OCT 1997,USA,2,,"Armory Track&Field Center, New York, NY (USA)",28 JAN 2023,1193
11,4:24.26,Katelyn TUOHY,18 MAR 2002,USA,3,,"Armory Track&Field Center, New York, NY (USA)",28 JAN 2023,1190
12,4:24.54,Sintayehu VISSA,29 JUL 1996,ITA,6,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1188
13,4:24.68,Nikki HILTZ,23 OCT 1994,USA,7,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1187
14,4:24.92,Esther GUERRERO,07 FEB 1990,ESP,3,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1185
15,4:26.04,Sage HURTA-KLECKER,23 JUN 1998,USA,8,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1177
16,4:26.09,Emily MACKAY,,USA,4,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1177
17,4:26.75,Danielle JONES,21 AUG 1996,USA,5,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1172
18,4:28.49,Jemma REEKIE,06 MAR 1998,GBR,6,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1159
19,4:28.71,Sintayehu VISSA,29 JUL 1996,ITA,4,,"Armory Track&Field Center, New York, NY (USA)",28 JAN 2023,1158
20,4:28.84,Emma COBURN,19 OCT 1990,USA,7,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1157
21,4:28.91,Jemma REEKIE,06 MAR 1998,GBR,9,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1156
22,4:28.94,Nozomi TANAKA,04 SEP 1999,JPN,8,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1156
23,4:29.06,Weronika LIZAKOWSKA,02 NOV 1998,POL,2,,"Arena, Toruń (POL)",08 FEB 2023,1155
24,4:29.12,Abby NICHOLS,,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",04 FEB 2023,1155
25,4:29.23,Olga VOVK,13 FEB 1993,RUS,1,,"IFKiS OGPU Arena, Orenburg (RUS)",18 FEB 2023,1154
26,4:29.50,Helen SCHLACHTENHAUFEN,14 MAR 1995,USA,9,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1152
27,4:29.67,Kristlin GEAR,20 JUL 1999,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",28 JAN 2023,1151
28,4:30.17,Adelle TRACEY,27 MAY 1993,JAM,3,,"Arena, Toruń (POL)",08 FEB 2023,1147
28,4:30.17,Cameron ORMOND,25 JUN 2001,CAN,1f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1147
30,4:30.19,Maia RAMSDEN,23 MAR 2002,NZL,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",04 FEB 2023,1147
31,4:30.46,Regan YEE,04 JUL 1995,CAN,1,,"Iowa-Recreation Building, Iowa City, IA (USA)",21 JAN 2023,1145
32,4:30.71,Svetlana APLACHKINA,28 NOV 1992,RUS,2,,"IFKiS OGPU Arena, Orenburg (RUS)",18 FEB 2023,1143
33,4:30.89,Molly SUGHROUE,02 SEP 1995,USA,2,,"Iowa-Recreation Building, Iowa City, IA (USA)",21 JAN 2023,1142
34,4:31.21,Erin TESCHUK,25 OCT 1994,CAN,5,,"Armory Track&Field Center, New York, NY (USA)",28 JAN 2023,1139
35,4:31.33,Taryn RAWLINGS,17 APR 1996,USA,10,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1139
36,4:31.40,Allison CASH,01 NOV 1994,USA,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",04 FEB 2023,1138
37,4:31.41,Lindsey BUTLER,28 AUG 2000,USA,2f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1138
38,4:31.48,Aisha PRAUGHT-LEER,14 DEC 1989,JAM,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",04 FEB 2023,1137
39,4:31.51,Alexandra CARLSON,,USA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",28 JAN 2023,1137
40,4:31.54,Susan Lokayo EJORE,09 NOV 1995,KEN,6,,"Armory Track&Field Center, New York, NY (USA)",28 JAN 2023,1137
41,4:31.57,Ceili MCCABE,17 SEP 2001,CAN,7,,"Armory Track&Field Center, New York, NY (USA)",28 JAN 2023,1137
42,4:31.80,Susan Lokayo EJORE,09 NOV 1995,KEN,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1135
43,4:31.85,Marissa DAMINK,24 OCT 1995,NED,4,,"Arena, Toruń (POL)",08 FEB 2023,1135
44,4:31.88,Lauren GREGORY,25 JUL 1999,USA,1f5,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",28 JAN 2023,1135
45,4:31.96,Lauren GREGORY,25 JUL 1999,USA,1,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",25 FEB 2023,1134
46,4:32.03,Klaudia KAZIMIERSKA,03 SEP 2001,POL,1f3,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",17 FEB 2023,1133
47,4:32.05,Vera HOFFMANN,02 NOV 1996,LUX,11,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1133
48,4:32.14,Şilan AYYILDIZ,10 OCT 1999,TUR,2,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",25 FEB 2023,1133
49,4:32.23,Aleksandra PŁOCIŃSKA,05 OCT 1999,POL,5,,"Arena, Toruń (POL)",08 FEB 2023,1132
50,4:32.30,Kristiina MÄKI,22 SEP 1991,CZE,6,,"Arena, Toruń (POL)",08 FEB 2023,1132
51,4:32.38,Inessa GUSAROVA,29 OCT 1995,RUS,3,,"IFKiS OGPU Arena, Orenburg (RUS)",18 FEB 2023,1131
52,4:32.56,Amaris TYYNISMAA,21 MAR 2001,USA,3f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1130
53,4:32.69,Isabella THORNTON-BOTT,14 MAR 1998,AUS,2f3,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",17 FEB 2023,1129
54,4:32.74,Şilan AYYILDIZ,10 OCT 1999,TUR,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1128
55,4:32.84,Gabija GALVYDYTĖ,17 JAN 2000,LTU,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1128
55,4:32.84,Flomena ASEKOL,,KEN,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1128
57,4:32.95,Kaylee MITCHELL,,USA,1f4,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",28 JAN 2023,1127
58,4:33.14,Riley CHAMBERLAIN,,USA,2f4,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",28 JAN 2023,1125
59,4:33.15,Isabella THORNTON-BOTT,14 MAR 1998,AUS,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1125
60,4:33.42,Courtney WAYMENT,04 AUG 1998,USA,8,,"Armory Track&Field Center, New York, NY (USA)",28 JAN 2023,1123
61,4:33.46,Anna GIBSON,,USA,5f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",04 FEB 2023,1123
62,4:33.67,Klaudia KAZIMIERSKA,03 SEP 2001,POL,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1122
63,4:33.72,Eliza MEGGER,29 AUG 1999,POL,7,,"Arena, Toruń (POL)",08 FEB 2023,1121
64,4:33.79,Taylor ROHATINKSY,,USA,4f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1121
65,4:33.82,Margot APPLETON,30 SEP 2002,USA,5f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1121
66,4:33.89,Juliette WHITTAKER,01 DEC 2003,USA,2f5,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",28 JAN 2023,1120
67,4:33.93,Lauren BERMAN,08 OCT 1996,USA,9,,"Armory Track&Field Center, New York, NY (USA)",28 JAN 2023,1120
67,4:33.93,Allie WILSON,31 MAR 1996,USA,12,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1120
