Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:30.70,Caster SEMENYA,07 JAN 1991,RSA,1,,"Olympiastadion, Berlin (GER)",02 SEP 2018,1228
2,2:31.01,Caster SEMENYA,07 JAN 1991,RSA,1,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,1223
3,2:33.92,Laura MUIR,09 MAY 1993,GBR,1,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1184
4,2:34.48,Rénelle LAMOTE,26 DEC 1993,FRA,2,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1176
5,2:34.59,Adelle TRACEY,27 MAY 1993,GBR,3,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1175
6,2:34.88,Halimah NAKAAYI,16 OCT 1994,UGA,2,,"Olympiastadion, Berlin (GER)",02 SEP 2018,1171
7,2:35.30,Nelly JEPKOSGEI,14 JUL 1991,BRN,3,,"Olympiastadion, Berlin (GER)",02 SEP 2018,1165
8,2:35.43,Caster SEMENYA,07 JAN 1991,RSA,1,,Pretoria (RSA),08 MAR 2018,1164
9,2:35.54,Katie SNOWDEN,09 MAR 1994,GBR,4,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1162
10,2:35.85,Ce'Aira BROWN,04 NOV 1993,USA,2,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,1158
11,2:36.13,Kaela EDWARDS,08 DEC 1993,USA,3,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,1154
11,2:36.13,Winnie NANYONDO,23 AUG 1993,UGA,4,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,1154
13,2:36.53,Colleen QUIGLEY,20 NOV 1992,USA,5,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1149
14,2:36.79,Jemma REEKIE,06 MAR 1998,GBR,6,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1146
15,2:37.25,Jemma REEKIE,06 MAR 1998,GBR,4,,"Olympiastadion, Berlin (GER)",02 SEP 2018,1139
16,2:37.41,Nelly JEPKOSGEI,14 JUL 1991,BRN,5,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,1137
17,2:37.46,Olha LYAKHOVA,18 MAR 1992,UKR,5,,"Olympiastadion, Berlin (GER)",02 SEP 2018,1137
18,2:37.49,Sanne VERSTEGEN-WOLTERS,10 NOV 1985,NED,6,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,1136
19,2:37.55,Halimah NAKAAYI,16 OCT 1994,UGA,2,,Pretoria (RSA),08 MAR 2018,1136
20,2:37.56,Laura WEIGHTMAN,01 JUL 1991,GBR,6,,"Olympiastadion, Berlin (GER)",02 SEP 2018,1135
21,2:37.80,Brittany MCGOWAN,24 APR 1991,AUS,7,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1132
22,2:37.82,Winny CHEBET,20 DEC 1990,KEN,7,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,1132
23,2:37.85,Esther GUERRERO,07 FEB 1990,ESP,8,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,1132
24,2:37.98,Winnie NANYONDO,23 AUG 1993,UGA,3,,Pretoria (RSA),08 MAR 2018,1130
25,2:38.20,Simona VRZALOVÁ,07 APR 1988,CZE,8,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1127
