Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:40.29,Katharina TROST,28 JUN 1995,GER,1f1,,Pliezhausen (GER),12 MAY 2019,1100
2,2:40.35,Esther GUERRERO,07 FEB 1990,ESP,1,,Elvissa (ESP),18 MAY 2019,1099
3,2:40.88,Anna SHCHAGINA,07 DEC 1991,RUS,1,,Dolgoprudny (RUS),30 JUN 2019,1092
4,2:41.58,Gabriela GAJANOVÁ,12 OCT 1999,SVK,1,,Brno (CZE),28 AUG 2019,1083
5,2:42.29,Diana MEZULIÁNÍKOVÁ,10 APR 1992,CZE,1f1,,Andorf (AUT),03 AUG 2019,1074
6,2:42.60,Jana REINERT,14 MAY 1998,GER,2f1,,Pliezhausen (GER),12 MAY 2019,1070
7,2:42.88,Alisa SIBLANI,28 AUG 1996,RUS,2,,Dolgoprudny (RUS),30 JUN 2019,1066
8,2:43.08,Kayla VAN DER LINDEN,28 MAY 2004,AUS,1,,"WA Sports Centre, Perth (AUS)",09 DEC 2019,1064
9,2:43.17,Aurélie DUBÉ-LAVOIE,06 MAR 1996,CAN,1,,Québec (CAN),12 JUL 2019,1063
10,2:43.25,Claudia HOLLINGSWORTH,12 APR 2005,AUS,2,,"WA Sports Centre, Perth (AUS)",09 DEC 2019,1062
11,2:43.33,Yelena PAUSHKINA,08 NOV 1998,RUS,3,,Dolgoprudny (RUS),30 JUN 2019,1061
12,2:43.54,Britt UMMELS,24 AUG 1993,NED,1f1,,Lisse (NED),18 MAY 2019,1058
13,2:43.97,Vera HOFFMANN,02 NOV 1996,LUX,3f1,,Pliezhausen (GER),12 MAY 2019,1053
14,2:45.07,Kristiina MÄKI,22 SEP 1991,CZE,4f1,,Pliezhausen (GER),12 MAY 2019,1039
15,2:45.45,Lotte KRAUSE,29 NOV 1992,NED,2f1,,Lisse (NED),18 MAY 2019,1034
16,2:45.65,Jetske VAN KAMPEN,28 DEC 1998,NED,3f1,,Lisse (NED),18 MAY 2019,1031
17,2:45.88,Lucía RODRÍGUEZ,26 JUL 1998,ESP,2,,Elvissa (ESP),18 MAY 2019,1028
18,2:46.10,Natalia ROMERO,17 NOV 1988,ESP,3,,Elvissa (ESP),18 MAY 2019,1026
19,2:46.4h,Kelly NEVOLIHHIN,15 NOV 1992,EST,1,,Tallinn (EST),05 JUN 2019,1022
20,2:46.59,Beata TOPKA,20 JAN 1999,POL,1f1,,Chojnice (POL),17 AUG 2019,1020
21,2:46.85,Valentina ROSAMILIA,27 JAN 2003,SUI,1,,Baden (SUI),18 SEP 2019,1016
22,2:47.68,Carina SCHREMPF,16 OCT 1994,AUT,2f1,,Andorf (AUT),03 AUG 2019,1006
23,2:47.88,Martina TOZZI,01 FEB 1999,ITA,1f1,,Ostia (ITA),25 APR 2019,1004
24,2:48.05,Annemarie SLANGEWAL,12 SEP 1998,NED,4f1,,Lisse (NED),18 MAY 2019,1001
25,2:48.17,Selamawit TEFERI,24 MAR 1994,ISR,1,,Tel Aviv (ISR),02 FEB 2019,1000
26,2:48.30,Yekaterina SLOBODKINA,02 FEB 1993,RUS,4,,Dolgoprudny (RUS),30 JUN 2019,998
27,2:48.42,Britt ROOS,01 JUL 2003,NED,5f1,,Lisse (NED),18 MAY 2019,997
28,2:48.55,Katia DELARCHE,15 NOV 1993,FRA,1,,Monaco (MON),12 JUL 2019,995
