Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:35.43,Nelly JEPKOSGEI,14 JUL 1991,KEN,1,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1164
2,2:35.73,Winny CHEBET,20 DEC 1990,KEN,2,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1160
3,2:36.41,Yekaterina KUPINA,02 FEB 1986,RUS,1,,"Stadion Orzeł, Warszawa (POL)",25 AUG 2013,1151
4,2:36.45,Yekaterina KUPINA,02 FEB 1986,RUS,3,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1150
5,2:37.30,Winny CHEBET,20 DEC 1990,KEN,2,,"Stadion Orzeł, Warszawa (POL)",25 AUG 2013,1139
6,2:37.61,Morgan UCENY,10 MAR 1985,USA,4,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1135
7,2:38.26,Joanna JÓŹWIK,30 JAN 1991,POL,1,,Stalowa Wola (POL),06 SEP 2013,1126
8,2:38.49,Laura WEIGHTMAN,01 JUL 1991,GBR,5,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1123
9,2:38.68,Kate VAN BUSKIRK,09 JUN 1987,CAN,6,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1121
10,2:38.71,Danuta URBANIK,24 DEC 1989,POL,7,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1120
11,2:38.76,Rose-Anne GALLIGAN,09 DEC 1987,IRL,8,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1120
12,2:38.80,Angelika CICHOCKA,15 MAR 1988,POL,3,,"Stadion Orzeł, Warszawa (POL)",25 AUG 2013,1119
13,2:38.83,Katarzyna BRONIATOWSKA,22 FEB 1990,POL,9,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1119
14,2:39.00,Anna ROSTKOWSKA,26 JUL 1980,POL,4,,"Stadion Orzeł, Warszawa (POL)",25 AUG 2013,1117
15,2:39.02,Katarzyna BRONIATOWSKA,22 FEB 1990,POL,5,,"Stadion Orzeł, Warszawa (POL)",25 AUG 2013,1116
16,2:39.80,Renata PLIŚ,05 FEB 1985,POL,6,,"Stadion Orzeł, Warszawa (POL)",25 AUG 2013,1106
17,2:39.86,Malika AKKAOUI,25 DEC 1987,MAR,1,,Linz (AUT),26 AUG 2013,1105
18,2:40.02,Danuta URBANIK,24 DEC 1989,POL,7,,"Stadion Orzeł, Warszawa (POL)",25 AUG 2013,1103
19,2:40.15,Anna ROSTKOWSKA,26 JUL 1980,POL,1,,Białystok (POL),15 SEP 2013,1102
20,2:40.81,Maureen KOSTER,03 JUL 1992,NED,1f2,,Lisse (NED),11 MAY 2013,1093
21,2:41.30,Yvonne HAK,30 JUN 1986,NED,10,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1087
22,2:41.4h,Svetlana BELOVA,24 MAY 1985,RUS,1,,Bishkek (KGZ),20 APR 2013,1085
23,2:41.43,Sifan HASSAN,01 JAN 1993,ETH,2f2,,Lisse (NED),11 MAY 2013,1085
24,2:41.49,Morgan UCENY,10 MAR 1985,USA,2,,Linz (AUT),26 AUG 2013,1084
25,2:42.07,Angelika CICHOCKA,15 MAR 1988,POL,1f1,,Chojnice (POL),04 AUG 2013,1077
26,2:42.30,Charlene THOMAS,06 MAY 1982,GBR,3,,Linz (AUT),26 AUG 2013,1074
27,2:42.44,Kate VAN BUSKIRK,09 JUN 1987,CAN,4,,Linz (AUT),26 AUG 2013,1072
28,2:42.50,Diana SUJEW,02 NOV 1990,GER,5,,Linz (AUT),26 AUG 2013,1071
29,2:42.58,Violah CHEPTOO,01 MAR 1989,KEN,6,,Linz (AUT),26 AUG 2013,1070
30,2:42.69,Mapaseka MAKHANYA,09 APR 1985,RSA,1,,Potchefstroom (RSA),23 FEB 2013,1069
31,2:42.75,Elina SUJEW,02 NOV 1990,GER,7,,Linz (AUT),26 AUG 2013,1068
32,2:42.99,Karine BELLEAU-BÉLIVEAU,29 DEC 1983,CAN,8,,Linz (AUT),26 AUG 2013,1065
33,2:43.09,Diane CUMMINS,19 JAN 1974,CAN,9,,Linz (AUT),26 AUG 2013,1064
34,2:43.18,Phoebe WRIGHT,30 AUG 1988,USA,8,,"Stadion Orzeł, Warszawa (POL)",25 AUG 2013,1063
35,2:43.39,Lisa KURMANN,17 MAY 1989,SUI,1f1,,Langenthal (SUI),09 MAY 2013,1060
36,2:43.51,Janet ACHOLA,26 JUN 1988,UGA,11,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1058
37,2:43.77,Liina TSERNOV,28 DEC 1987,EST,1,,Viljandi (EST),02 JUL 2013,1055
38,2:43.80,Aline KREBS,05 SEP 1988,GER,1f1,,Saarbrücken (GER),18 JUL 2013,1055
39,2:44.05,Ajee WILSON,08 MAY 1994,USA,12,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1052
40,2:44.14,Agnieszka SOWIŃSKA-LESZCZYNSKA,25 OCT 1987,POL,9,,"Stadion Orzeł, Warszawa (POL)",25 AUG 2013,1050
41,2:44.58,Karolina GIZA,04 APR 1989,POL,1,,Kraków (POL),12 JUL 2013,1045
42,2:44.69,Yvonne HAK,30 JUN 1986,NED,3f2,,Lisse (NED),11 MAY 2013,1043
43,2:45.19,Maria SŁAWIK,09 APR 1989,POL,2,,Kraków (POL),12 JUL 2013,1037
44,2:45.23,Sanne VERSTEGEN-WOLTERS,10 NOV 1985,NED,4f2,,Lisse (NED),11 MAY 2013,1037
45,2:45.37,Kamilla HAYDER,15 NOV 1988,POL,3,,Kraków (POL),12 JUL 2013,1035
46,2:46.70,Anuscha NICE,26 AUG 1991,RSA,2,,Potchefstroom (RSA),23 FEB 2013,1018
47,2:46.75,Matylda KOWAL,11 JAN 1989,POL,4,,Kraków (POL),12 JUL 2013,1018
48,2:47.04,Monika HALASA,05 APR 1992,POL,1,,Sosnowiec (POL),27 APR 2013,1014
49,2:47.20,Caterina GRANZ,14 MAR 1994,GER,1,,Berlin (GER),12 MAY 2013,1012
50,2:47.79,Renée EYKENS,08 JUN 1996,BEL,1,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1005
51,2:47.92,Alice ROCQUAIN,02 SEP 1987,FRA,1,,St-Maur (FRA),15 MAY 2013,1003
52,2:48.08,Elisabeth NIEDEREDER,03 OCT 1985,AUT,1f3,,Andorf (AUT),17 AUG 2013,1001
53,2:48.13,Sofie VAN ACCOM,07 JUN 1989,BEL,1,,Dilbeek (BEL),24 JUL 2013,1000
54,2:48.46,Malika ABAKIL,18 JUL 1984,MAR,1,,Caluire (FRA),19 APR 2013,996
55,2:48.52,Lena KLAASSEN,22 NOV 1991,GER,1,,Leverkusen (GER),15 AUG 2013,996
56,2:48.60,Noélie YARIGO,26 DEC 1985,BEN,1,,Poitiers (FRA),21 SEP 2013,995
57,2:48.67,Karolina GIZA,04 APR 1989,POL,10,,"Stadion Orzeł, Warszawa (POL)",25 AUG 2013,994
58,2:48.74,Justyna KORYTKOWSKA,12 MAR 1986,POL,1,,Łódź (POL),14 SEP 2013,993
59,2:48.88,Helen HOFSTEDE,31 DEC 1980,NED,5f2,,Lisse (NED),11 MAY 2013,991
60,2:49.2h,Yevdokiya BUKINA,10 FEB 1993,RUS,2,,Bishkek (KGZ),20 APR 2013,987
61,2:49.26,Eliane SAHOLINIRINA,20 MAR 1982,MAD,2,,Poitiers (FRA),21 SEP 2013,986
62,2:49.61,Maruša MIŠMAŠ,24 OCT 1994,SLO,1,,Ljubljana (SLO),22 MAY 2013,982
63,2:49.66,Marlies MANDERS,18 SEP 1991,NED,6f2,,Lisse (NED),11 MAY 2013,982
64,2:49.86,Diana MEZULIÁNÍKOVÁ,10 APR 1992,CZE,1,,Zlín (CZE),17 AUG 2013,979
65,2:50.15,Elisabeth NIEDEREDER,03 OCT 1985,AUT,10,,Linz (AUT),26 AUG 2013,976
66,2:50.32,Marijke DE VISSER,15 JAN 1993,NED,1,,Utrecht (NED),05 JUL 2013,974
67,2:50.40,Emeline BAUWE,01 JUL 1995,FRA,3,,Poitiers (FRA),21 SEP 2013,973
68,2:50.50,Marlies SCHILS,1990,BEL,2,,Dilbeek (BEL),24 JUL 2013,971
69,2:50.76,Martyna PUSCHHAUS,12 AUG 1993,POL,2,,Sosnowiec (POL),27 APR 2013,968
70,2:50.97,Andrina SCHLÄPFER,05 MAY 1993,SUI,2f1,,Langenthal (SUI),09 MAY 2013,966
71,2:51.08,Kateřina HÁLOVÁ,25 JUN 1981,CZE,2,,Zlín (CZE),17 AUG 2013,964
72,2:51.27,Florence PEGUIRON,16 JUL 1989,SUI,3f1,,Langenthal (SUI),09 MAY 2013,962
73,2:51.34,Durka FREY,1985,SUD,1,,Olten (SUI),11 MAY 2013,961
74,2:51.37,Vera COUTELLIER,11 SEP 1995,GER,1,,Leverkusen (GER),15 AUG 2013,961
75,2:51.47,Tiffany LANGEL,09 JUL 1991,SUI,4f1,,Langenthal (SUI),09 MAY 2013,960
