Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:33.53,,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,,Stockholm (SWE),17 JUL 2001,1189
2,2:34.08,,Svetlana CHERKASOVA,20 MAY 1978,RUS,2,,Stockholm (SWE),17 JUL 2001,1182
3,2:34.25,,Natalya GORELOVA,18 APR 1973,RUS,3,,Stockholm (SWE),17 JUL 2001,1179
4,2:34.77,,Olga RASPOPOVA,27 DEC 1978,RUS,1,,Nice (FRA),09 JUL 2001,1172
5,2:34.82,,Irina MISTYUKEVICH,17 JUN 1977,RUS,2,,Nice (FRA),09 JUL 2001,1172
6,2:34.90,,Natalya TSYGANOVA,07 FEB 1971,RUS,3,,Nice (FRA),09 JUL 2001,1171
7,2:35.39,,Faith MACHARIA,09 FEB 1976,KEN,4,,Nice (FRA),09 JUL 2001,1164
8,2:35.74,,Tina PAULINO,07 JUL 1973,MOZ,5,,Nice (FRA),09 JUL 2001,1160
9,2:35.89,,Letitia VRIESDE,05 OCT 1964,SUR,6,,Nice (FRA),09 JUL 2001,1158
10,2:36.47,,Hazel CLARK,03 OCT 1977,USA,7,,Nice (FRA),09 JUL 2001,1150
11,2:38.07,,Natalya DUKHNOVA,16 JUL 1966,BLR,8,,Nice (FRA),09 JUL 2001,1129
12,2:38.21,,Jolanda ČEPLAK,12 SEP 1976,SLO,9,,Nice (FRA),09 JUL 2001,1127
13,2:38.96,,Luciana de Paula MENDES,26 JUL 1971,BRA,10,,Nice (FRA),09 JUL 2001,1117
14,2:39.08,,Mardrea HYMAN,22 DEC 1972,JAM,11,,Nice (FRA),09 JUL 2001,1115
15,2:39.64,,Yelena AFANASYEVA,01 MAR 1967,RUS,8,,Stockholm (SWE),17 JUL 2001,1108
16,2:41.08,,Miesha MARZELL-ARNOLD,12 APR 1975,USA,1,,"Pocatello, ID (USA) (i)",17 FEB 2001,1116
17,2:42.25,,Yekaterina PUZANOVA,01 JAN 1979,RUS,1,,Moskva (RUS) (i),06 JAN 2001,1102
18,2:42.31,,Nuria FERNÁNDEZ,16 AUG 1976,ESP,1,,Madrid (ESP) (i),14 MAR 2001,1101
19,2:43.03,,Lenka ŠVANHALOVÁ-FORMANOVÁ,11 JUN 1976,CZE,1,,Pliezhausen (GER),13 MAY 2001,1064
20,2:43.63,,Petra SEDLÁKOVÁ,05 OCT 1977,CZE,2,,Pliezhausen (GER),13 MAY 2001,1057
21,2:43.69,,Kelly HOLMES,19 APR 1970,GBR,1,,Rustenburg (RSA),22 JAN 2001,1056
22,2:44.78,,Agnes SAMARIA,11 AUG 1972,NAM,2,,Rustenburg (RSA),22 JAN 2001,1042
23,2:44.82,,Adoración GARCÍA,19 JUL 1976,ESP,2,,Madrid (ESP) (i),14 MAR 2001,1070
24,2:44.85,,Anette WÖLPERT,21 MAR 1975,GER,3,,Pliezhausen (GER),13 MAY 2001,1041
25,2:44.9h,,Larisa MIKHAYLOVA,03 JAN 1969,RUS,1,,Yekaterinburg (RUS) (i),07 JAN 2001,1069
26,2:45.15,,Doritha HARMSE,28 SEP 1973,RSA,3,,Rustenburg (RSA),22 JAN 2001,1038
27,2:45.44,,Monika KINNUNEN,18 JAN 1970,FIN,1,,Mustasaari (FIN) (i),07 FEB 2001,0
28,2:45.63,,Charmaine HOWELL,13 MAR 1975,JAM,12,,Nice (FRA),09 JUL 2001,1032
29,2:45.69,,Romina RASTELLI,1979,ITA,1,,Ancona (ITA) (i),03 FEB 2001,1060
30,2:46.78,,René KALMER,03 NOV 1980,RSA,4,,Rustenburg (RSA),22 JAN 2001,1017
31,2:46.8h,,Margarita PLAKSINA,01 OCT 1977,RUS,1,,St. Petersburg (RUS) (i),23 DEC 2001,1046
32,2:46.82,,Anna THOMPSON,11 DEC 1976,AUS,1,,Hobart (AUS),06 FEB 2001,1017
32,2:46.82,,Maike ROSENAUER,22 JUL 1981,GER,4,,Pliezhausen (GER),13 MAY 2001,1017
34,2:47.11,,Julie HENNER,13 MAY 1970,USA,1,,"University Park, PA (USA) (i)",27 JAN 2001,1042
35,2:47.20,,Mayte MARTÍNEZ,17 MAY 1976,ESP,3,,Madrid (ESP) (i),14 MAR 2001,1041
35,2:47.20,,Miriam BRAVO,29 SEP 1974,ESP,1,,Alfas del Pi (ESP),21 APR 2001,1012
37,2:47.47,,Korene HINDS,18 JAN 1976,JAM,1,,"Lincoln, NE (USA) (i)",24 FEB 2001,1038
38,2:47.6h,,Yuliya CHIZHENKO,30 AUG 1979,RUS,2,,St. Petersburg (RUS) (i),23 DEC 2001,1037
