Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:34.11,Habitam ALEMU,09 JUL 1997,ETH,1f1,,"Schönbuchstadion, Pliezhausen (GER)",08 MAY 2022,1181
2,2:35.52,Diana MEZULIÁNÍKOVÁ,10 APR 1992,CZE,1,,"Atletické středisko Emila Zátopka, Stará Boleslav (CZE)",24 AUG 2022,1162
3,2:37.33,Nozomi TANAKA,04 SEP 1999,JPN,1,,"Athletics Stadium, Fukagawa (JPN)",22 JUN 2022,1138
4,2:38.56,Diana MEZULIÁNÍKOVÁ,10 APR 1992,CZE,1f5,,"Pramtalstadion, Andorf (AUT)",06 AUG 2022,1122
5,2:39.02,Katharina TROST,28 JUN 1995,GER,2f1,,"Schönbuchstadion, Pliezhausen (GER)",08 MAY 2022,1116
6,2:39.05,Klaudia KAZIMIERSKA,03 SEP 2001,POL,1,,"Stadion Miejski, Walcz (POL)",10 AUG 2022,1116
7,2:39.27,Ayano SHIOMI,26 NOV 1999,JPN,2,,"Athletics Stadium, Fukagawa (JPN)",22 JUN 2022,1113
8,2:39.34,Aleksandra WIŚNIEWSKA,29 SEP 2004,POL,2,,"Stadion Miejski, Walcz (POL)",10 AUG 2022,1112
9,2:39.41,Nozomi TANAKA,04 SEP 1999,JPN,1,,"Universiade Commemorative Stadium, Kobe (JPN)",15 OCT 2022,1111
10,2:39.42,Majtie KOLBERG,05 DEC 1999,GER,3f1,,"Schönbuchstadion, Pliezhausen (GER)",08 MAY 2022,1111
11,2:39.77,Lore HOFFMANN,25 JUL 1996,SUI,4f1,,"Schönbuchstadion, Pliezhausen (GER)",08 MAY 2022,1106
12,2:40.13,Anna SHCHAGINA,07 DEC 1991,RUS,1,,"Salyut Stadion, Dolgoprudny (RUS)",16 JUL 2022,1102
13,2:40.41,Veronika SADEK,21 JAN 2003,SLO,1,,"Stadion Park Šiška, Ljubljana (SLO)",09 JUN 2022,1098
14,2:40.46,Yana PEREPELITSA,12 AUG 2000,RUS,2,,"Salyut Stadion, Dolgoprudny (RUS)",16 JUL 2022,1098
15,2:40.94,Olga ONUFRIYENKO,08 MAR 1999,RUS,3,,"Salyut Stadion, Dolgoprudny (RUS)",16 JUL 2022,1091
16,2:40.97,Anastasiya MADYSHEVA,21 MAY 1998,RUS,4,,"Salyut Stadion, Dolgoprudny (RUS)",16 JUL 2022,1091
17,2:41.31,Yume GOTO,25 FEB 2000,JPN,2,,"Universiade Commemorative Stadium, Kobe (JPN)",15 OCT 2022,1087
18,2:41.83,Stina TROEST,17 JAN 1994,DEN,1f1,,"Atletiek Belgica Edegem Sport, Edegem (BEL)",28 AUG 2022,1080
19,2:42.60,Alma Delia CORTES,26 DEC 1997,MEX,1,,"Estadio Olímpico Venustiano Carranza, Morelia (MEX)",08 JAN 2022,1070
20,2:42.77,Marissa DAMINK,24 OCT 1995,NED,1,,"Sportpark Ter Specke, Lisse (NED)",07 MAY 2022,1068
21,2:42.78,Claudia HOLLINGSWORTH,12 APR 2005,AUS,1f1,,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",08 MAR 2022,1068
22,2:42.80,Dina GABDULLINA,12 MAR 1995,RUS,5,,"Salyut Stadion, Dolgoprudny (RUS)",16 JUL 2022,1067
23,2:43.50,Mariska PAREWYCK,13 DEC 1988,BEL,1,,"VITA Atletiek, Ninove (BEL)",10 AUG 2022,1058
24,2:43.85,Kimberley FICENEC,23 JUL 1994,CZE,1f4,,"Pramtalstadion, Andorf (AUT)",06 AUG 2022,1054
25,2:43.99,Karawan HALABI,18 JAN 1995,ISR,1,,"Hadar Yosef Stadium, Tel Aviv (ISR)",15 FEB 2022,1052
26,2:44.06,Yelena PAUSHKINA,08 NOV 1998,RUS,6,,"Salyut Stadion, Dolgoprudny (RUS)",16 JUL 2022,1051
27,2:44.14,Vera HOFFMANN,02 NOV 1996,LUX,5f1,,"Schönbuchstadion, Pliezhausen (GER)",08 MAY 2022,1050
28,2:44.55,Joceline WIND,12 SEP 2000,SUI,6f1,,"Schönbuchstadion, Pliezhausen (GER)",08 MAY 2022,1045
29,2:44.68,Hana YAMADA,17 SEP 1994,JPN,3,,"Universiade Commemorative Stadium, Kobe (JPN)",15 OCT 2022,1044
30,2:44.78,Lilly NÄGELI,24 MAY 2003,SUI,7f1,,"Schönbuchstadion, Pliezhausen (GER)",08 MAY 2022,1042
31,2:45.41,Amina MAATOUG,17 NOV 2002,NED,2,,"Sportpark Ter Specke, Lisse (NED)",07 MAY 2022,1034
32,2:45.43,Coraline MAÂMOURI,13 MAR 1996,FRA,1,,Caluire (FRA),15 APR 2022,1034
33,2:45.57,Marta MITJANS,28 DEC 2006,ESP,1,,Lloret de Mar (ESP),11 JUN 2022,1032
34,2:45.59,Phoebe MCCOWAN,,USA,1f1,,"Vanderbilt Multipurpose Facility, Nashville, TN (USA)",21 JAN 2022,1032
34,2:45.59,Yekaterina SAMUYLOVA,05 NOV 1999,RUS,7,,"Salyut Stadion, Dolgoprudny (RUS)",16 JUL 2022,1032
36,2:45.63,Mizuki MICHISHITA,01 AUG 2001,JPN,4,,"Universiade Commemorative Stadium, Kobe (JPN)",15 OCT 2022,1032
37,2:45.71,Kimberley FICENEC,23 JUL 1994,CZE,8f1,,"Schönbuchstadion, Pliezhausen (GER)",08 MAY 2022,1031
38,2:45.77,Anna ŠIMKOVÁ,05 SEP 1998,CZE,2,,"Atletické středisko Emila Zátopka, Stará Boleslav (CZE)",24 AUG 2022,1030
39,2:45.84,Sheri DORURI,16 NOV 2007,JPN,1,,"Ehime Athletics Stadium, Matsuyama (JPN)",21 OCT 2022,1029
40,2:45.93,Abby KOHUT-JACKSON,,USA,1,,"Lied Recreation Center, Ames, IA (USA)",22 JAN 2022,1028
41,2:46.03,Presley WEEMS,14 AUG 1997,USA,1f1,,"Vanderbilt Multipurpose Facility, Nashville, TN (USA)",14 JAN 2022,1027
41,2:46.03,Abir REFFAS,03 DEC 1997,ALG,2,,Caluire (FRA),15 APR 2022,1027
43,2:46.12,Jana MATĚJKOVÁ,29 NOV 1999,CZE,3,,"Atletické středisko Emila Zátopka, Stará Boleslav (CZE)",24 AUG 2022,1025
44,2:46.13,Misaki SHITAMORI,04 AUG 2005,JPN,1f1,,"Gotaiten Memorial Field, Omuta (JPN)",17 JUL 2022,1025
45,2:46.28,Ayano SHIOMI,26 NOV 1999,JPN,5,,"Universiade Commemorative Stadium, Kobe (JPN)",15 OCT 2022,1023
46,2:46.33,Fiona VON FLÜE,19 FEB 2008,SUI,1f1,,"Centre sportif Bout-du-Monde, Genève (SUI)",24 SEP 2022,1023
47,2:46.35,Jenna SCHWINGHAMER,,USA,2f1,,"Vanderbilt Multipurpose Facility, Nashville, TN (USA)",21 JAN 2022,1023
47,2:46.35,Kurumi SUGURE,09 MAY 2004,JPN,6,,"Universiade Commemorative Stadium, Kobe (JPN)",15 OCT 2022,1023
47,2:46.35,Ayaka KAWATA,22 AUG 1999,JPN,7,,"Universiade Commemorative Stadium, Kobe (JPN)",15 OCT 2022,1023
50,2:46.40,Sofiya KAMENYEVA,03 OCT 1995,RUS,8,,"Salyut Stadion, Dolgoprudny (RUS)",16 JUL 2022,1022
51,2:46.47,Paulina STEMPNIAK,12 JUN 2004,POL,3,,"Stadion Miejski, Walcz (POL)",10 AUG 2022,1021
52,2:46.53,Amy ROBINSON,09 JUN 1994,AUS,2f1,,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",08 MAR 2022,1020
53,2:46.54,Cailie LOGUE,04 JAN 1999,USA,2,,"Lied Recreation Center, Ames, IA (USA)",22 JAN 2022,1020
54,2:46.59,Loral WINN,,USA,3f1,,"Vanderbilt Multipurpose Facility, Nashville, TN (USA)",21 JAN 2022,1020
54,2:46.59,Saki ETO,19 JUN 2002,JPN,8,,"Universiade Commemorative Stadium, Kobe (JPN)",15 OCT 2022,1020
56,2:46.60,Anna CONNOR,10 JAN 1986,USA,1,,"Dempsey Indoor, Seattle, WA (USA)",15 JAN 2022,1019
57,2:46.72,Karawan HALABI,18 JAN 1995,ISR,1,,"Hadar Yosef Stadium, Tel Aviv (ISR)",05 FEB 2022,1018
58,2:47.11,Saga PROVCI,20 OCT 2004,SWE,1,,"Slottsskogsvallen, Göteborg (SWE)",10 SEP 2022,1013
59,2:47.18,Martyna KRAWCZYŃSKA,21 NOV 2004,POL,1,,"Stadion Zygmunta Szelesta, Warszawa (POL)",23 JUL 2022,1012
60,2:47.27,Anastasiya FEDONINA,18 MAR 1998,RUS,9,,"Salyut Stadion, Dolgoprudny (RUS)",16 JUL 2022,1011
61,2:47.42,Grace JENSEN,,USA,2f1,,"Vanderbilt Multipurpose Facility, Nashville, TN (USA)",14 JAN 2022,1009
62,2:47.43,Yekaterina KUPINA,02 FEB 1986,RUS,10,,"Salyut Stadion, Dolgoprudny (RUS)",16 JUL 2022,1009
63,2:47.61,Oliwia PARADOWSKA,20 JUL 2001,POL,2,,"Stadion Zygmunta Szelesta, Warszawa (POL)",23 JUL 2022,1007
64,2:47.71,Petja KLOJČNIK,13 NOV 2004,SLO,1f1,,"Športni park, Nova Gorica (SLO)",05 OCT 2022,1006
65,2:47.80,DeAnna MARTIN,,USA,4f1,,"Vanderbilt Multipurpose Facility, Nashville, TN (USA)",21 JAN 2022,1004
66,2:47.84,Kasumi HARA,21 MAY 2001,JPN,9,,"Universiade Commemorative Stadium, Kobe (JPN)",15 OCT 2022,1004
67,2:48.13,Chihiro AYANO,18 DEC 2001,JPN,10,,"Universiade Commemorative Stadium, Kobe (JPN)",15 OCT 2022,1000
68,2:48.15,Julia SVENNBLAD,16 MAR 2003,SWE,1,,"Sparvallen, Tanumshede (SWE)",05 AUG 2022,1000
69,2:48.21,Avryl JOHNSON,05 SEP 1999,USA,1,,"Lied Recreation Center, Ames, IA (USA)",26 FEB 2022,999
70,2:48.46,Lisa VOYLES,,USA,1,,"Sanford Jackrabbit Athletic Complex, Brookings, SD (USA)",05 MAR 2022,996
71,2:48.47,Anna ŠIMKOVÁ,05 SEP 1998,CZE,2f4,,"Pramtalstadion, Andorf (AUT)",06 AUG 2022,996
71,2:48.47,Rin KITAMURA,27 MAR 2007,JPN,2,,"Ehime Athletics Stadium, Matsuyama (JPN)",21 OCT 2022,996
73,2:48.48,Lydia VAN DIJK,04 JAN 2000,NED,5f1,,"Vanderbilt Multipurpose Facility, Nashville, TN (USA)",21 JAN 2022,996
74,2:48.49,Nokoka HOSAKA,12 MAY 1997,JPN,1,,"Aoba Park Athletic Field, Chitose (JPN)",08 OCT 2022,996
74,2:48.49,Ayaka HASEGAWA,27 JUL 2007,JPN,3,,"Ehime Athletics Stadium, Matsuyama (JPN)",21 OCT 2022,996
76,2:48.51,Nicole FEGANS,,USA,3f1,,"Vanderbilt Multipurpose Facility, Nashville, TN (USA)",14 JAN 2022,996
77,2:48.65,Ivy BOOTHROYD,16 JAN 2007,AUS,1,,"Sylvania Waters Track, Sydney (AUS)",29 JAN 2022,994
78,2:48.73,Faustine CHABOCHE,23 APR 2004,FRA,1,,"Complexe Sportif Des Cezeaux, Aubiére (FRA)",06 JUL 2022,993
79,2:48.75,Katarzyna NAPIÓRKOWSKA,12 SEP 2004,POL,1f1,,"Stadion Zygmunta Szelesta, Warszawa (POL)",04 SEP 2022,993
80,2:48.83,Sylwana GAJDA,10 NOV 1999,POL,1,,"Stadion Zygmunta Szelesta, Warszawa (POL)",08 MAY 2022,992
