Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,4:56.85,Mahiedine MEKHISSI,15 MAR 1985,FRA,1,,Reims (FRA),28 JUN 2013,1165
2,4:59.52,Geofrey BARUSEI,01 JAN 1994,KEN,2,,Reims (FRA),28 JUN 2013,1138
3,4:59.56,Nathan BRANNEN,08 SEP 1982,CAN,1,,Toronto (CAN),09 JUL 2013,1138
4,4:59.97,Jamal HITRANE,01 SEP 1989,MAR,3,,Reims (FRA),28 JUN 2013,1134
5,4:59.99,Andrew BAYER,03 FEB 1990,USA,4,,Reims (FRA),28 JUN 2013,1133
6,5:00.60,Benson SEUREI,27 MAR 1984,BRN,5,,Reims (FRA),28 JUN 2013,1127
7,5:02.01,Lee EMANUEL,24 JAN 1985,GBR,6,,Reims (FRA),28 JUN 2013,1113
8,5:05.56,Jeroen D'HOEDT,10 JAN 1990,BEL,1,,Huizingen (BEL),10 AUG 2013,1079
9,5:05.59,Isaac KIMELI,09 MAR 1994,BEL,2,,Huizingen (BEL),10 AUG 2013,1078
10,5:14.79,Elkana YEGO,07 DEC 1994,KEN,7,,Reims (FRA),28 JUN 2013,991
11,5:16.04,Tanguy PEPIOT,06 JUL 1991,FRA,8,,Reims (FRA),28 JUN 2013,979
12,5:17.12,Goran NAVA,15 APR 1981,SRB,1f1,,Milano (ITA),24 APR 2013,969
13,5:19.02,Elia POLLI,1985,ITA,2f1,,Milano (ITA),24 APR 2013,952
14,5:21.16,Luca LEONE,23 AUG 1986,ITA,3f1,,Milano (ITA),24 APR 2013,933
15,5:23.57,Stefano GUIDOTTI ICARDI,01 JAN 1988,ITA,1,,Villanova d'Asti (ITA),25 APR 2013,911
16,5:24.85,Oskar WOJTALIK,10 JAN 1993,POL,1,,Warszawa (POL),08 SEP 2013,900
17,5:24.87,Dominik NOWAK,11 FEB 1996,POL,2,,Warszawa (POL),08 SEP 2013,899
18,5:25.46,Mohamed MORCHID,18 APR 1991,MAR,4f1,,Milano (ITA),24 APR 2013,894
19,5:26.84,Alesandro TURRONI,19 MAY 1988,ITA,5f1,,Milano (ITA),24 APR 2013,882
