Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,4:50.01,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1,,"Bislett Stadion, Oslo (NOR)",11 JUN 2020,1235
2,4:53.72,Henrik INGEBRIGTSEN,24 FEB 1991,NOR,2,,"Bislett Stadion, Oslo (NOR)",11 JUN 2020,1197
3,4:55.44,Matthew RAMSDEN,23 JUL 1997,AUS,1,,"Zdzislaw Krzyszkowiak Stadium, Bydgoszcz (POL)",19 AUG 2020,1179
4,4:56.91,Filip INGEBRIGTSEN,20 APR 1993,NOR,3,,"Bislett Stadion, Oslo (NOR)",11 JUN 2020,1164
5,4:57.09,Marcin LEWANDOWSKI,13 JUN 1987,POL,2,,"Zdzislaw Krzyszkowiak Stadium, Bydgoszcz (POL)",19 AUG 2020,1162
6,4:57.60,Filip SASÍNEK,08 JAN 1996,CZE,3,,"Zdzislaw Krzyszkowiak Stadium, Bydgoszcz (POL)",19 AUG 2020,1157
7,4:57.61,Piers COPELAND,26 NOV 1998,GBR,4,,"Zdzislaw Krzyszkowiak Stadium, Bydgoszcz (POL)",19 AUG 2020,1157
8,4:57.87,Lamecha GIRMA,26 NOV 2000,ETH,5,,"Zdzislaw Krzyszkowiak Stadium, Bydgoszcz (POL)",19 AUG 2020,1155
9,4:57.98,Michał ROZMYS,13 MAR 1995,POL,6,,"Zdzislaw Krzyszkowiak Stadium, Bydgoszcz (POL)",19 AUG 2020,1153
10,4:58.26,Getnet WALE,16 JUL 2000,ETH,7,,"Zdzislaw Krzyszkowiak Stadium, Bydgoszcz (POL)",19 AUG 2020,1151
11,4:58.92,Mike FOPPEN,29 NOV 1996,NED,1,,"Stadion Wankdorf, Bern (SUI)",24 JUL 2020,1144
12,4:59.71,Kalle BERGLUND,11 MAR 1996,SWE,1,,"Sollentunavallen, Sollentuna (SWE)",10 AUG 2020,1136
13,5:00.23,Andreas ALMGREN,12 JUN 1995,SWE,2,,"Sollentunavallen, Sollentuna (SWE)",10 AUG 2020,1131
14,5:00.47,Jonas RAESS,08 MAR 1994,SUI,2,,"Stadion Wankdorf, Bern (SUI)",24 JUL 2020,1129
15,5:00.53,Robin HENDRIX,14 JAN 1995,BEL,3,,"Stadion Wankdorf, Bern (SUI)",24 JUL 2020,1128
16,5:00.72,Mohammed AHMED,05 JAN 1991,CAN,1,,"Jesuit High School Track, Portland, OR (USA)",07 AUG 2020,1126
17,5:00.73,Neil GOURLEY,07 FEB 1995,GBR,3,,"Sollentunavallen, Sollentuna (SWE)",10 AUG 2020,1126
18,5:01.32,Tom ELMER,01 APR 1997,SUI,4,,"Stadion Wankdorf, Bern (SUI)",24 JUL 2020,1120
19,5:01.75,Hugo HAY,28 MAR 1997,FRA,5,,"Stadion Wankdorf, Bern (SUI)",24 JUL 2020,1116
20,5:02.31,Matthew HUGHES,03 AUG 1989,CAN,4,,"Sollentunavallen, Sollentuna (SWE)",10 AUG 2020,1110
21,5:03.05,Timothy CHERUIYOT,20 NOV 1995,KEN,4,,"Nyayo National Stadium, Nairobi (KEN)",11 JUN 2020,1103
22,5:05.53,Stijn BAETEN,03 JUN 1994,BEL,6,,"Stadion Wankdorf, Bern (SUI)",24 JUL 2020,1079
23,5:06.11,Emil DANIELSSON,05 SEP 1997,SWE,5,,"Sollentunavallen, Sollentuna (SWE)",10 AUG 2020,1073
24,5:06.26,Sol SWEENEY,04 DEC 1998,GBR,8,,"Zdzislaw Krzyszkowiak Stadium, Bydgoszcz (POL)",19 AUG 2020,1072
25,5:07.50,David NIKOLLI,20 JUN 1994,ALB,9,,"Zdzislaw Krzyszkowiak Stadium, Bydgoszcz (POL)",19 AUG 2020,1060
26,5:07.76,Simon DEBOGNIES,16 JUL 1996,BEL,7,,"Stadion Wankdorf, Bern (SUI)",24 JUL 2020,1057
27,5:08.49,Santiago CATROFE,13 FEB 1999,URU,1f1,,Olot (ESP),29 JUL 2020,1050
28,5:09.60,Noah SCHUTTE,15 MAY 1995,NED,8,,"Stadion Wankdorf, Bern (SUI)",24 JUL 2020,1040
29,5:09.75,Sean MCGORTY,08 MAR 1995,USA,2,,"Jesuit High School Track, Portland, OR (USA)",07 AUG 2020,1038
30,5:11.42,Evan JAGER,08 MAR 1989,USA,3,,"Jesuit High School Track, Portland, OR (USA)",07 AUG 2020,1023
31,5:12.20,Domnic Lokinyomo LOBALU,16 AUG 1998,SSD,9,,"Stadion Wankdorf, Bern (SUI)",24 JUL 2020,1015
32,5:13.64,Emil BLOMBERG,09 APR 1992,SWE,6,,"Sollentunavallen, Sollentuna (SWE)",10 AUG 2020,1002
33,5:16.73,Richard DOUMA,17 APR 1993,NED,7,,"Sollentunavallen, Sollentuna (SWE)",10 AUG 2020,973
34,5:16.88,Dino BOŠNJAK,21 JAN 1994,CRO,1,,"Stadion Branko Čavlović-Čavlek, Karlovac (CRO)",09 SEP 2020,972
35,5:17.76,David NILSSON,16 APR 1987,SWE,8,,"Sollentunavallen, Sollentuna (SWE)",10 AUG 2020,964
36,5:21.26,Aleksander WIĄCEK,02 JUL 2000,POL,1,,"Stadion OSiR, Wloclawek (POL)",20 JUN 2020,932
37,5:21.91,Brian CRIMMINS,,USA,1,,"Conley Stadium, Providence, RI (USA)",22 AUG 2020,926
38,5:23.75,Adisu GUADIA,11 SEP 2002,ISR,1,,Tel Aviv (ISR),24 DEC 2020,909
39,5:24.16,Szymon ŻYWKO,12 APR 1999,POL,1,,"Stadion Juwenia, Przemyśl (POL)",27 JUN 2020,906
40,5:25.67,Elon ABERGEL,11 DEC 1999,ISR,2,,Tel Aviv (ISR),24 DEC 2020,892
41,5:26.09,Jonathan CARMIN,13 JUN 2001,ISR,3,,Tel Aviv (ISR),24 DEC 2020,889
42,5:26.13,Ataka DAMSIA,25 JAN 2003,ISR,4,,Tel Aviv (ISR),24 DEC 2020,888
43,5:26.20,Aaron DINZEO,17 DEC 1991,USA,2,,"Conley Stadium, Providence, RI (USA)",22 AUG 2020,888
44,5:26.34,Assaf HARARI,03 JUL 2001,ISR,5,,Tel Aviv (ISR),24 DEC 2020,886
