Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,5:08.64,Kevin LÓPEZ,12 JUN 1990,ESP,1,,Elvissa (ESP),18 MAY 2019,1049
2,5:09.40,Gonzalo GARCÍA,26 JAN 1995,ESP,2,,Elvissa (ESP),18 MAY 2019,1042
3,5:09.60,Adrián BEN,04 AUG 1998,ESP,3,,Elvissa (ESP),18 MAY 2019,1040
4,5:10.72,Llorenç SALES,14 JUL 1988,ESP,4,,Elvissa (ESP),18 MAY 2019,1029
5,5:11.90,Carlos MAYO,18 SEP 1995,ESP,5,,Elvissa (ESP),18 MAY 2019,1018
6,5:11.98,Amos KIPCHIRCHIR,29 MAR 1980,KEN,6,,Elvissa (ESP),18 MAY 2019,1017
7,5:13.79,Miguel GONZALEZ,19 FEB 1998,ESP,7,,Elvissa (ESP),18 MAY 2019,1000
8,5:14.69,Sebastián MARTOS,20 JUN 1989,ESP,8,,Elvissa (ESP),18 MAY 2019,992
9,5:18.28,Kaur KIVISTIK,29 APR 1991,EST,1,,Tartu (EST),31 JUL 2019,959
10,5:19.27,Eric RÜTTIMANN,07 DEC 1992,SUI,1,,Meilen (SUI),17 AUG 2019,950
11,5:23.77,Yannick MICHIELS,29 JUL 1991,BEL,1,,Mol (BEL),10 AUG 2019,909
12,5:24.37,Victor CURCUIANU,29 JUL 1999,ITA,1,,"Stadio Paolo Rosi, Roma (ITA)",08 DEC 2019,904
13,5:24.99,Andrea DEL SARTO,27 JUL 1995,ITA,1f2,,"Pista Comunale, Rubiera (ITA)",15 SEP 2019,898
14,5:25.93,Olavi ALLASE,28 MAY 1993,EST,2,,Tartu (EST),31 JUL 2019,890
15,5:26.91,Riccardo GADDONI,01 MAY 1999,ITA,2f2,,"Pista Comunale, Rubiera (ITA)",15 SEP 2019,881
16,5:27.69,Vid BOTOLIN,15 AUG 2002,SLO,1,,Maribor (SLO),09 OCT 2019,875
