Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,5:17.22,Sam VALGAEREN,01 OCT 1990,BEL,1,,Mol (BEL),12 AUG 2017,968
2,5:22.27,Benoit GOETHALS,05 FEB 1991,BEL,2,,Mol (BEL),12 AUG 2017,923
3,5:22.85,Mahiedine MEKHISSI,15 MAR 1985,FRA,1,,Angers (FRA),09 SEP 2017,917
4,5:23.15,Hiroki MATSUEDA,20 MAY 1993,JPN,2,,Angers (FRA),09 SEP 2017,915
5,5:23.57,Grzegorz KALINOWSKI,22 SEP 1990,POL,3,,Angers (FRA),09 SEP 2017,911
6,5:23.88,Donald CABRAL,12 DEC 1989,USA,4,,Angers (FRA),09 SEP 2017,908
7,5:24.58,Yuriy KISHCHENKO,04 AUG 1991,UKR,5,,Angers (FRA),09 SEP 2017,902
8,5:24.81,François BARRER,08 JUN 1993,FRA,,,Angers (FRA),09 SEP 2017,900
9,5:25.36,Dries Adrianus BASEMANS,12 FEB 1992,BEL,3,,Mol (BEL),12 AUG 2017,895
10,5:25.74,Matevz PLANKO,1998,SLO,1,,Maribor (SLO),17 MAY 2017,892
