Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,5:08.39,Federico BRUNO,18 JUN 1993,ARG,1,,Concordia (ARG),27 FEB 2021,1051
2,5:09.23,Elzan BIBIĆ,08 JAN 1999,SRB,1,,"Atletski stadion, Novi Pazar (SRB)",10 JUN 2021,1043
3,5:13.64,Samuel MEDOLAGO,14 AUG 1995,ITA,1f1,,"Campo Comunale, Brescia (ITA)",10 APR 2021,1002
4,5:13.74,Sebastiano PAROLINI,09 FEB 1998,ITA,2f1,,"Campo Comunale, Brescia (ITA)",10 APR 2021,1001
5,5:14.58,Vid BOTOLIN,15 AUG 2002,SLO,1,,"Atletski stadion Poljane, Maribor (SLO)",02 OCT 2021,993
6,5:15.04,Tim VAN DE VELDE,01 FEB 2000,BEL,1,,"Sportcentrum Den Uyt, Mol (BEL)",01 AUG 2021,989
7,5:15.84,Jaryd CLIFFORD,05 JUL 1999,AUS,1,,"Woden Park, Canberra (AUS)",18 JUL 2021,981
8,5:16.93,Giovanni FILIPPI,13 MAY 1998,ITA,1f2,,"Campo Communale, Modena (ITA)",10 APR 2021,971
9,5:17.4h,Jonathan CARMIN,13 JUN 2001,ISR,1,,"Hadar Yosef Stadium, Tel Aviv (ISR)",30 NOV 2021,967
10,5:17.5h,Edgars ŠUMSKIS,03 APR 1988,LAT,1,,"Daugava Stadium, Riga (LAT)",11 SEP 2021,966
11,5:17.7h,Adisu GUADIA,11 SEP 2002,ISR,2,,"Hadar Yosef Stadium, Tel Aviv (ISR)",30 NOV 2021,964
12,5:18.74,Catalin TECUCEANU,09 SEP 1999,ROU,1f1,,"Stadio Quercia, Rovereto (ITA)",18 APR 2021,955
13,5:18.8h,Derba AYALE,10 MAR 2002,ISR,3,,"Hadar Yosef Stadium, Tel Aviv (ISR)",30 NOV 2021,954
14,5:21.56,Miloš MALEŠEVIĆ,08 AUG 2000,SRB,2,,"Atletski stadion, Novi Pazar (SRB)",10 JUN 2021,929
15,5:21.6h,Ataka DAMSIA,25 JAN 2003,ISR,4,,"Hadar Yosef Stadium, Tel Aviv (ISR)",30 NOV 2021,929
16,5:22.27,Luca LEONE,23 AUG 1986,ITA,3f1,,"Campo Comunale, Brescia (ITA)",10 APR 2021,923
17,5:22.41,Giovanni GATTO,10 OCT 1999,ITA,2f1,,"Stadio Quercia, Rovereto (ITA)",18 APR 2021,921
18,5:23.22,Enrico VECCHI,15 DEC 2000,ITA,4f1,,"Campo Comunale, Brescia (ITA)",10 APR 2021,914
19,5:24.63,Olavi ALLASE,28 MAY 1993,EST,1f1,,"Kohila staadion, Kohila (EST)",26 MAY 2021,902
20,5:25.89,Nikola RAIČEVIĆ,25 JUL 1994,SRB,3,,"Atletski stadion, Novi Pazar (SRB)",10 JUN 2021,890
21,5:26.05,Anders GRAHL,13 JAN 1987,SWE,1,,"Arena Tanumshede, Tanumshede (SWE)",24 JUL 2021,889
22,5:26.24,Ibrahim MUKUNDA,12 DEC 1989,KEN,1f2,,"Kohila staadion, Kohila (EST)",26 MAY 2021,887
23,5:26.70,Benjamín ENZEMA,25 MAR 1989,GEQ,1,,"Stade Jean Leroi, Blois (FRA)",17 APR 2021,883
24,5:27.06,Simone VALDUGA,21 JUL 2004,ITA,3f1,,"Stadio Quercia, Rovereto (ITA)",18 APR 2021,880
25,5:27.18,Edoardo MELLONI,07 AUG 1990,ITA,5f1,,"Campo Comunale, Brescia (ITA)",10 APR 2021,879
26,5:27.44,Karel HUSSAR,18 JUN 1995,EST,2f1,,"Kohila staadion, Kohila (EST)",26 MAY 2021,877
27,5:27.57,Vinnie VAN PUYVELDE,30 MAR 1994,BEL,2,,"Sportcentrum Den Uyt, Mol (BEL)",01 AUG 2021,876
28,5:27.87,Sharuk KHAN,25 JUL 2006,IND,1,,"Sarusajai Stadium,, Guwahati (IND)",10 FEB 2021,873
