Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:13.93,,Abubaker KAKI,21 JUN 1989,SUD,1,,Stockholm (SWE),22 JUL 2008,1204
2,2:14.72,,Yusuf Saad KAMEL,29 MAR 1983,BRN,2,,Stockholm (SWE),22 JUL 2008,1186
3,2:15.50,,Yuriy BORZAKOVSKIY,12 APR 1981,RUS,3,,Stockholm (SWE),22 JUL 2008,1168
4,2:15.97,,Geoffrey Kipkoech RONO,21 APR 1987,KEN,4,,Stockholm (SWE),22 JUL 2008,1157
5,2:16.18,,Bernard LAGAT,12 DEC 1974,USA,1,,"International Stadium, Gateshead (GBR)",31 AUG 2008,1152
6,2:16.30,,Mehdi BAALA,17 AUG 1978,FRA,1,,Strasbourg (FRA),02 JUL 2008,1150
7,2:16.93,,Nick WILLIS,25 APR 1983,NZL,2,,"International Stadium, Gateshead (GBR)",31 AUG 2008,1135
8,2:16.96,,Richard KIPLAGAT,03 MAY 1984,KEN,2,,Stockholm (SWE) (i),21 FEB 2008,1209
9,2:17.06,,Belal Mansoor ALI,17 OCT 1988,BRN,2,,Gent (BEL) (i),24 FEB 2008,1206
10,2:17.10,,Nick SYMMONDS,30 DEC 1983,USA,3,,"International Stadium, Gateshead (GBR)",31 AUG 2008,1132
11,2:17.34,,Nathan BRANNEN,08 SEP 1982,CAN,4,,"International Stadium, Gateshead (GBR)",31 AUG 2008,1126
12,2:17.44,,Carsten SCHLANGEN,31 DEC 1980,GER,1,,Königs Wusterhausen (GER),27 MAY 2008,1124
13,2:17.47,,Jackson Mumbwa KIVUVA,11 AUG 1989,KEN,5,,Stockholm (SWE),22 JUL 2008,1123
14,2:17.50,,Bram SOM,20 FEB 1980,NED,5,,"International Stadium, Gateshead (GBR)",31 AUG 2008,1123
15,2:17.78,,Abdelslam KENNOUCHE,07 OCT 1980,ALG,3,,Stockholm (SWE) (i),21 FEB 2008,1190
16,2:18.13,,Suleiman Kipses SIMOTWO,21 APR 1980,KEN,3,,Gent (BEL) (i),24 FEB 2008,1181
17,2:18.34,,Chris LUKEZIC,24 APR 1984,USA,7,,Stockholm (SWE),22 JUL 2008,1104
18,2:18.48,,Johan CRONJE,13 APR 1982,RSA,4,,Stockholm (SWE) (i),21 FEB 2008,1173
19,2:18.58,,Christian OBRIST,20 NOV 1980,ITA,5,,Stockholm (SWE) (i),21 FEB 2008,1171
20,2:18.75,,Jeffrey RISELEY,11 NOV 1986,AUS,8,,Stockholm (SWE),22 JUL 2008,1095
21,2:18.84,,James MCILROY,30 DEC 1976,GBR,5,,Gent (BEL) (i),24 FEB 2008,1165
22,2:18.87,,Christian SMITH,31 OCT 1983,USA,7,,"International Stadium, Gateshead (GBR)",31 AUG 2008,1092
23,2:19.15,,Jozef REPČÍK,03 AUG 1986,SVK,6,,Stockholm (SWE) (i),21 FEB 2008,1158
24,2:19.23,,Paweł CZAPIEWSKI,30 MAR 1978,POL,1,,Kutno (POL),31 JUL 2008,1084
25,2:19.3h,,Tomasz WOLIŃSKI,1982,POL,1,,Olsztyn (POL),26 APR 2008,1082
26,2:19.77,,Michael RIMMER,03 FEB 1986,GBR,1,,Stretford (GBR),06 MAY 2008,1072
27,2:19.91,,Joe THOMAS,29 JAN 1988,GBR,8,,"International Stadium, Gateshead (GBR)",31 AUG 2008,1069
