Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:16.94,,Alex KIPCHIRCHIR,26 NOV 1984,KEN,1,,"New York, NY (USA)",11 JUN 2005,1135
2,2:17.01,,Mehdi BAALA,17 AUG 1978,FRA,1,,Karlsruhe (GER) (i),13 FEB 2005,1208
3,2:17.13,,Elkanah Onkware ANGWENYI,05 FEB 1983,KEN,2,,"New York, NY (USA)",11 JUN 2005,1131
4,2:17.57,,David KRUMMENACKER,24 MAY 1975,USA,3,,"New York, NY (USA)",11 JUN 2005,1121
5,2:17.81,,Paweł CZAPIEWSKI,30 MAR 1978,POL,1,,Kraków (POL),27 AUG 2005,1116
6,2:19.06,,Moise JOSEPH,27 DEC 1981,HAI,4,,"New York, NY (USA)",11 JUN 2005,1088
6,2:19.06,,Sam BURLEY,13 FEB 1981,USA,4,,"New York, NY (USA)",11 JUN 2005,1088
8,2:19.33,,Abdelaati IGUIDER,25 MAR 1987,MAR,2,,Karlsruhe (GER) (i),13 FEB 2005,1154
9,2:19.36,,Rob MYERS,05 AUG 1980,USA,6,,"New York, NY (USA)",11 JUN 2005,1081
10,2:19.49,,James MCILROY,30 DEC 1976,GBR,1,,"Schleyer Halle, Stuttgart (GER) (i)",29 JAN 2005,1150
11,2:19.57,,Benjamin KIPKURUI,28 DEC 1980,KEN,3,,Karlsruhe (GER) (i),13 FEB 2005,1148
11,2:19.57,,Kevin SULLIVAN,20 MAR 1974,CAN,7,,"New York, NY (USA)",11 JUN 2005,1076
13,2:19.65,,Fumikazu KOBAYASHI,21 MAR 1978,JPN,1,,Abashiri (JPN),19 JUN 2005,1075
14,2:19.72,,Charlie GRUBER,06 AUG 1978,USA,8,,"New York, NY (USA)",11 JUN 2005,1073
15,2:19.76,,Youssef BABA,07 AUG 1979,MAR,2,,"Schleyer Halle, Stuttgart (GER) (i)",29 JAN 2005,1144
16,2:20.05,,Florent LACASSE,21 JAN 1981,FRA,1,,St-Florentin (FRA),11 SEP 2005,1066
17,2:20.30,,Mark FOUNTAIN,10 MAR 1982,AUS,1,,"Fayetteville, AR (USA) (i)",21 JAN 2005,1132
18,2:20.32,,Alan WEBB,13 JAN 1983,USA,9,,"New York, NY (USA)",11 JUN 2005,1060
19,2:20.34,,Bouabdellah TAHRI,20 DEC 1978,FRA,1,,Metz (FRA),01 JUN 2005,1060
20,2:20.43,,Mouhssin CHEHIBI,28 JAN 1978,MAR,2,,Liévin (FRA) (i),26 FEB 2005,1129
21,2:20.52,,Michal ŠNEBERGER,23 JUN 1978,CZE,1,,Praha (CZE) (i),25 JAN 2005,1127
22,2:20.72,,Yared SHEGUMO,10 JAN 1983,POL,2,,Siedlce (POL),18 SEP 2005,1051
23,2:20.82,,Wolfram MÜLLER,08 JUL 1981,GER,1,,Pliezhausen (GER),08 MAY 2005,1049
24,2:20.95,,Nicolas AÏSSAT,24 JUL 1980,FRA,3,,Liévin (FRA) (i),26 FEB 2005,1117
25,2:21.02,,Mike INGE,31 JAN 1984,USA,1,,"Kent, OH (USA) (i)",19 FEB 2005,0
26,2:21.04,,Samwel MWERA,03 JUN 1985,TAN,3,,"Schleyer Halle, Stuttgart (GER) (i)",29 JAN 2005,1115
27,2:21.12,,Jason STEWART,21 NOV 1981,NZL,2,,Pliezhausen (GER),08 MAY 2005,1043
28,2:21.19,,Berhanu ALEMU,16 JUL 1982,ETH,2,,"Boston, MA (USA) (i)",29 JAN 2005,1112
28,2:21.19,,Selahattin ÇOBANOĞLU,21 AUG 1985,TUR,1f1,,Istanbul (TUR),11 JUN 2005,1041
30,2:21.26,,Toni MOHR,07 MAY 1983,GER,4,,"Schleyer Halle, Stuttgart (GER) (i)",29 JAN 2005,1110
30,2:21.26,,Jesse O'CONNELL,20 MAR 1982,USA,3,,"Boston, MA (USA) (i)",29 JAN 2005,1110
32,2:21.30,,Stefan EBERHARDT,12 JAN 1985,GER,1,,Sondershausen (GER),17 AUG 2005,1039
33,2:21.35,,Joel LEGARE,13 NOV 1982,USA,1,,"Boston, MA (USA) (i)",12 FEB 2005,1108
34,2:21.36,,Said AHMED,10 DEC 1982,USA,4,,"Boston, MA (USA) (i)",29 JAN 2005,1108
35,2:21.46,,Yuriy BORZAKOVSKIY,12 APR 1981,RUS,1,,Yekaterinburg (RUS) (i),07 JAN 2005,1105
36,2:21.51,,Mirosław FORMELA,31 OCT 1978,POL,5,,Karlsruhe (GER) (i),13 FEB 2005,1104
37,2:21.65,,Michał BERNARDELLI,21 MAR 1980,POL,1,,Białystok (POL),03 MAY 2005,1031
38,2:21.67,,James NOLAN,27 JAN 1977,IRL,4,,Liévin (FRA) (i),26 FEB 2005,1101
39,2:21.73,,Christian KÖHLER,14 OCT 1980,GER,2,,Sondershausen (GER),17 AUG 2005,1030
40,2:21.79,,Dmitriy BOGDANOV,11 APR 1979,RUS,2,,Yekaterinburg (RUS) (i),07 JAN 2005,1098
41,2:21.83,,Maksim ADAMOVICH,24 JUN 1980,RUS,1,,Moskva (RUS) (i),07 JAN 2005,1097
42,2:21.84,,Dmitriy ONUFRIYENKO,12 AUG 1980,RUS,2,,Moskva (RUS) (i),07 JAN 2005,1097
43,2:21.92,,Piotr KRUPA,30 MAR 1985,POL,2,,Białystok (POL),03 MAY 2005,1025
44,2:21.94,,Juan VAN DEVENTER,26 MAR 1983,RSA,1,,Freilassing (GER),28 MAY 2005,1025
45,2:21.99,,Barnabás BENE,27 AUG 1986,HUN,1,,Pécs (HUN),01 OCT 2005,1024
