Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:16.51,,Ayanleh SOULEIMAN,03 DEC 1992,DJI,1,,Šamorín (SVK),15 JUN 2019,1145
2,2:16.92,,Collins KIPRUTO,12 APR 1994,KEN,2,,Šamorín (SVK),15 JUN 2019,1136
3,2:17.47,,Kyle LANGFORD,02 FEB 1996,GBR,3,,Šamorín (SVK),15 JUN 2019,1123
4,2:17.53,,Yassine HETHAT,30 AUG 1991,ALG,4,,Šamorín (SVK),15 JUN 2019,1122
5,2:18.34,,Yomif KEJELCHA,01 AUG 1997,ETH,1f1,,"Seattle, WA (USA) (i)",12 JAN 2019,0
6,2:18.47,,Balázs VINDICS,28 MAR 1994,HUN,2,,Varberg (SWE),15 JUL 2019,1101
7,2:18.64,,Clayton MURPHY,26 FEB 1995,USA,2f1,,"Seattle, WA (USA) (i)",12 JAN 2019,0
8,2:18.98,,Craig ENGELS,01 MAY 1994,USA,1,,"New York, NY (USA) (i)",26 JAN 2019,1162
9,2:19.18,,Brannon KIDDER,18 NOV 1993,USA,3f1,,"Seattle, WA (USA) (i)",12 JAN 2019,0
10,2:19.35,,Abraham ALVARADO,04 AUG 1995,USA,1f1,,"Boston, MA (USA) (i)",26 JAN 2019,1153
11,2:19.78,,John GREGOREK,07 DEC 1991,USA,2,,"New York, NY (USA) (i)",26 JAN 2019,1144
12,2:19.87,,Samuel PRAKEL,29 OCT 1994,USA,4f1,,"Seattle, WA (USA) (i)",12 JAN 2019,0
13,2:20.05,,Quamel PRINCE,20 APR 1994,USA,3,,"New York, NY (USA) (i)",26 JAN 2019,1137
14,2:20.12,,Jan PETRAČ,04 JUL 1995,SLO,5,,Šamorín (SVK),15 JUN 2019,1064
15,2:20.23,,Filip ŠNEJDR,16 APR 1995,CZE,6,,Šamorín (SVK),15 JUN 2019,1062
16,2:20.62,,Jesús GÓMEZ,24 APR 1991,ESP,1,,Elvissa (ESP),18 MAY 2019,1054
17,2:20.84,,Dylan CAPWELL,01 JUL 1995,USA,2h1,,"New York, NY (USA) (i)",23 FEB 2019,1119
18,2:20.88,,Festus LAGAT,10 OCT 1996,KEN,1f1,,"Iowa City, IA (USA) (i)",14 DEC 2019,1119
19,2:20.98,,Ismael DEBJANI,25 SEP 1990,BEL,1f1,,Ninove (BEL),28 AUG 2019,1046
20,2:21.00,,Edose IBADIN,27 FEB 1993,NGR,2,,NY (USA) (i),08 FEB 2019,1116
20,2:21.00,,Rynhardt VAN RENSBURG,23 MAR 1992,RSA,3,,Varberg (SWE),15 JUL 2019,1045
22,2:21.01,,Jakub HOLUŠA,20 FEB 1988,CZE,7,,Šamorín (SVK),15 JUN 2019,1045
22,2:21.01,,Marcin LEWANDOWSKI,13 JUN 1987,POL,1,,"Stadion Śląski, Chorzów (POL)",14 SEP 2019,1045
24,2:21.05,,Konstantin KHOLMOGOROV,07 FEB 1996,RUS,1,,Yekaterinburg (RUS) (i),07 JAN 2019,1115
25,2:21.08,,Patrick PETERSON,26 AUG 1992,USA,2f1,,"Boston, MA (USA) (i)",26 JAN 2019,1114
26,2:21.23,,Andreas ALMGREN,12 JUN 1995,SWE,4,,Varberg (SWE),15 JUL 2019,1040
27,2:21.25,,Mick STANOVSEK,16 JAN 1997,USA,5f1,,"Seattle, WA (USA) (i)",12 JAN 2019,0
28,2:21.28,,Robby ANDREWS,29 MAR 1991,USA,4,,"New York, NY (USA) (i)",26 JAN 2019,1110
29,2:21.29,,Roshon ROOMES,,USA,2f1,,"Iowa City, IA (USA) (i)",14 DEC 2019,1109
30,2:21.37,,Álvaro DE ARRIBA,02 JUN 1994,ESP,2,,Elvissa (ESP),18 MAY 2019,1037
31,2:21.42,,Adam KSZCZOT,02 SEP 1989,POL,2,,"Stadion Śląski, Chorzów (POL)",14 SEP 2019,1036
32,2:21.43,,Erik MARTINSSON,25 SEP 1996,SWE,5,,Varberg (SWE),15 JUL 2019,1036
33,2:21.46,,Elmar ENGHOLM,02 OCT 1992,SWE,6,,Varberg (SWE),15 JUL 2019,1035
34,2:21.47,,Rob NAPOLITANO,03 NOV 1994,USA,4,,"New York, NY (USA) (i)",24 FEB 2019,1105
35,2:21.52,,Eduardo ROMERO,27 JAN 1999,ESP,3,,Elvissa (ESP),18 MAY 2019,1034
36,2:21.56,,Daniel NIXON,04 SEP 1998,USA,3f1,,"Iowa City, IA (USA) (i)",14 DEC 2019,1103
37,2:21.59,,Brandon LASATER,09 OCT 1992,USA,6,,"New York, NY (USA) (i)",24 FEB 2019,1103
37,2:21.59,,Necho TAYACHEW,20 NOV 1996,ISR,1,,Tel Aviv (ISR),01 AUG 2019,1033
39,2:21.66,,Jesse GARN,04 JUN 1993,USA,7,,"New York, NY (USA) (i)",24 FEB 2019,1101
40,2:21.68,,Musa HAJDARI,11 OCT 1987,KOS,,,Skopje (MKD),25 MAY 2019,1031
41,2:21.72,,Michał ROZMYS,13 MAR 1995,POL,3,,"Stadion Śląski, Chorzów (POL)",14 SEP 2019,1030
42,2:21.75,,Robin ROHLÉN,05 MAY 1990,SWE,7,,Varberg (SWE),15 JUL 2019,1029
43,2:21.78,,Mike MARSELLA,16 NOV 1994,USA,1f1,,"Boston, MA (USA) (i)",19 JAN 2019,1098
44,2:21.79,,Jeremy HERNANDEZ,13 APR 1996,USA,5,,"New York, NY (USA) (i)",26 JAN 2019,1098
