Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:15.17,,Mehdi BAALA,17 AUG 1978,FRA,1,,Nancy (FRA),17 SEP 2002,1175
2,2:15.97,,David KRUMMENACKER,24 MAY 1975,USA,1,,"Portland, OR (USA)",18 MAY 2002,1157
3,2:16.14,,Japheth KIMUTAI,20 DEC 1978,KEN,2,,"Portland, OR (USA)",18 MAY 2002,1153
4,2:16.24,,William CHIRCHIR,06 FEB 1979,KEN,3,,"Portland, OR (USA)",18 MAY 2002,1151
5,2:16.57,,Hezekiel SEPENG,30 JUN 1974,RSA,4,,"Portland, OR (USA)",18 MAY 2002,1143
6,2:17.22,,Paweł CZAPIEWSKI,30 MAR 1978,POL,1,,Kraków (POL),22 SEP 2002,1129
7,2:17.55,,Joseph Mwengi MUTUA,10 DEC 1978,KEN,2,,Rethymno (GRE),07 JUL 2002,1121
8,2:17.59,,William YIAMPOY,17 MAY 1974,KEN,3,,Rethymno (GRE),07 JUL 2002,1120
9,2:17.96,,Sylas KIMUTAI,12 OCT 1983,KEN,1,,Pireaus (GRE) (i),20 FEB 2002,1185
10,2:18.20,,Ibrahim Mohamed ADEN,11 NOV 1972,USA,4,,Rethymno (GRE),07 JUL 2002,1107
11,2:18.57,,Michael STEMBER,30 JAN 1978,USA,5,,"Portland, OR (USA)",18 MAY 2002,1099
12,2:18.58,,Kamal BOULAHFANE,01 JUL 1976,ALG,2,,Nancy (FRA),17 SEP 2002,1098
13,2:18.60,,Wilfred BUNGEI,24 JUL 1980,KEN,5,,Rethymno (GRE),07 JUL 2002,1098
14,2:18.78,,Yuriy BORZAKOVSKIY,12 APR 1981,RUS,1,,Karlsruhe (GER) (i),25 JAN 2002,1166
15,2:18.80,,Florent LACASSE,21 JAN 1981,FRA,1,,Monaco (MON),12 JUL 2002,1093
16,2:18.97,,Zachary WHITMARSH,05 APR 1977,CAN,6,,"Portland, OR (USA)",18 MAY 2002,1090
17,2:19.05,,Laban ROTICH,20 JAN 1969,KEN,2,,"Boston, MA (USA) (i)",27 JAN 2002,1160
18,2:19.14,,Jess STRUTZEL,04 JAN 1978,USA,7,,"Portland, OR (USA)",18 MAY 2002,1086
19,2:19.23,,Anthony WHITEMAN,13 NOV 1971,GBR,2,,Pireaus (GRE) (i),20 FEB 2002,1156
20,2:19.25,,Marko KOERS,03 NOV 1972,NED,1,,Sondershausen (GER),23 AUG 2002,1084
21,2:19.45,,Christian NEUNHÄUSERER,21 JUN 1978,ITA,3,,Pireaus (GRE) (i),20 FEB 2002,1151
21,2:19.45,,Tarek BOUKENSA,19 NOV 1981,ALG,3,,Nancy (FRA),17 SEP 2002,1079
23,2:19.51,,Roman ORAVEC,05 APR 1978,CZE,2,,Karlsruhe (GER) (i),25 JAN 2002,1150
24,2:19.60,,Wolfram MÜLLER,08 JUL 1981,GER,1,,Erfurt (GER) (i),01 FEB 2002,1148
25,2:19.61,,David FIEGEN,03 SEP 1984,LUX,1,,Esch-sur-Alzette (LUX),07 JUN 2002,1076
26,2:19.74,,Abdelslam KENNOUCHE,07 OCT 1980,ALG,4,,Nancy (FRA),17 SEP 2002,1073
27,2:19.77,,Tom OMEY,24 APR 1975,BEL,5,,Pireaus (GRE) (i),20 FEB 2002,1144
28,2:19.82,,Derrick PETERSON,28 NOV 1977,USA,3,,"Boston, MA (USA) (i)",27 JAN 2002,1143
29,2:19.94,,Henry ROTICH,05 DEC 1981,KEN,3,,Karlsruhe (GER) (i),25 JAN 2002,1140
30,2:19.99,,Arnoud OKKEN,20 APR 1982,NED,1,,Lisse (NED),04 MAY 2002,1067
31,2:20.17,,Fouad CHOUKI,01 OCT 1978,FRA,4,,Karlsruhe (GER) (i),25 JAN 2002,1135
32,2:20.18,,Guillaume ÉRAUD,01 JUL 1981,FRA,5,,Nancy (FRA),17 SEP 2002,1063
33,2:20.20,,Paskar OWOR,22 DEC 1980,UGA,2,,Esch-sur-Alzette (LUX),07 JUN 2002,1063
34,2:20.25,,Glody DUBE,02 JUL 1978,BOT,2,,Erfurt (GER) (i),01 FEB 2002,1133
35,2:20.44,,Zbigniew GRACZYK,04 JUL 1978,POL,2,,Sondershausen (GER),23 AUG 2002,1057
36,2:20.49,,Bram SOM,20 FEB 1980,NED,4,,Erfurt (GER) (i),01 FEB 2002,1127
37,2:20.58,,Daniel CAULFIELD,16 OCT 1972,IRL,4,,"Boston, MA (USA) (i)",27 JAN 2002,1125
