Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:16.46,,Filip INGEBRIGTSEN,20 APR 1993,NOR,1,,"Bislett Stadion, Oslo (NOR)",11 JUN 2020,1146
2,2:17.05,,Filip SASÍNEK,08 JAN 1996,CZE,1,,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",16 AUG 2020,1133
3,2:17.29,,Ignacio FONTES,22 JUN 1998,ESP,2,,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",16 AUG 2020,1127
4,2:17.30,,Michał ROZMYS,13 MAR 1995,POL,3,,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",16 AUG 2020,1127
5,2:17.41,,Bryce HOPPEL,05 SEP 1997,USA,1,,"Reggie Lewis Center, Boston, MA (USA) (i)",25 JAN 2020,1198
6,2:17.51,,Jake WIGHTMAN,11 JUL 1994,GBR,2,,"Reggie Lewis Center, Boston, MA (USA) (i)",25 JAN 2020,1196
7,2:17.60,,Josh KERR,08 OCT 1997,GBR,1,,"McKenzie High School Track, Finn Rock, Oregon (USA)",17 JUL 2020,1120
8,2:18.01,,Abraham ALVARADO,04 AUG 1995,USA,1f1,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",11 JAN 2020,1184
9,2:18.15,,Samuel PRAKEL,29 OCT 1994,USA,2,,"McKenzie High School Track, Finn Rock, Oregon (USA)",17 JUL 2020,1108
10,2:18.36,,Rob NAPOLITANO,03 NOV 1994,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",15 FEB 2020,1176
11,2:18.44,,Ismael DEBJANI,25 SEP 1990,BEL,1,,"Boudewijnstadion, Bruxelles (BEL)",09 AUG 2020,1101
12,2:18.49,,Vincent CIATTEI,21 JAN 1995,USA,3,,"McKenzie High School Track, Finn Rock, Oregon (USA)",17 JUL 2020,1100
13,2:18.55,,Jake HEYWARD,26 APR 1999,GBR,4,,"McKenzie High School Track, Finn Rock, Oregon (USA)",17 JUL 2020,1099
14,2:18.81,,Saúl ORDÓÑEZ,10 APR 1994,ESP,3,,"Reggie Lewis Center, Boston, MA (USA) (i)",25 JAN 2020,1166
15,2:19.24,,Colby ALEXANDER,13 JUN 1991,USA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",15 FEB 2020,1156
