Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:17.05,Ayanleh SOULEIMAN,03 DEC 1992,DJI,1,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1207
2,2:17.77,Marcin LEWANDOWSKI,13 JUN 1987,POL,2,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1190
3,2:17.90,Robby ANDREWS,29 MAR 1991,USA,1,,"New York, NY (USA)",01 FEB 2013,1187
4,2:18.26,Brian GAGNON,08 MAY 1987,USA,1,,"New York, NY (USA)",01 MAR 2013,1178
5,2:18.27,Michael RUTT,28 OCT 1987,USA,2,,"New York, NY (USA)",01 MAR 2013,1178
6,2:18.78,Andrew OSAGIE,19 FEB 1988,GBR,3,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1166
7,2:19.20,Andreas VOJTA,09 JUN 1989,AUT,4,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1157
7,2:19.20,Michael RIMMER,03 FEB 1986,GBR,5,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1157
9,2:19.56,Matthew CENTROWITZ,18 OCT 1989,USA,6,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1149
10,2:19.70,Liam BOYLAN-PETT,11 SEP 1985,USA,3,,"New York, NY (USA)",01 MAR 2013,1145
11,2:19.83,Cory LESLIE,24 OCT 1989,USA,1f1,,"Blacksburg, VA (USA)",15 FEB 2013,1142
12,2:20.32,Nicholas GUARINO,24 MAY 1989,USA,2,,"New York, NY (USA)",01 FEB 2013,1131
13,2:21.13,Mukhtar MOHAMMED,01 DEC 1990,GBR,7,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1113
14,2:21.50,Andrey LOGINOV,05 DEC 1987,RUS,1,,Chelyabinsk (RUS),27 JAN 2013,1105
15,2:21.53,Felix KITUR,17 APR 1987,KEN,3,,"New York, NY (USA)",01 FEB 2013,1104
16,2:21.60,Pavel TEBENKOV,27 DEC 1991,RUS,2,,Chelyabinsk (RUS),27 JAN 2013,1102
17,2:21.89,Edward Kibet KEMBOI,09 DEC 1993,KEN,1,,"New York, NY (USA)",01 FEB 2013,1096
18,2:21.91,Lotfi CHEBLI,01 MAY 1988,ALG,8,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1095
19,2:21.95,Richard WEST,11 SEP 1990,JAM,1,,"University Park, PA (USA)",12 JAN 2013,1095
20,2:22.02,Zavon WATKINS,24 OCT 1993,USA,2,,"University Park, PA (USA)",12 JAN 2013,1093
21,2:22.28,Sergey USOLTSEV,17 OCT 1986,RUS,3,,Chelyabinsk (RUS),27 JAN 2013,1087
22,2:22.65,Nikolai VEDEHIN,09 OCT 1985,EST,1,,Tartu (EST),12 FEB 2013,1079
23,2:22.76,Frezer LEGESSE,04 JUN 1990,USA,3,,"University Park, PA (USA)",12 JAN 2013,1076
24,2:22.96,Ned WILLIG,08 FEB 1994,USA,1,,"Cambridge, MA (USA)",19 JAN 2013,1072
25,2:23.01,Eric JENKINS,24 NOV 1991,USA,2,,"Cambridge, MA (USA)",19 JAN 2013,1071
26,2:23.03,Jack BOLAS,01 NOV 1987,USA,2f1,,"Blacksburg, VA (USA)",15 FEB 2013,1071
27,2:23.14,Ryan BRENNAN,06 SEP 1992,USA,4,,"University Park, PA (USA)",12 JAN 2013,1068
28,2:23.26,Erik SOWINSKI,21 DEC 1989,USA,1,,"Iowa City, IA (USA)",12 JAN 2013,1065
29,2:23.32,Chris GOWELL,26 SEP 1985,GBR,4,,"New York, NY (USA)",01 FEB 2013,1064
30,2:23.39,Joe GIOELLI,,USA,1,,"Boston, MA (USA)",23 FEB 2013,1063
31,2:23.46,Declan MURRAY,04 JUN 1991,USA,2,,"Iowa City, IA (USA)",12 JAN 2013,1061
32,2:23.71,Chris SLATE,22 FEB 1989,USA,5,,"New York, NY (USA)",01 FEB 2013,1056
33,2:23.88,Kevin SCHWAB,15 APR 1989,USA,5,,"University Park, PA (USA)",12 JAN 2013,1052
