Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:17.41,Bryce HOPPEL,05 SEP 1997,USA,1,,"Reggie Lewis Center, Boston, MA (USA)",25 JAN 2020,1198
2,2:17.51,Jake WIGHTMAN,11 JUL 1994,GBR,2,,"Reggie Lewis Center, Boston, MA (USA)",25 JAN 2020,1196
3,2:18.01,Abraham ALVARADO,04 AUG 1995,USA,1f1,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA)",11 JAN 2020,1184
4,2:18.36,Rob NAPOLITANO,03 NOV 1994,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",15 FEB 2020,1176
5,2:18.81,Saúl ORDÓÑEZ,10 APR 1994,ESP,3,,"Reggie Lewis Center, Boston, MA (USA)",25 JAN 2020,1166
6,2:19.02,Ismael DEBJANI,25 SEP 1990,BEL,1f3,,"Topsporthal Vlaanderen, Gent (BEL)",01 FEB 2020,1161
7,2:19.24,Colby ALEXANDER,13 JUN 1991,USA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",15 FEB 2020,1156
8,2:19.26,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,1,,"Arena Stade Couvert, Liévin (FRA)",19 FEB 2020,1155
9,2:19.31,Andrew OSAGIE,19 FEB 1988,GBR,2,,"Arena Stade Couvert, Liévin (FRA)",19 FEB 2020,1154
10,2:19.42,Evans KIPCHUMBA,06 NOV 1994,KEN,3,,"Arena Stade Couvert, Liévin (FRA)",19 FEB 2020,1152
11,2:19.65,Oussama CHERRAD,06 MAR 2000,ALG,4,,"Arena Stade Couvert, Liévin (FRA)",19 FEB 2020,1146
12,2:19.75,Nicholas Kiplangat KIPKOECH,22 OCT 1992,KEN,5,,"Arena Stade Couvert, Liévin (FRA)",19 FEB 2020,1144
13,2:20.78,Lukáš HODBOĎ,02 MAR 1996,CZE,1,,"Stromovka, Praha (CZE)",21 JAN 2020,1121
14,2:20.88,Festus LAGAT,10 OCT 1996,KEN,1f1,,"Iowa City, IA (USA)",14 DEC 2019,1119
15,2:20.90,Hakim SALEH,21 MAY 1996,CZE,2,,"Stromovka, Praha (CZE)",21 JAN 2020,1118
16,2:21.29,Roshon ROOMES,,USA,2f1,,"Iowa City, IA (USA)",14 DEC 2019,1109
17,2:21.30,Karl BEBENDORF,07 MAY 1996,GER,6,,"Arena Stade Couvert, Liévin (FRA)",19 FEB 2020,1109
18,2:21.37,Robert FORD,08 MAR 1996,USA,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",15 FEB 2020,1108
19,2:21.56,Daniel NIXON,04 SEP 1998,USA,3f1,,"Iowa City, IA (USA)",14 DEC 2019,1103
20,2:22.11,Ricky ROMERO,,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",01 FEB 2020,1091
21,2:22.12,Jeremy HERNANDEZ,13 APR 1996,USA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",01 FEB 2020,1091
22,2:22.16,Cooper WILLIAMS,09 MAR 1998,AUS,1,,"Gladstein Fieldhouse Indiana Un., Bloomington, IN (USA)",13 DEC 2019,1090
23,2:22.26,Sam ELLIS,,USA,1f2,,"Yale Cox Cage, New Haven, CT (USA)",08 FEB 2020,1088
24,2:22.28,Aurele VANDEPUTTE,14 MAY 1995,BEL,7,,"Arena Stade Couvert, Liévin (FRA)",19 FEB 2020,1087
25,2:22.53,Jan FRIŠ,19 DEC 1995,CZE,3,,"Stromovka, Praha (CZE)",21 JAN 2020,1082
26,2:22.58,Quamel PRINCE,20 APR 1994,GUY,1f1,,"George Mason-Rec. Sports Complex, Fairfax, VA (USA)",25 JAN 2020,1080
27,2:22.75,Taresa TOLOSA,15 JUN 1998,ETH,8,,"Arena Stade Couvert, Liévin (FRA)",19 FEB 2020,1077
28,2:22.80,Kyle MERBER,19 NOV 1990,USA,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",15 FEB 2020,1076
29,2:22.87,Jack JOYCE,16 APR 1997,USA,1f1,,"Rector Fieldhouse, Blacksburg, VA (USA)",24 JAN 2020,1074
30,2:22.89,Lukáš HODBOĎ,02 MAR 1996,CZE,9,,"Arena Stade Couvert, Liévin (FRA)",19 FEB 2020,1074
31,2:22.92,Diego ZARATE,03 SEP 1997,USA,2f1,,"Rector Fieldhouse, Blacksburg, VA (USA)",24 JAN 2020,1073
32,2:23.01,Brad MATHAS,24 JUN 1993,NZL,4,,"Reggie Lewis Center, Boston, MA (USA)",25 JAN 2020,1071
33,2:23.06,Bashir MOSAVEL-LO,01 APR 1999,USA,3f1,,"Rector Fieldhouse, Blacksburg, VA (USA)",24 JAN 2020,1070
34,2:23.07,Maarten PLAUM,01 MAR 1996,NED,10,,"Arena Stade Couvert, Liévin (FRA)",19 FEB 2020,1070
35,2:23.08,Konstantin KHOLMOGOROV,07 FEB 1996,RUS,1,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2020,1069
36,2:23.10,Ricky ROMERO,,USA,2f1,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA)",11 JAN 2020,1069
37,2:23.12,Allen SIEGLER,,USA,2f2,,"Yale Cox Cage, New Haven, CT (USA)",08 FEB 2020,1069
38,2:23.29,Kenneth HAGEN,05 FEB 1996,USA,2,,"Gladstein Fieldhouse Indiana Un., Bloomington, IN (USA)",13 DEC 2019,1065
39,2:23.35,Avery BARTLETT,08 FEB 1997,USA,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",01 FEB 2020,1063
39,2:23.35,Eric LUTZ,1998,CAN,1,,"Universiade Pavilion, Edmonton (CAN)",06 MAR 2020,1063
41,2:23.41,Alex AMANKWA,02 MAR 1992,GHA,2f1,,"George Mason-Rec. Sports Complex, Fairfax, VA (USA)",25 JAN 2020,1062
42,2:23.52,Matthew SCHADLER,28 JUN 1999,USA,3,,"Gladstein Fieldhouse Indiana Un., Bloomington, IN (USA)",13 DEC 2019,1060
43,2:23.61,Igor RASHCHUPKIN,03 SEP 1997,RUS,1f3,,"Znamenskikh Arena, Moskva (RUS)",09 JAN 2020,1058
44,2:23.81,Festus LAGAT,10 OCT 1996,KEN,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",07 DEC 2019,1053
45,2:23.96,Nikolay GORIN,03 JAN 1995,RUS,2,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2020,1050
46,2:24.00,Pieter SISK,08 DEC 1999,BEL,1f1,,"Topsporthal Vlaanderen, Gent (BEL)",28 DEC 2019,1049
47,2:24.05,Juan Diego CASTRO,17 MAY 2000,CRC,1f2,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",17 JAN 2020,1048
48,2:24.07,Sergey DUBROVSKIY,20 JAN 1995,RUS,2f3,,"Znamenskikh Arena, Moskva (RUS)",09 JAN 2020,1048
49,2:24.08,John LEWIS,18 JAN 1996,USA,3f1,,"George Mason-Rec. Sports Complex, Fairfax, VA (USA)",25 JAN 2020,1047
50,2:24.13,Cian MCPHILLIPS,07 JUN 2002,IRL,1,,Dublin (IRL),17 DEC 2019,1046
51,2:24.17,Aleksey BUTRANOV,18 AUG 1991,RUS,3f3,,"Znamenskikh Arena, Moskva (RUS)",09 JAN 2020,1045
52,2:24.36,William LAIRD,,USA,3f2,,"Yale Cox Cage, New Haven, CT (USA)",08 FEB 2020,1041
53,2:24.44,Dage MINORS,26 OCT 1995,BER,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",25 JAN 2020,1040
54,2:24.45,Victor PALUMBO,1993,USA,1f1,,"New York, NY (USA)",09 JAN 2020,1039
55,2:24.53,Sam ELLIS,,USA,1,,"Navy-Wesley A. Brown FH, Annapolis, MD (USA)",11 JAN 2020,1038
56,2:24.56,Luke COULTER,,USA,1f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",22 FEB 2020,1037
57,2:24.60,Mamush LENCHO SHIRKO,24 MAR 1996,ETH,1f1,,"Dennis Fairall Fieldhouse, Windsor (CAN)",09 FEB 2020,1036
58,2:24.61,Antonio LÓPEZ,15 APR 2000,ESP,4f1,,"Rector Fieldhouse, Blacksburg, VA (USA)",24 JAN 2020,1036
59,2:24.62,Jacob BROWN,24 NOV 1997,GBR,2f2,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",17 JAN 2020,1036
60,2:24.64,Luciano FIORE,31 OCT 1996,USA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",25 JAN 2020,1035
61,2:24.71,Isaac KOLE,,USA,1,,"Ashenfelter Indoor Track, State College, PA (USA)",01 FEB 2020,1034
61,2:24.71,Tim BASON,30 MAY 1998,USA,1f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",15 FEB 2020,1034
63,2:24.72,Vincent CRISP,17 AUG 1997,USA,4f1,,"George Mason-Rec. Sports Complex, Fairfax, VA (USA)",25 JAN 2020,1034
64,2:24.75,José Carlos PINTO,03 MAY 1997,POR,1,,"Centro Desportivo Nacional do Jamor, Lisboa (POR)",05 JAN 2020,1033
65,2:24.80,Jake BROPHY,,USA,2,,"Navy-Wesley A. Brown FH, Annapolis, MD (USA)",11 JAN 2020,1032
65,2:24.80,Billy LOONEY,23 JUN 1993,USA,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",01 FEB 2020,1032
67,2:24.84,Dey Tuach DEY,15 JUL 1989,SSD,2f1,,"New York, NY (USA)",09 JAN 2020,1031
