Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:17.06,,Mehdi BAALA,17 AUG 1978,FRA,1,,Liévin (FRA) (i),28 FEB 2004,1206
2,2:17.07,,Paul KORIR,15 JUL 1977,KEN,2,,Liévin (FRA) (i),28 FEB 2004,1206
3,2:18.57,,Wolfram MÜLLER,08 JUL 1981,GER,1,,Sondershausen (GER),01 SEP 2004,1099
4,2:19.31,,Suleiman Kipses SIMOTWO,21 APR 1980,KEN,2,,Sondershausen (GER),01 SEP 2004,1082
5,2:19.43,,René HERMS,17 JUL 1982,GER,3,,Sondershausen (GER),01 SEP 2004,1080
6,2:19.66,,Christian KÖHLER,14 OCT 1980,GER,4,,Sondershausen (GER),01 SEP 2004,1075
7,2:19.87,,Isaac Kipruto SANG,05 JAN 1978,KEN,2,,Baden-Baden (GER),20 MAY 2004,1070
8,2:20.13,,Jason STEWART,21 NOV 1981,NZL,1,,Pliezhausen (GER),16 MAY 2004,1064
9,2:20.24,,Christian SMITH,31 OCT 1983,USA,1,,"Lincoln, NE (USA) (i)",28 FEB 2004,1133
10,2:20.51,,Berhanu ALEMU,16 JUL 1982,ETH,1,,"Boston, MA (USA) (i)",31 JAN 2004,1127
11,2:20.69,,Jonas HAMM,02 MAY 1980,FIN,5,,Sondershausen (GER),01 SEP 2004,1052
12,2:20.77,,Tom OMEY,24 APR 1975,BEL,3,,Liévin (FRA) (i),28 FEB 2004,1121
13,2:21.12,,Sylas KIMUTAI,12 OCT 1983,KEN,1,,Luxembourg (LUX) (i),24 JAN 2004,1113
14,2:21.20,,Andrew BADDELEY,20 JUN 1982,GBR,1,,Bruxelles (BEL),23 MAY 2004,1041
15,2:21.26,,Alex KIPCHIRCHIR,26 NOV 1984,KEN,2,,"Boston, MA (USA) (i)",31 JAN 2004,1110
16,2:21.33,,David KRUMMENACKER,24 MAY 1975,USA,3,,"Boston, MA (USA) (i)",31 JAN 2004,1108
16,2:21.33,,Nicolas AÏSSAT,24 JUL 1980,FRA,4,,Liévin (FRA) (i),28 FEB 2004,1108
18,2:21.38,,Michael TOO,03 AUG 1983,KEN,2,,Luxembourg (LUX) (i),24 JAN 2004,1107
19,2:21.50,,Jimmy LOMBA,30 JUN 1978,FRA,5,,Liévin (FRA) (i),28 FEB 2004,1105
20,2:21.60,,Nathan BRANNEN,08 SEP 1982,CAN,4,,"Boston, MA (USA) (i)",31 JAN 2004,1102
21,2:21.70,,Glody DUBE,02 JUL 1978,BOT,3,,Luxembourg (LUX) (i),24 JAN 2004,1100
22,2:21.86,,Said LAKHAL,16 APR 1970,MAR,4,,Pliezhausen (GER),16 MAY 2004,1027
23,2:21.97,,Thomas MATTHYS,04 SEP 1985,BEL,2,,Bruxelles (BEL),23 MAY 2004,1024
23,2:21.97,,Steffen CO,22 MAR 1977,GER,6,,Sondershausen (GER),01 SEP 2004,1024
