Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:18.94,Thijmen KUPERS,04 OCT 1991,NED,1,,Apeldoorn (NED),27 JAN 2018,1163
2,2:20.01,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,1,,Liévin (FRA),13 FEB 2018,1138
3,2:20.79,Abraham Kipchirchir ROTICH,26 SEP 1993,BRN,1,,Istanbul (TUR),18 FEB 2018,1121
4,2:20.96,Thomas Arne ROTH,11 FEB 1991,NOR,1,,Hvam (NOR),17 FEB 2018,1117
5,2:21.25,Tom MARSHALL,12 JUN 1989,GBR,1,,Cardiff (GBR),04 FEB 2018,1110
6,2:21.54,Mamush LENCHO SHIRKO,24 MAR 1996,ETH,2,,Istanbul (TUR),18 FEB 2018,1104
7,2:21.73,Moad ZAHAFI,09 MAY 1998,MAR,2,,Liévin (FRA),13 FEB 2018,1099
8,2:21.89,Neil GOURLEY,07 FEB 1995,GBR,1f1,,"Lynchburg, VA (USA)",27 JAN 2018,1096
9,2:21.96,John LEWIS,18 JAN 1996,USA,1f1,,"Clemson, SC (USA)",06 JAN 2018,1094
10,2:21.99,Levent ATEŞ,20 MAR 1991,TUR,3,,Istanbul (TUR),18 FEB 2018,1094
11,2:22.09,Alek SAUER,22 FEB 1997,USA,1,,NY (USA),03 FEB 2018,1091
12,2:22.13,Ihab Jabbar HASHIM,30 MAR 1993,IRQ,4,,Istanbul (TUR),18 FEB 2018,1090
13,2:22.15,Musa HAJDARI,11 OCT 1987,KOS,5,,Istanbul (TUR),18 FEB 2018,1090
14,2:22.22,Konstantin KHOLMOGOROV,07 FEB 1996,RUS,1f1,,Yekaterinburg (RUS),07 JAN 2018,1088
15,2:22.23,Samuel ELLISON,05 DEC 1992,USA,1f1,,"Cambridge, MA (USA)",21 JAN 2018,1088
16,2:22.24,Benjamin MALONE,13 NOV 1994,USA,2,,NY (USA),03 FEB 2018,1088
17,2:22.30,Patrick JOSEPH,07 SEP 1995,USA,2f1,,"Lynchburg, VA (USA)",27 JAN 2018,1087
18,2:22.31,Nikolay GORIN,03 JAN 1995,RUS,2f1,,Yekaterinburg (RUS),07 JAN 2018,1086
19,2:22.36,Sho KAWAMOTO,01 MAR 1993,JPN,1f1,,"Boston, MA (USA)",10 FEB 2018,1085
20,2:22.65,Benjamin ROBERT,04 JAN 1998,FRA,3,,Liévin (FRA),13 FEB 2018,1079
21,2:22.67,Aurele VANDEPUTTE,14 MAY 1995,BEL,4,,Liévin (FRA),13 FEB 2018,1078
22,2:22.72,Derek HOLDSWORTH,12 FEB 1996,USA,1f1,,"Birmingham, AL (USA)",12 JAN 2018,1077
23,2:22.81,Vincent CIATTEI,21 JAN 1995,USA,3f1,,"Lynchburg, VA (USA)",27 JAN 2018,1075
23,2:22.81,Zachary LANIGAN,11 NOV 1997,AUS,2f1,,"Boston, MA (USA)",10 FEB 2018,1075
25,2:22.85,Edose IBADIN,27 FEB 1993,NGR,2f1,,"Birmingham, AL (USA)",12 JAN 2018,1075
26,2:22.88,Logan WETZEL,13 NOV 1996,USA,3,,NY (USA),03 FEB 2018,1074
