Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:17.17,,Clayton MURPHY,26 FEB 1995,USA,1,,"Portland, OR (USA)",11 JUN 2017,1130
2,2:18.51,,Nicholas Kiplangat KIPKOECH,22 OCT 1992,KEN,1,,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1100
3,2:18.60,,Jakub HOLUŠA,20 FEB 1988,CZE,2,,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1098
4,2:18.85,,Siyabonga Derison TREASURE,04 SEP 1992,RSA,1,,Johannesburg (RSA),10 FEB 2017,1092
5,2:19.03,,Filip SASÍNEK,08 JAN 1996,CZE,3,,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1088
6,2:19.08,,George KUSCHE,06 AUG 1998,RSA,2,,Johannesburg (RSA),10 FEB 2017,1087
7,2:19.10,,Brannon KIDDER,18 NOV 1993,USA,2,,"Albuquerque, NM (USA) (i)",05 MAR 2017,1159
8,2:19.36,,Nkosinathi SIBIYA,02 JAN 1994,RSA,3,,Johannesburg (RSA),10 FEB 2017,1081
9,2:19.43,,David RUDISHA,17 DEC 1988,KEN,4,,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1080
10,2:19.57,,Luke MATHEWS,21 JUN 1995,AUS,5,,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1076
11,2:20.05,,Jan FRIŠ,19 DEC 1995,CZE,6,,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1066
12,2:20.22,,Giordano BENEDETTI,22 MAY 1989,ITA,1,,Trento (ITA),29 APR 2017,1062
13,2:20.25,,Jacob ROZANI,24 JAN 1984,RSA,7,,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1062
14,2:20.39,,Andrew WHEATING,21 NOV 1987,USA,3,,"Albuquerque, NM (USA) (i)",05 MAR 2017,1130
15,2:20.40,,Robby ANDREWS,29 MAR 1991,USA,4,,"Albuquerque, NM (USA) (i)",05 MAR 2017,1129
16,2:20.51,,Ryan GREGSON,26 APR 1990,AUS,8,,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1056
17,2:20.54,,Neil GOURLEY,07 FEB 1995,GBR,1f1,,"Blacksburg, VA (USA) (i)",18 FEB 2017,1126
18,2:20.56,,Konstantin KHOLMOGOROV,07 FEB 1996,RUS,1,,Yekaterinburg (RUS) (i),07 JAN 2017,1126
19,2:20.92,,Mattia MORETTI,16 MAR 1992,ITA,2,,Trento (ITA),29 APR 2017,1047
20,2:21.05,,Charles GRETHEN,02 JUN 1992,LUX,9,,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1044
21,2:21.06,,Casimir LOXSOM,17 MAR 1991,USA,2,,"New York, NY (USA) (i)",11 FEB 2017,1114
22,2:21.13,,Marco PETTENAZZO,28 OCT 1992,ITA,3,,Trento (ITA),29 APR 2017,1042
23,2:21.23,,Themba MADIMA,04 APR 1989,RSA,4,,Johannesburg (RSA),10 FEB 2017,1040
24,2:21.36,,Mohad ABDIKADAR SHEIK ALI,12 JUN 1993,ITA,4,,Trento (ITA),29 APR 2017,1037
25,2:21.43,,David TORRENCE,26 NOV 1985,PER,3,,"New York, NY (USA) (i)",11 FEB 2017,1106
26,2:21.45,,Jacob DUMFORD,,USA,1,,"South Bend, IN (USA) (i)",01 DEC 2017,0
27,2:21.48,,Edose IBADIN,27 FEB 1993,USA,1,,NY (USA) (i),18 FEB 2017,1105
28,2:21.51,,Charles JOCK,23 NOV 1989,USA,2,,NY (USA) (i),18 FEB 2017,1104
29,2:21.52,,Noah KAUPPILA,15 MAR 1996,USA,2f1,,"Boston, MA (USA) (i)",11 FEB 2017,1104
30,2:21.63,,Vincent CIATTEI,21 JAN 1995,USA,2f1,,"Blacksburg, VA (USA) (i)",18 FEB 2017,1102
31,2:21.64,,Drew WINDLE,22 JUL 1992,USA,5,,"Albuquerque, NM (USA) (i)",05 MAR 2017,1101
32,2:21.79,,Donavan BRAZIER,15 APR 1997,USA,4,,"New York, NY (USA) (i)",11 FEB 2017,1098
33,2:21.87,,Roman KWIATKOWSKI,19 MAY 1995,POL,1,,Warszawa (POL),17 SEP 2017,1026
34,2:21.91,,Hans ROELLE,31 MAR 1992,USA,4h2,,"Albuquerque, NM (USA) (i)",04 MAR 2017,1095
35,2:21.96,,Joseph WHITE,16 NOV 1995,USA,1f1,,"University Park, PA (USA) (i)",14 JAN 2017,1094
36,2:21.99,,Timo BENITZ,24 DEC 1991,GER,1f1,,Pliezhausen (GER),14 MAY 2017,1024
37,2:22.00,,Brandon LASATER,09 OCT 1992,USA,5h2,,"Albuquerque, NM (USA) (i)",04 MAR 2017,1093
38,2:22.06,,Andrew OSAGIE,19 FEB 1988,GBR,5,,"New York, NY (USA) (i)",11 FEB 2017,1092
39,2:22.07,,Joshua THOMPSON,09 MAY 1993,USA,1,,"Ames, IA (USA) (i)",25 FEB 2017,0
40,2:22.14,,Isaiah HARRIS,18 OCT 1996,USA,2f1,,"University Park, PA (USA) (i)",14 JAN 2017,1090
41,2:22.30,,Tom MARSHALL,12 JUN 1989,GBR,1,,Cardiff (GBR) (i),15 JAN 2017,1087
42,2:22.35,,Baptiste MISCHLER,23 NOV 1997,FRA,2f1,,Pliezhausen (GER),14 MAY 2017,1016
43,2:22.50,,Nicolas MORIN,1994,CAN,3f1,,"Boston, MA (USA) (i)",11 FEB 2017,1082
44,2:22.57,,Aleksey BUTRANOV,18 AUG 1991,RUS,1f2,,Moskva (RUS) (i),10 JAN 2017,1081
44,2:22.57,,Paul DUFFEY,21 NOV 1994,USA,1,,"Boston, MA (USA) (i)",05 MAR 2017,1081
46,2:22.58,,Patrick PETERSON,26 AUG 1992,USA,3f1,,"Boston, MA (USA) (i)",28 JAN 2017,1080
47,2:22.70,,Daniel JASKOWAK,21 APR 1994,USA,3f1,,"Blacksburg, VA (USA) (i)",18 FEB 2017,1078
47,2:22.70,,Edwin HERRING,04 NOV 1991,USA,2h1,,"Albuquerque, NM (USA) (i)",04 MAR 2017,1078
49,2:22.72,,Drew PIAZZA,28 JAN 1995,USA,1f1,,"Blacksburg, VA (USA) (i)",20 JAN 2017,1077
49,2:22.72,,Hannes NAUDE,14 MAR 1990,RSA,5,,Johannesburg (RSA),10 FEB 2017,1008
51,2:22.78,,Marcel FEHR,20 JUN 1992,GER,1,,Höchstadt (GER),28 JUL 2017,1007
52,2:22.81,,Jeff TWEEDLE,1994,CAN,4f1,,"Boston, MA (USA) (i)",28 JAN 2017,1075
52,2:22.81,,Thomas RIVA,31 JAN 1992,CAN,1,,"Seattle, WA (USA) (i)",12 FEB 2017,0
54,2:22.86,,Matti GROLL,08 MAY 1995,FIN,4f1,,"Boston, MA (USA) (i)",11 FEB 2017,1074
55,2:22.87,,Felix RÜGER,06 DEC 1995,GER,1f2,,Pliezhausen (GER),14 MAY 2017,1005
55,2:22.87,,Elmar ENGHOLM,02 OCT 1992,SWE,1f1,,Sint-Niklaas (BEL),02 AUG 2017,1005
57,2:22.88,,Pascal KLEYER,10 MAR 1998,GER,3f1,,Pliezhausen (GER),14 MAY 2017,1005
58,2:22.96,,Denis BÄUERLE,27 NOV 1989,GER,4f1,,Pliezhausen (GER),14 MAY 2017,1003
59,2:23.01,,Tommy LAND,1994,CAN,1f1,,"Geneva, OH (USA) (i)",10 FEB 2017,0
59,2:23.01,,Colin SCHULTZ,,USA,2,,"Boston, MA (USA) (i)",05 MAR 2017,1071
61,2:23.02,,Flavio SEHOHLE,14 OCT 1990,MOZ,6,,Johannesburg (RSA),10 FEB 2017,1002
62,2:23.06,,Domenic PERRETTA,25 SEP 1997,USA,3f1,,"University Park, PA (USA) (i)",14 JAN 2017,1070
62,2:23.06,,Justine KIPROTICH,28 APR 1997,USA,2f1,,"Geneva, OH (USA) (i)",10 FEB 2017,0
64,2:23.13,,Sacha SMART,1994,CAN,1f3,,Toronto (CAN) (i),24 FEB 2017,1068
65,2:23.16,,Diego ZARATE,03 SEP 1997,USA,4f1,,"Blacksburg, VA (USA) (i)",18 FEB 2017,1068
66,2:23.19,,Patryk KOZŁOWSKI,10 NOV 1998,POL,1f1,,Spala (POL) (i),28 JAN 2017,1067
67,2:23.24,,Nick MACMACKIN,1995,CAN,1,,"Allendale, MI (USA) (i)",20 JAN 2017,0
68,2:23.29,,Cole PETERSON,22 AUG 1993,CAN,2,,"Seattle, WA (USA) (i)",12 FEB 2017,0
69,2:23.30,,Gergő KISS,24 JUL 1995,HUN,1f4,,Andorf (AUT),29 JUL 2017,996
70,2:23.31,,Spencer BROWN,23 JUL 1997,USA,4f1,,"University Park, PA (USA) (i)",14 JAN 2017,1064
70,2:23.31,,Ryan WIDZGOWSKI,,USA,1f2,,"Boston, MA (USA) (i)",28 JAN 2017,1064
70,2:23.31,,Abderrahmane HAMOUNI,16 AUG 1994,ALG,1h1,,Biskra (ALG),17 MAR 2017,996
73,2:23.33,,Michael TAMAYO,,USA,5f1,,"Boston, MA (USA) (i)",11 FEB 2017,1064
74,2:23.34,,Marco KÜRZDÖRFER,1992,GER,2,,Höchstadt (GER),28 JUL 2017,995
75,2:23.35,,Derek HOLDSWORTH,12 FEB 1996,USA,4,,NY (USA) (i),18 FEB 2017,1063
76,2:23.36,,Sebastian KARL,1991,GER,5f1,,Pliezhausen (GER),14 MAY 2017,995
77,2:23.46,,Walid KOHLI,1995,MAR,2f1,,Sint-Niklaas (BEL),02 AUG 2017,993
78,2:23.47,,Michał KITLIŃSKI,14 MAY 1998,POL,2f1,,Spala (POL) (i),28 JAN 2017,1061
79,2:23.48,,Vojtěch MLYNÁŘ,13 APR 1998,CZE,1,,"Sportovní areál Krajinka, Cheb (CZE)",27 JUL 2017,992
80,2:23.51,,Adam CZERWIŃSKI,02 OCT 1988,POL,1,,Kraków (POL),06 MAY 2017,992
81,2:23.52,,Maxence BRUYAS,23 FEB 1994,FRA,1f42,,Monaco (MON),21 JUL 2017,991
82,2:23.55,,Kain ELLIS,,USA,2,,"Ames, IA (USA) (i)",25 FEB 2017,0
83,2:23.59,,Craig KAISER,,USA,3f1,,"Geneva, OH (USA) (i)",10 FEB 2017,0
84,2:23.66,,Billy LOONEY,23 JUN 1993,USA,5f1,,"Boston, MA (USA) (i)",28 JAN 2017,1057
85,2:23.70,,Shaquille WALKER,24 JUN 1993,USA,6,,"New York, NY (USA) (i)",11 FEB 2017,1056
86,2:23.76,,Bartosz KOTŁOWSKI,03 SEP 1992,POL,1,,Toruń (POL) (i),28 JAN 2017,1054
87,2:23.77,,Martin GRAU,26 MAR 1992,GER,3,,Höchstadt (GER),28 JUL 2017,986
88,2:23.79,,Nick JENSEN,17 JUN 1991,DEN,1f1,,Holbaek (DEN),29 AUG 2017,986
89,2:23.81,,Leonardo TESINI,03 JUL 1996,ITA,5,,Trento (ITA),29 APR 2017,985
90,2:23.85,,Patrick GREGORY,,USA,2f2,,"Boston, MA (USA) (i)",28 JAN 2017,1052
90,2:23.85,,Matthew FAYERS,05 AUG 1994,GBR,3,,"Ames, IA (USA) (i)",25 FEB 2017,0
92,2:23.86,,Ben DE VITO,1996,CAN,4f1,,"Geneva, OH (USA) (i)",10 FEB 2017,0
93,2:23.87,,Patryk SIERADZKI,06 OCT 1998,POL,3f1,,Spala (POL) (i),28 JAN 2017,1052
93,2:23.87,,Corey BELLEMORE,01 DEC 1994,CAN,3f3,,Toronto (CAN) (i),24 FEB 2017,1052
95,2:23.91,,Zack BLACK,,USA,4,,"Ames, IA (USA) (i)",25 FEB 2017,0
96,2:23.95,,Eric JENKINS,24 NOV 1991,USA,1f3,,"Seattle, WA (USA) (i)",14 JAN 2017,0
96,2:23.95,,Arnaud TAKI,16 DEC 1996,FRA,2f42,,Monaco (MON),21 JUL 2017,982
98,2:23.97,,Thomas OXLAND,30 DEC 1996,CAN,3,,"Seattle, WA (USA) (i)",12 FEB 2017,0
99,2:24.04,,Dario TIPPMANN,1994,GER,2f2,,Pliezhausen (GER),14 MAY 2017,980
99,2:24.04,,Lukáš SYMERSKÝ,28 MAR 1998,CZE,2,,"Sportovní areál Krajinka, Cheb (CZE)",27 JUL 2017,980
101,2:24.05,,Isaac CORTES,,USA,2f3,,"Seattle, WA (USA) (i)",14 JAN 2017,0
102,2:24.13,,Brandon MCGORTY,23 FEB 1999,USA,7,,"New York, NY (USA) (i)",11 FEB 2017,1046
103,2:24.14,,Ryan MPHAHLELE,20 JUN 1998,RSA,7,,Johannesburg (RSA),10 FEB 2017,978
104,2:24.15,,Marc RIENAS,,USA,3,,"Boston, MA (USA) (i)",05 MAR 2017,1046
105,2:24.16,,Christian HARRISON,27 SEP 1993,USA,1f2,,"Boston, MA (USA) (i)",11 FEB 2017,1046
106,2:24.18,,Christian DELAGO,,USA,5,,"Ames, IA (USA) (i)",25 FEB 2017,0
107,2:24.21,,Adrian KÖNIG-RANNENBERG,1993,GER,3f2,,Pliezhausen (GER),14 MAY 2017,977
107,2:24.21,,Ayoub LABSER,07 APR 1993,MAR,3f1,,Sint-Niklaas (BEL),02 AUG 2017,977
109,2:24.25,,Vincent HAZELEGER,21 AUG 1995,NED,1f2,,Lisse (NED),13 MAY 2017,976
110,2:24.27,,Ethan DONLEY,,USA,6,,"Ames, IA (USA) (i)",25 FEB 2017,0
111,2:24.29,,Thomas VAN LAAR,1995,NED,2f2,,Lisse (NED),13 MAY 2017,975
112,2:24.31,,Paul CHEM-LENHOF,11 AUG 1998,FRA,3f42,,Monaco (MON),21 JUL 2017,975
113,2:24.34,,Tim VAN DE VELDE,01 FEB 2000,BEL,1,,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017,974
114,2:24.41,,Victor PALUMBO,1993,USA,6f1,,"Boston, MA (USA) (i)",28 JAN 2017,1040
115,2:24.42,,Bram ANDERIESSEN,01 AUG 1999,NED,3f2,,Lisse (NED),13 MAY 2017,972
116,2:24.48,,Holger KÖRNER,14 SEP 1993,GER,6f1,,Pliezhausen (GER),14 MAY 2017,971
117,2:24.52,,Jan HOCHSTRASSER,23 OCT 1988,SUI,1f1,,Magglingen (SUI) (i),04 FEB 2017,1038
117,2:24.52,,Dylan CAPWELL,01 JUL 1995,USA,1,,"West Long Branch, NJ (USA) (i)",02 DEC 2017,1038
119,2:24.53,,Bob BERTEMES,15 MAR 1994,LUX,7f1,,Pliezhausen (GER),14 MAY 2017,970
119,2:24.53,,Andreas VOJTA,09 JUN 1989,AUT,2f4,,Andorf (AUT),29 JUL 2017,970
121,2:24.55,,Henry MAKANE,01 MAR 1993,RSA,8,,Johannesburg (RSA),10 FEB 2017,970
122,2:24.59,,Tony CLEMENT,11 OCT 1986,USA,4h1,,"Albuquerque, NM (USA) (i)",04 MAR 2017,1036
123,2:24.61,,Thibault LARPIN,26 MAY 1996,FRA,4f42,,Monaco (MON),21 JUL 2017,968
124,2:24.64,,Josh HANNA,,USA,4,,"Boston, MA (USA) (i)",05 MAR 2017,1035
125,2:24.66,,Abdessalam MACHMACH,01 JAN 1989,ITA,1f1,,Milano (ITA),20 APR 2017,967
126,2:24.68,,Robert DENAULT,27 APR 1993,CAN,4,,"Seattle, WA (USA) (i)",12 FEB 2017,0
126,2:24.68,,Jonas SCHÖPFER,30 JUN 1996,SUI,1,,Willisau (SUI),06 MAY 2017,967
128,2:24.70,,Gabe MONTAGUE,,USA,2f2,,"Boston, MA (USA) (i)",11 FEB 2017,1034
129,2:24.72,,Pascal FURTWÄNGLER,19 JAN 1993,SUI,2,,Willisau (SUI),06 MAY 2017,966
130,2:24.74,,Adrian WYRZYKIEWICZ,06 NOV 1995,POL,4f1,,Spala (POL) (i),28 JAN 2017,1033
130,2:24.74,,Anthony KOSTELAC,04 JUL 1991,USA,6,,NY (USA) (i),18 FEB 2017,1033
132,2:24.76,,Daniel BLOCK,27 DEC 1991,CAN,5,,"Seattle, WA (USA) (i)",12 FEB 2017,0
133,2:24.78,,Szymon ZIĘBA,16 MAR 1999,POL,5f1,,Spala (POL) (i),28 JAN 2017,1032
134,2:24.80,,Mike WYMAN,,USA,3f2,,"Boston, MA (USA) (i)",11 FEB 2017,1032
134,2:24.80,,Brian GAGNON,08 MAY 1987,USA,1,,"Boston, MA (USA) (i)",26 FEB 2017,1032
134,2:24.80,,Luke RUNYAN,,USA,1,,"Fort Wayne, IN (USA) (i)",09 DEC 2017,1032
137,2:24.81,,Marko ARTHOFER,1990,GER,8f1,,Pliezhausen (GER),14 MAY 2017,964
138,2:24.82,,Mahadi ABDI ALI,08 NOV 1995,NED,4f2,,Lisse (NED),13 MAY 2017,964
139,2:24.84,,Jimmy GRESSIER,04 MAY 1997,FRA,1,,St-Pol-sur-Ternoise (FRA),01 MAY 2017,964
140,2:24.94,,Andreas LINDGREEN,18 FEB 1998,DEN,2f1,,Holbaek (DEN),29 AUG 2017,962
141,2:24.95,,Dan CURTS,17 JAN 1996,USA,7,,"Ames, IA (USA) (i)",25 FEB 2017,0
142,2:24.96,,Alek SAUER,22 FEB 1997,USA,1,,"New York, NY (USA) (i)",26 FEB 2017,1028
143,2:25.01,,César LARROSA MOLES,28 APR 1997,ESP,1,,Zaragoza (ESP) (i),23 DEC 2017,1027
144,2:25.03,,Frederik RUPPERT,19 FEB 1997,GER,1,,Bergisch Gladbach (GER),31 AUG 2017,960
145,2:25.04,,Dominic CARRESE,,USA,3f2,,"Boston, MA (USA) (i)",28 JAN 2017,1027
145,2:25.04,,Joshua BELL,,USA,6f1,,"Boston, MA (USA) (i)",11 FEB 2017,1027
147,2:25.05,,Jack SALISBURY,05 JAN 1998,USA,2,,"University Park, PA (USA) (i)",28 JAN 2017,1026
148,2:25.08,,Robby CREESE,30 AUG 1993,USA,5f1,,"University Park, PA (USA) (i)",14 JAN 2017,1026
