Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:19.25,Andrew COSCORAN,18 JUN 1996,IRL,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 JAN 2023,1156
2,2:19.31,Luke MCCANN,12 MAR 1998,IRL,1,,"Armory Track&Field Center, New York, NY (USA)",28 JAN 2023,1154
3,2:19.39,Festus LAGAT,10 OCT 1996,KEN,2,,"Armory Track&Field Center, New York, NY (USA)",28 JAN 2023,1152
4,2:19.91,Benjamin ALLEN,,USA,3,,"Armory Track&Field Center, New York, NY (USA)",28 JAN 2023,1141
5,2:20.02,Joao BUSSOTTI NEVES,10 MAY 1993,ITA,1,,"Palaindoor, Padova (ITA)",11 FEB 2023,1138
6,2:20.06,Eric HOLT,12 MAY 1995,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",04 FEB 2023,1137
7,2:20.29,Juan Diego CASTRO,17 MAY 2000,CRC,1,,"Sports Performance Center, Lubbock, TX (USA)",25 FEB 2023,1132
8,2:20.70,Clayton MURPHY,26 FEB 1995,USA,1,,"Iowa-Recreation Building, Iowa City, IA (USA)",21 JAN 2023,1123
9,2:20.81,Nehemiah TOO,13 APR 1995,KEN,2,,"Sports Performance Center, Lubbock, TX (USA)",25 FEB 2023,1120
10,2:20.89,Takieddine HEDEILLI,06 JUN 1996,ALG,2,,"Iowa-Recreation Building, Iowa City, IA (USA)",21 JAN 2023,1118
11,2:20.90,Robert HEPPENSTALL,28 FEB 1997,CAN,3,,"Iowa-Recreation Building, Iowa City, IA (USA)",21 JAN 2023,1118
12,2:20.98,David NIKOLLI,20 JUN 1994,ALB,2,,"Palaindoor, Padova (ITA)",11 FEB 2023,1116
13,2:21.04,Justin O'TOOLE,,USA,4,,"Armory Track&Field Center, New York, NY (USA)",28 JAN 2023,1115
14,2:21.15,Mitchell BURR,,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2023,1112
15,2:21.34,Alexander STITT,10 JUL 2001,AUS,3,,"Sports Performance Center, Lubbock, TX (USA)",25 FEB 2023,1108
16,2:21.39,Stephen EVANS,1996,CAN,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2023,1107
17,2:21.52,Luciano FIORE,31 OCT 1996,USA,5,,"Armory Track&Field Center, New York, NY (USA)",28 JAN 2023,1104
18,2:21.64,Camden MARSHALL,,USA,1f2,,"Gladstein Fieldhouse Indiana Un., Bloomington, IN (USA)",09 DEC 2022,1101
18,2:21.64,John LEWIS,18 JAN 1996,USA,6,,"Armory Track&Field Center, New York, NY (USA)",28 JAN 2023,1101
20,2:21.70,Drew PIAZZA,28 JAN 1995,USA,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2023,1100
21,2:21.73,Juan Diego CASTRO,17 MAY 2000,CRC,1h1,,"Sports Performance Center, Lubbock, TX (USA)",24 FEB 2023,1099
22,2:21.82,Emanuel GALDINO,,USA,4,,"Sports Performance Center, Lubbock, TX (USA)",25 FEB 2023,1097
23,2:21.94,Eric GIBSON,,USA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",04 FEB 2023,1095
24,2:21.97,Olivier DESMEULES,06 MAY 2000,CAN,1f1,,"Ashenfelter Indoor Track, State College, PA (USA)",14 JAN 2023,1094
25,2:21.99,Yukichi ISHII,2002,JPN,2f1,,"Ashenfelter Indoor Track, State College, PA (USA)",14 JAN 2023,1094
26,2:22.13,Quintan FAST,2001,CAN,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2023,1090
27,2:22.15,Jude WHEELER-DEE,2003,CAN,1f1,,"Tomlinson Fieldhouse, Montréal (CAN)",27 JAN 2023,1090
28,2:22.26,Cruz GOMEZ,,USA,5,,"Sports Performance Center, Lubbock, TX (USA)",25 FEB 2023,1088
29,2:22.27,Fernando MORALES,,USA,6,,"Sports Performance Center, Lubbock, TX (USA)",25 FEB 2023,1087
30,2:22.28,TJ ROBINSON JR,2002,USA,7,,"Sports Performance Center, Lubbock, TX (USA)",25 FEB 2023,1087
