Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:18.60,Clayton MURPHY,26 FEB 1995,USA,1,,"Albuquerque, NM (USA)",05 MAR 2017,1171
2,2:19.10,Brannon KIDDER,18 NOV 1993,USA,2,,"Albuquerque, NM (USA)",05 MAR 2017,1159
3,2:19.92,Brannon KIDDER,18 NOV 1993,USA,1,,"New York, NY (USA)",11 FEB 2017,1140
4,2:20.39,Andrew WHEATING,21 NOV 1987,USA,3,,"Albuquerque, NM (USA)",05 MAR 2017,1130
5,2:20.40,Robby ANDREWS,29 MAR 1991,USA,4,,"Albuquerque, NM (USA)",05 MAR 2017,1129
6,2:20.54,Neil GOURLEY,07 FEB 1995,GBR,1f1,,"Blacksburg, VA (USA)",18 FEB 2017,1126
7,2:20.56,Konstantin KHOLMOGOROV,07 FEB 1996,RUS,1,,Yekaterinburg (RUS),07 JAN 2017,1126
8,2:20.72,Andrew WHEATING,21 NOV 1987,USA,1f1,,"Boston, MA (USA)",11 FEB 2017,1122
9,2:21.06,Casimir LOXSOM,17 MAR 1991,USA,2,,"New York, NY (USA)",11 FEB 2017,1114
10,2:21.23,Robby ANDREWS,29 MAR 1991,USA,1f1,,"Boston, MA (USA)",28 JAN 2017,1111
11,2:21.43,David TORRENCE,26 NOV 1985,PER,3,,"New York, NY (USA)",11 FEB 2017,1106
12,2:21.48,Edose IBADIN,27 FEB 1993,USA,1,,NY (USA),18 FEB 2017,1105
13,2:21.51,Charles JOCK,23 NOV 1989,USA,2,,NY (USA),18 FEB 2017,1104
14,2:21.52,Noah KAUPPILA,15 MAR 1996,USA,2f1,,"Boston, MA (USA)",11 FEB 2017,1104
15,2:21.56,Andrew WHEATING,21 NOV 1987,USA,1h2,,"Albuquerque, NM (USA)",04 MAR 2017,1103
16,2:21.57,Clayton MURPHY,26 FEB 1995,USA,2h2,,"Albuquerque, NM (USA)",04 MAR 2017,1103
17,2:21.63,Vincent CIATTEI,21 JAN 1995,USA,2f1,,"Blacksburg, VA (USA)",18 FEB 2017,1102
18,2:21.64,Drew WINDLE,22 JUL 1992,USA,5,,"Albuquerque, NM (USA)",05 MAR 2017,1101
19,2:21.79,Donavan BRAZIER,15 APR 1997,USA,4,,"New York, NY (USA)",11 FEB 2017,1098
20,2:21.80,Robby ANDREWS,29 MAR 1991,USA,3h2,,"Albuquerque, NM (USA)",04 MAR 2017,1098
21,2:21.91,Hans ROELLE,31 MAR 1992,USA,4h2,,"Albuquerque, NM (USA)",04 MAR 2017,1095
22,2:21.96,Joseph WHITE,16 NOV 1995,USA,1f1,,"University Park, PA (USA)",14 JAN 2017,1094
23,2:22.00,Brandon LASATER,09 OCT 1992,USA,5h2,,"Albuquerque, NM (USA)",04 MAR 2017,1093
24,2:22.06,Andrew OSAGIE,19 FEB 1988,GBR,5,,"New York, NY (USA)",11 FEB 2017,1092
25,2:22.13,Brannon KIDDER,18 NOV 1993,USA,1h1,,"Albuquerque, NM (USA)",04 MAR 2017,1090
26,2:22.14,Isaiah HARRIS,18 OCT 1996,USA,2f1,,"University Park, PA (USA)",14 JAN 2017,1090
27,2:22.20,Brandon LASATER,09 OCT 1992,USA,2f1,,"Boston, MA (USA)",28 JAN 2017,1089
28,2:22.29,Hans ROELLE,31 MAR 1992,USA,6,,"Albuquerque, NM (USA)",05 MAR 2017,1087
29,2:22.30,Tom MARSHALL,12 JUN 1989,GBR,1,,Cardiff (GBR),15 JAN 2017,1087
30,2:22.49,Brandon LASATER,09 OCT 1992,USA,7,,"Albuquerque, NM (USA)",05 MAR 2017,1082
31,2:22.50,Nicolas MORIN,1994,CAN,3f1,,"Boston, MA (USA)",11 FEB 2017,1082
32,2:22.57,Aleksey BUTRANOV,18 AUG 1991,RUS,1f2,,Moskva (RUS),10 JAN 2017,1081
32,2:22.57,Paul DUFFEY,21 NOV 1994,USA,1,,"Boston, MA (USA)",05 MAR 2017,1081
34,2:22.58,Patrick PETERSON,26 AUG 1992,USA,3f1,,"Boston, MA (USA)",28 JAN 2017,1080
35,2:22.70,Daniel JASKOWAK,21 APR 1994,USA,3f1,,"Blacksburg, VA (USA)",18 FEB 2017,1078
35,2:22.70,Edwin HERRING,04 NOV 1991,USA,2h1,,"Albuquerque, NM (USA)",04 MAR 2017,1078
37,2:22.72,Drew PIAZZA,28 JAN 1995,USA,1f1,,"Blacksburg, VA (USA)",20 JAN 2017,1077
38,2:22.79,Neil GOURLEY,07 FEB 1995,GBR,2f1,,"Blacksburg, VA (USA)",20 JAN 2017,1076
39,2:22.81,Jeff TWEEDLE,1994,CAN,4f1,,"Boston, MA (USA)",28 JAN 2017,1075
40,2:22.86,Matti GROLL,08 MAY 1995,FIN,4f1,,"Boston, MA (USA)",11 FEB 2017,1074
41,2:23.01,Colin SCHULTZ,,USA,2,,"Boston, MA (USA)",05 MAR 2017,1071
42,2:23.06,Domenic PERRETTA,25 SEP 1997,USA,3f1,,"University Park, PA (USA)",14 JAN 2017,1070
43,2:23.13,Sacha SMART,1994,CAN,1f3,,Toronto (CAN),24 FEB 2017,1068
44,2:23.16,Diego ZARATE,03 SEP 1997,USA,4f1,,"Blacksburg, VA (USA)",18 FEB 2017,1068
45,2:23.19,Patryk KOZŁOWSKI,10 NOV 1998,POL,1f1,,Spala (POL),28 JAN 2017,1067
46,2:23.31,Spencer BROWN,23 JUL 1997,USA,4f1,,"University Park, PA (USA)",14 JAN 2017,1064
46,2:23.31,Ryan WIDZGOWSKI,,USA,1f2,,"Boston, MA (USA)",28 JAN 2017,1064
48,2:23.33,Michael TAMAYO,,USA,5f1,,"Boston, MA (USA)",11 FEB 2017,1064
48,2:23.33,Brandon LASATER,09 OCT 1992,USA,3,,NY (USA),18 FEB 2017,1064
50,2:23.35,Derek HOLDSWORTH,12 FEB 1996,USA,4,,NY (USA),18 FEB 2017,1063
51,2:23.47,Michał KITLIŃSKI,14 MAY 1998,POL,2f1,,Spala (POL),28 JAN 2017,1061
52,2:23.62,Vincent CIATTEI,21 JAN 1995,USA,3f1,,"Blacksburg, VA (USA)",20 JAN 2017,1058
53,2:23.66,Billy LOONEY,23 JUN 1993,USA,5f1,,"Boston, MA (USA)",28 JAN 2017,1057
54,2:23.70,Shaquille WALKER,24 JUN 1993,USA,6,,"New York, NY (USA)",11 FEB 2017,1056
55,2:23.71,Edwin HERRING,04 NOV 1991,USA,8,,"Albuquerque, NM (USA)",05 MAR 2017,1056
56,2:23.76,Bartosz KOTŁOWSKI,03 SEP 1992,POL,1,,Toruń (POL),28 JAN 2017,1054
56,2:23.76,Tommy LAND,1994,CAN,2f3,,Toronto (CAN),24 FEB 2017,1054
58,2:23.85,Patrick GREGORY,,USA,2f2,,"Boston, MA (USA)",28 JAN 2017,1052
59,2:23.87,Patryk SIERADZKI,06 OCT 1998,POL,3f1,,Spala (POL),28 JAN 2017,1052
59,2:23.87,Corey BELLEMORE,01 DEC 1994,CAN,3f3,,Toronto (CAN),24 FEB 2017,1052
61,2:23.99,Colin SCHULTZ,,USA,1h3,,"Boston, MA (USA)",04 MAR 2017,1049
