Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:16.16,Shane STREICH,19 SEP 1996,USA,1,,"Norton Sports Center, Louisville, KY (USA)",12 FEB 2022,1228
2,2:17.40,Luke MCCANN,12 MAR 1998,IRL,2,,"Norton Sports Center, Louisville, KY (USA)",12 FEB 2022,1198
3,2:17.43,Abraham ALVARADO,04 AUG 1995,USA,3,,"Norton Sports Center, Louisville, KY (USA)",12 FEB 2022,1198
4,2:18.79,Abdelati EL GUESSE,27 FEB 1993,MAR,1,,"Stade couvert Jesse Owens, Val-de-Reuil (FRA)",14 FEB 2022,1166
5,2:19.01,Quamel PRINCE,20 APR 1994,GUY,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",12 FEB 2022,1161
6,2:19.14,Adam KSZCZOT,02 SEP 1989,POL,2,,"Stade couvert Jesse Owens, Val-de-Reuil (FRA)",14 FEB 2022,1158
7,2:19.17,Luciano FIORE,31 OCT 1996,USA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",12 FEB 2022,1157
8,2:19.40,Oussama NABIL,18 FEB 1996,MAR,3,,"Stade couvert Jesse Owens, Val-de-Reuil (FRA)",14 FEB 2022,1152
9,2:19.59,Benjamin ROBERT,04 JAN 1998,FRA,4,,"Stade couvert Jesse Owens, Val-de-Reuil (FRA)",14 FEB 2022,1148
10,2:19.84,Gabriel TUAL,09 APR 1998,FRA,5,,"Stade couvert Jesse Owens, Val-de-Reuil (FRA)",14 FEB 2022,1142
11,2:19.91,John LEWIS,18 JAN 1996,USA,1,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA)",08 JAN 2022,1141
12,2:19.99,Moad ZAHAFI,09 MAY 1998,MAR,1f1,,"Sports Performance Center, Lubbock, TX (USA)",12 FEB 2022,1139
13,2:20.07,Seb ANTHONY,16 FEB 1997,GBR,1f1,,"Rector Fieldhouse, Blacksburg, VA (USA)",21 JAN 2022,1137
14,2:20.10,Festus LAGAT,10 OCT 1996,KEN,1f4,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",03 DEC 2021,1136
15,2:20.14,Benjamin ALLEN,,USA,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",12 FEB 2022,1135
