Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:18.12,,Bernard LAGAT,12 DEC 1974,USA,1,,Karlsruhe (GER) (i),11 FEB 2007,1182
2,2:18.75,,Arnoud OKKEN,20 APR 1982,NED,2,,Karlsruhe (GER) (i),11 FEB 2007,1167
3,2:19.47,,Tarek BOUKENSA,19 NOV 1981,ALG,3,,Karlsruhe (GER) (i),11 FEB 2007,1151
4,2:19.54,,Anter ZERGUELAINE,04 JAN 1985,ALG,4,,Karlsruhe (GER) (i),11 FEB 2007,1149
5,2:20.75,,Abraham CHEPKIRWOK,18 NOV 1988,UGA,5,,Karlsruhe (GER) (i),11 FEB 2007,1121
6,2:20.79,,Dávid TAKÁCS,15 FEB 1986,HUN,6,,Karlsruhe (GER) (i),11 FEB 2007,1121
7,2:20.84,,Miguel QUESADA,18 SEP 1979,ESP,7,,Karlsruhe (GER) (i),11 FEB 2007,1119
8,2:20.93,,Florent LACASSE,21 JAN 1981,FRA,8,,Karlsruhe (GER) (i),11 FEB 2007,1117
9,2:21.12,,James NOLAN,27 JAN 1977,IRL,9,,Karlsruhe (GER) (i),11 FEB 2007,1113
10,2:22.27,,Rizak DIRSHE,05 JAN 1972,SWE,1,,Malmö (SWE) (i),21 JAN 2007,1087
11,2:22.29,,Tim BAYLEY,04 OCT 1981,GBR,1,,"Boston, MA (USA) (i)",26 JAN 2007,1087
12,2:22.50,,Vyacheslav SHABUNIN,27 SEP 1969,RUS,1,,Moskva (RUS) (i),13 JAN 2007,1082
13,2:22.94,,Ramil ARITKULOV,01 MAR 1978,RUS,2,,Moskva (RUS) (i),13 JAN 2007,1073
14,2:23.12,,Tim KAIJALLA,13 APR 1986,USA,1,,"University Park, PA (USA) (i)",27 JAN 2007,1069
15,2:23.29,,Rob MYERS,05 AUG 1980,USA,1,,"Columbus, OH (USA) (i)",17 FEB 2007,1065
16,2:23.32,,Vyacheslav SOKOLOV,15 DEC 1984,RUS,3,,Moskva (RUS) (i),13 JAN 2007,1064
17,2:23.41,,Peter VAN DER WESTHUIZEN,21 DEC 1984,RSA,1,,"Lincoln, NE (USA) (i)",20 JAN 2007,1062
18,2:23.82,,Jozef PELIKÁN,29 JUL 1984,SVK,1,,Wien (AUT) (i),19 JAN 2007,1053
