Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:16.27,Bryce HOPPEL,05 SEP 1997,USA,1,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1225
2,2:17.10,Marco AROP,20 SEP 1998,CAN,2,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1206
3,2:17.20,Charlie DA'VALL GRICE,07 NOV 1993,GBR,3,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1203
4,2:18.68,Neil GOURLEY,07 FEB 1995,GBR,1f1,,"Rector Fieldhouse, Blacksburg, VA (USA)",22 JAN 2021,1169
5,2:19.45,Lukáš HODBOĎ,02 MAR 1996,CZE,1,,"Stromovka, Praha (CZE)",23 JAN 2021,1151
6,2:19.62,Filip SASÍNEK,08 JAN 1996,CZE,2,,"Stromovka, Praha (CZE)",23 JAN 2021,1147
7,2:19.69,Diego ZARATE,03 SEP 1997,USA,2f1,,"Rector Fieldhouse, Blacksburg, VA (USA)",22 JAN 2021,1146
8,2:19.77,Jan FRIŠ,19 DEC 1995,CZE,3,,"Stromovka, Praha (CZE)",23 JAN 2021,1144
9,2:19.98,Filip ŠNEJDR,16 APR 1995,CZE,4,,"Stromovka, Praha (CZE)",23 JAN 2021,1139
10,2:20.44,Daniel KOTYZA,05 OCT 2000,CZE,5,,"Stromovka, Praha (CZE)",23 JAN 2021,1128
11,2:21.03,Drew PIAZZA,28 JAN 1995,USA,4,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1115
12,2:21.07,Quamel PRINCE,20 APR 1994,GUY,1,,"Virginia Beach Sports Center, Virginia Beach, VA (USA)",30 JAN 2021,1114
13,2:21.25,Jacob DUMFORD,,USA,2,,"Virginia Beach Sports Center, Virginia Beach, VA (USA)",30 JAN 2021,1110
14,2:21.63,Willy FINK,07 MAR 1994,USA,3f1,,"Rector Fieldhouse, Blacksburg, VA (USA)",22 JAN 2021,1102
15,2:21.84,Konstantin KHOLMOGOROV,07 FEB 1996,RUS,1,,"IFKiS OGPU Arena, Orenburg (RUS)",30 JAN 2021,1097
16,2:21.90,Konstantin KHOLMOGOROV,07 FEB 1996,RUS,1,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2021,1096
17,2:22.41,Alex AMANKWA,02 MAR 1992,GHA,3,,"Virginia Beach Sports Center, Virginia Beach, VA (USA)",30 JAN 2021,1084
18,2:22.66,Kenneth HAGEN,05 FEB 1996,USA,4,,"Virginia Beach Sports Center, Virginia Beach, VA (USA)",30 JAN 2021,1079
19,2:22.81,Bashir MOSAVEL-LO,01 APR 1999,USA,4f1,,"Rector Fieldhouse, Blacksburg, VA (USA)",22 JAN 2021,1075
20,2:22.92,Victor PALUMBO,1993,USA,5,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1073
21,2:23.06,Ian RITCHIE,,USA,1,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 MAR 2021,1070
22,2:23.11,Didrik WARLO,12 JAN 1999,NOR,1,,"Bærum Idrettspark, Rud, Bærum (NOR)",13 FEB 2021,1069
23,2:23.15,Garrett O'TOOLE,22 MAR 1996,USA,1,,"CrossPlex Athletic Facility, Birmingham, AL (USA)",24 JAN 2021,1068
24,2:23.19,Benjamin FLEMING,12 APR 1999,USA,5f1,,"Rector Fieldhouse, Blacksburg, VA (USA)",22 JAN 2021,1067
25,2:23.24,Danil STRELNIKOV,03 MAY 1992,RUS,2,,"IFKiS OGPU Arena, Orenburg (RUS)",30 JAN 2021,1066
26,2:23.27,Anton KULYATIN,31 AUG 1991,RUS,2,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2021,1065
27,2:23.40,Nikolay GORIN,03 JAN 1995,RUS,3,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2021,1062
28,2:23.49,Amon KEMBOI,,KEN,1f2,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",16 JAN 2021,1060
29,2:23.58,Robby ANDREWS,29 MAR 1991,USA,2,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 MAR 2021,1058
30,2:23.59,Ethan MILLS,07 JUN 2001,USA,1,,"Rector Fieldhouse, Blacksburg, VA (USA)",19 FEB 2021,1058
31,2:23.61,Antonio LÓPEZ,15 APR 2000,ESP,6f1,,"Rector Fieldhouse, Blacksburg, VA (USA)",22 JAN 2021,1058
32,2:23.70,Takieddine HEDEILLI,06 JUN 1996,ALG,1,,"Sports Performance Center, Lubbock, TX (USA)",27 FEB 2021,1056
33,2:23.76,Hakim SALEH,21 MAY 1996,CZE,6,,"Stromovka, Praha (CZE)",23 JAN 2021,1054
34,2:23.91,Alex KAY,2000,USA,7f1,,"Rector Fieldhouse, Blacksburg, VA (USA)",22 JAN 2021,1051
35,2:23.92,Igor RASHCHUPKIN,03 SEP 1997,RUS,1f3,,"Znamenskikh Arena, Moskva (RUS)",11 JAN 2021,1051
36,2:23.96,Owen LIKINS,,USA,2,,"Sports Performance Center, Lubbock, TX (USA)",27 FEB 2021,1050
