Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:13.49,,Ayanleh SOULEIMAN,03 DEC 1992,DJI,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016,1214
2,2:13.89,,Robert BIWOTT,28 JAN 1996,KEN,2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016,1205
3,2:13.95,,Jonathan KITILIT,06 JUL 1995,KEN,3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016,1204
4,2:14.23,,Asbel KIPROP,30 JUN 1989,KEN,4,,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016,1197
5,2:14.30,,Marcin LEWANDOWSKI,13 JUN 1987,POL,5,,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016,1196
6,2:16.67,,Matthew CENTROWITZ,18 OCT 1989,USA,6,,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016,1141
7,2:16.68,,Nicholas Kiplangat KIPKOECH,22 OCT 1992,KEN,7,,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016,1141
8,2:16.95,,Filip INGEBRIGTSEN,20 APR 1993,NOR,8,,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016,1135
9,2:17.02,,Thijmen KUPERS,04 OCT 1991,NED,2,,"Globe Arena, Stockholm (SWE) (i)",17 FEB 2016,1207
10,2:17.09,,Elijah Motonei MANANGOI,05 JAN 1993,KEN,3,,"Globe Arena, Stockholm (SWE) (i)",17 FEB 2016,1206
11,2:17.66,,Hamada MOHAMED,22 OCT 1992,EGY,1f1,,Göteborg (SWE),15 JUL 2016,1119
12,2:17.67,,Johan ROGESTEDT,27 JAN 1993,SWE,2f1,,Göteborg (SWE),15 JUL 2016,1119
13,2:18.24,,Manuel OLMEDO,17 MAY 1983,ESP,1,,Antequera (ESP) (i),16 JAN 2016,1179
14,2:18.26,,Brannon KIDDER,18 NOV 1993,USA,1,,"University Park, PA (USA) (i)",16 JAN 2016,1178
15,2:18.27,,Jakub HOLUŠA,20 FEB 1988,CZE,4,,"Globe Arena, Stockholm (SWE) (i)",17 FEB 2016,1178
16,2:18.5h,,Ismael DEBJANI,25 SEP 1990,BEL,1f1,,Dilbeek (BEL),20 JUL 2016,1100
17,2:18.54,,Timo BENITZ,24 DEC 1991,GER,1f2,,Pliezhausen (GER),08 MAY 2016,1099
18,2:18.56,,Michał ROZMYS,13 MAR 1995,POL,1,,Goleniow (POL),27 AUG 2016,1099
