Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:17.00,Matthew CENTROWITZ,18 OCT 1989,USA,1,,"Reggie Lewis Center, Boston, MA (USA)",07 FEB 2015,1208
2,2:18.30,Patrick CASEY,23 MAY 1990,USA,2,,"Reggie Lewis Center, Boston, MA (USA)",07 FEB 2015,1178
3,2:19.12,Erik SOWINSKI,21 DEC 1989,USA,3,,"Reggie Lewis Center, Boston, MA (USA)",07 FEB 2015,1159
4,2:19.24,André OLIVIER,29 DEC 1989,RSA,1,,Metz (FRA),25 FEB 2015,1156
5,2:19.45,Jakub HOLUŠA,20 FEB 1988,CZE,2,,Metz (FRA),25 FEB 2015,1151
6,2:19.85,Robby ANDREWS,29 MAR 1991,USA,1h1,,"Boston, MA (USA)",28 FEB 2015,1142
7,2:19.92,Kyle MERBER,19 NOV 1990,USA,2h1,,"Boston, MA (USA)",28 FEB 2015,1140
8,2:19.93,Vincent KIBET,06 MAY 1991,KEN,3,,Metz (FRA),25 FEB 2015,1140
9,2:20.02,Michael RUTT,28 OCT 1987,USA,3h1,,"Boston, MA (USA)",28 FEB 2015,1138
10,2:20.24,Robby CREESE,30 AUG 1993,USA,1,,"University Park, PA (USA)",17 JAN 2015,1133
11,2:20.33,Harun ABDA,01 JAN 1990,USA,4,,"Reggie Lewis Center, Boston, MA (USA)",07 FEB 2015,1131
12,2:20.40,Fouad EL KAAM,27 MAY 1988,MAR,4,,Metz (FRA),25 FEB 2015,1129
13,2:20.52,Cory LESLIE,24 OCT 1989,USA,4h1,,"Boston, MA (USA)",28 FEB 2015,1127
14,2:20.83,Brendon FISH,,USA,1,,"New Haven, CT (USA)",24 JAN 2015,1120
15,2:20.84,Bryan CANTERO,28 APR 1991,FRA,5,,Metz (FRA),25 FEB 2015,1119
16,2:21.02,Charles PHILIBERT-THIBOUTOT,31 DEC 1990,CAN,1f1,,Montréal (CAN),23 JAN 2015,1115
17,2:21.04,Spencer HAIK,24 NOV 1995,USA,2,,"New Haven, CT (USA)",24 JAN 2015,1115
18,2:21.10,Jesse GARN,04 JUN 1993,USA,2,,"University Park, PA (USA)",17 JAN 2015,1114
19,2:21.18,Erik SOWINSKI,21 DEC 1989,USA,1,,"New York, NY (USA)",14 FEB 2015,1112
20,2:21.23,Robby ANDREWS,29 MAR 1991,USA,2,,"New York, NY (USA)",14 FEB 2015,1111
21,2:21.35,Sacha SMART,1994,CAN,1f2,,Montréal (CAN),23 JAN 2015,1108
22,2:21.60,Ned WILLIG,08 FEB 1994,USA,1f1,,"Boston, MA (USA)",31 JAN 2015,1102
23,2:21.66,Joseph GIOIELLI,,USA,2f1,,"Boston, MA (USA)",31 JAN 2015,1101
24,2:21.71,Cole WILLIAMS,19 FEB 1993,USA,1,,"New York, NY (USA)",01 MAR 2015,1100
25,2:21.87,Joseph GIOIELLI,,USA,5h1,,"Boston, MA (USA)",28 FEB 2015,1096
26,2:21.91,Stepan POISTOGOV,14 DEC 1986,RUS,1f1,,Yekaterinburg (RUS),07 JAN 2015,1095
26,2:21.91,Robby ANDREWS,29 MAR 1991,USA,1,,"Boston, MA (USA)",01 MAR 2015,1095
28,2:21.95,James GILREATH,07 AUG 1989,USA,6h1,,"Boston, MA (USA)",28 FEB 2015,1095
