Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,10.78,+0.8,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,1,,"Hayward Field, Eugene, OR (USA)",03 JUL 2010,1248
2,10.82,+0.4,Carmelita JETER,24 NOV 1979,USA,1,,"Stade Louis II, Monaco (MON)",22 JUL 2010,1239
3,10.84,+1.8,Kelly-Ann BAPTISTE,14 OCT 1986,TTO,1f1,,"Clermont, FL (USA)",05 JUN 2010,1235
4,10.90,+1.8,Shalonda SOLOMON,19 DEC 1985,USA,2f1,,"Clermont, FL (USA)",05 JUN 2010,1222
5,10.96,+1.4,Kerron STEWART,16 APR 1984,JAM,2,,Kingston (JAM),01 MAY 2010,1209
6,10.97,+1.2,LaShauntea MOORE,31 JUL 1983,USA,1,,Maringa (BRA),30 MAY 2010,1206
6,10.97,0.0,Marshevet HOOKER,25 SEP 1984,USA,3,,"Letzigrund, Zürich (SUI)",19 AUG 2010,1206
8,11.00,+0.3,Blessing OKAGBARE,09 OCT 1988,NGR,1h1,,"Crystal Palace, London (GBR)",14 AUG 2010,1200
9,11.02,+0.3,Sherone SIMPSON,12 AUG 1984,JAM,3,,"International Stadium, Gateshead (GBR)",10 JUL 2010,1195
10,11.04,+1.8,Alexandria ANDERSON,28 JAN 1987,USA,3f1,,"Clermont, FL (USA)",05 JUN 2010,1191
11,11.05,+1.7,Yelena NEVMERZHITSKAYA,27 JUL 1980,BLR,1,,Grodno (BLR),26 JUN 2010,1189
12,11.08,+0.4,Sheri-Ann BROOKS,11 FEB 1983,JAM,1,,Baie Mahault (FRA),01 MAY 2010,1182
13,11.10,-0.6,Verena SAILER,16 OCT 1985,GER,1,,"Estadio Olímpico, Barcelona (ESP)",29 JUL 2010,1181
14,11.11,+2.0,Laura TURNER,12 AUG 1982,GBR,1f1,,La Chaux-de-Fonds (SUI),04 JUL 2010,1176
14,11.11,-0.6,Véronique MANG,15 DEC 1984,FRA,2,,"Estadio Olímpico, Barcelona (ESP)",29 JUL 2010,1179
16,11.13,+2.0,Gabrielle MAYO,26 JAN 1989,USA,1,,"Austin, TX (USA)",03 APR 2010,1172
16,11.13,+1.5,Chandra STURRUP,12 SEP 1971,BAH,1,,"Mestský Stadion, Ostrava (CZE)",27 MAY 2010,1172
18,11.14,+1.2,Carrie RUSSELL,18 OCT 1990,JAM,3h1,,"International Stadium, Gateshead (GBR)",10 JUL 2010,1169
19,11.15,+0.4,Gloria ASUMNU,22 MAY 1985,USA,2,,Baie Mahault (FRA),01 MAY 2010,1167
