Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,10.86,+1.2,Chryste GAINES,14 SEP 1970,USA,1,,"Stade Louis II, Monaco (MON)",14 SEP 2003,1231
2,10.89,0.0,Chandra STURRUP,12 SEP 1971,BAH,1f1,,"Stadio Olimpico, Roma (ITA)",11 JUL 2003,1224
3,10.93,+0.9,Torri EDWARDS,31 JAN 1977,USA,1,,"Stade de France, Paris-St-Denis (FRA)",24 AUG 2003,1215
4,10.97,+1.2,Debbie FERGUSON,16 JAN 1976,BAH,1,,Durban (RSA),11 APR 2003,1206
5,11.01,+0.8,Christine ARRON,13 SEP 1973,FRA,1sf1,,"Stade de France, Paris-St-Denis (FRA)",24 AUG 2003,1198
6,11.03,+0.9,Katerina THANOU,01 FEB 1975,GRE,3,,"Stade de France, Paris-St-Denis (FRA)",24 AUG 2003,1193
7,11.04,+0.8,Muna LEE,30 OCT 1981,USA,1,,"Walnut, CA (USA)",19 APR 2003,1191
8,11.05,+1.7,Natalya VINOGRADOVA,28 FEB 1973,BLR,1,,Minsk (BLR),28 JUN 2003,1189
9,11.07,+0.9,Aleen BAILEY,25 NOV 1980,JAM,5,,"Stade de France, Paris-St-Denis (FRA)",24 AUG 2003,1185
10,11.08,0.0,Fana ASHBY,15 JUN 1981,TTO,1h3,,"Levelland, TX (USA)",09 MAY 2003,1182
10,11.08,+0.7,LaTasha COLANDER,23 AUG 1976,USA,2,,"Eugene, OR (USA)",24 MAY 2003,1182
10,11.08,-0.1,Muriel HURTIS,25 MAR 1979,FRA,4f1,,Zürich (SUI),15 AUG 2003,1182
13,11.09,+0.8,Natasha JOE-MAYERS,10 MAR 1979,VIN,2,,"Walnut, CA (USA)",19 APR 2003,1180
13,11.09,+2.0,Mary ONYALI-OMAGBEMI,03 FEB 1968,NGR,1,,"Austin, TX (USA)",03 MAY 2003,1180
15,11.11,+0.2,Marina KISLOVA,12 DEC 1978,RUS,1,,Luzern (SUI),25 JUN 2003,1176
15,11.11,+0.9,Gail DEVERS,19 NOV 1966,USA,6,,"Stade de France, Paris-St-Denis (FRA)",24 AUG 2003,1176
17,11.12,+1.6,Lauryn WILLIAMS,11 SEP 1983,USA,1,,Santo Domingo (DOM),06 AUG 2003,1174
18,11.14,+0.7,Ivet LALOVA-COLLIO,18 MAY 1984,BUL,1,,Sofia (BUL),14 JUN 2003,1169
19,11.15,+1.5,Erica WHIPPLE,04 DEC 1982,USA,2,,"Knoxville, TN (USA)",18 MAY 2003,1167
19,11.15,+1.6,Angela WILLIAMS,30 JAN 1980,USA,2,,Santo Domingo (DOM),06 AUG 2003,1167
19,11.15,0.0,Karin MAYR-KRIFKA,04 JUN 1971,AUT,1,,Salzburg (AUT),09 AUG 2003,1167
22,11.16,+1.0,Inger MILLER,12 JUN 1972,USA,1,,"Modesto, CA (USA)",10 MAY 2003,1165
22,11.16,0.0,Endurance OJOKOLO,29 SEP 1975,NGR,1sf2,,Abuja (NGR),12 OCT 2003,1165
24,11.17,+1.8,Brigitte Ann FOSTER-HYLTON,07 NOV 1974,JAM,1,,La Habana (CUB),31 MAY 2003,1163
25,11.18,-0.2,Lyubov PEREPELOVA,26 FEB 1979,UZB,1,,Tashkent (UZB),05 SEP 2003,1162
26,11.20,+1.2,Geraldine PILLAY,25 AUG 1977,RSA,2,,Durban (RSA),11 APR 2003,1157
26,11.20,+0.4,Elva GOULBOURNE,21 JAN 1980,JAM,2,,Kingston (JAM),20 JUN 2003,1157
26,11.20,+0.3,Yuliya TABAKOVA,01 MAY 1980,RUS,1,,Malmö (SWE),12 AUG 2003,1157
26,11.20,-0.1,Susanthika JAYASINGHE,17 DEC 1975,SRI,1h4,,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003,1157
30,11.21,-0.6,LaTasha JENKINS,19 DEC 1977,USA,3,,Ciudad de México (MEX),03 MAY 2003,1157
30,11.21,+1.5,Kim GEVAERT,05 AUG 1978,BEL,1,,Valencia (ESP),24 MAY 2003,1154
30,11.21,+1.7,Consuella MOORE,29 AUG 1981,USA,3,,"Fairfax, VA (USA)",31 MAY 2003,1154
30,11.21,+0.7,Nolle GRAHAM,12 SEP 1981,JAM,1,,"Bloomington, IN (USA)",19 JUL 2003,1154
