Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,6.45,,Trell KIMMONS,13 JUL 1985,USA,1,,"Albuquerque, NM (USA) (i)",26 FEB 2012,1239
2,6.46,,Justin GATLIN,10 FEB 1982,USA,1,,"Ataköy Arena, Istanbul (TUR) (i)",10 MAR 2012,1233
3,6.47,,Lerone CLARKE,07 JUL 1981,JAM,1,,"National Indoor Arena, Birmingham (GBR) (i)",18 FEB 2012,1227
4,6.49,,Nesta CARTER,11 OCT 1985,JAM,2,,"National Indoor Arena, Birmingham (GBR) (i)",18 FEB 2012,1215
5,6.50,,Asafa POWELL,23 NOV 1982,JAM,3,,"National Indoor Arena, Birmingham (GBR) (i)",18 FEB 2012,1210
6,6.52,,Jeff DEMPS,08 JAN 1990,USA,1h1,,"Nampa, ID (USA) (i)",09 MAR 2012,1198
7,6.53,,Jimmy VICAUT,27 FEB 1992,FRA,1,,Düsseldorf (GER) (i),10 FEB 2012,1192
8,6.55,,Harry ADAMS,27 NOV 1989,USA,1,,"Birmingham, AL (USA) (i)",21 JAN 2012,1181
8,6.55,,Yunier PÉREZ,16 FEB 1985,CUB,1,,Gent (BEL) (i),18 FEB 2012,1181
8,6.55,,Philippe DEROSIER,11 APR 1984,USA,1sf1,,"Albuquerque, NM (USA) (i)",26 FEB 2012,1181
11,6.56,,Kemar HYMAN,11 OCT 1989,CAY,2,,"Birmingham, AL (USA) (i)",21 JAN 2012,1175
11,6.56,,Richard THOMPSON,07 JUN 1985,TTO,1h1,,"Fayetteville, AR (USA) (i)",11 FEB 2012,1175
11,6.56,,Kim COLLINS,05 APR 1976,SKN,2h1,,"National Indoor Arena, Birmingham (GBR) (i)",18 FEB 2012,1175
14,6.57,,Christophe LEMAITRE,11 JUN 1990,FRA,2,,Liévin (FRA) (i),14 FEB 2012,1170
14,6.57,,Andrew RILEY,06 SEP 1988,JAM,2,,"Nampa, ID (USA) (i)",10 MAR 2012,1170
16,6.58,,Ramil GULIYEV,29 MAY 1990,TUR,1,,Sumy (UKR) (i),13 JAN 2012,1164
16,6.58,,Ryan MILUS,19 SEP 1990,USA,2f2,,"Albuquerque, NM (USA) (i)",10 FEB 2012,1164
16,6.58,,Dwain CHAMBERS,05 APR 1978,GBR,1,,Sheffield (GBR) (i),12 FEB 2012,1164
16,6.58,,Rakieem SALAAM,05 APR 1990,USA,1h2,,"Albuquerque, NM (USA) (i)",25 FEB 2012,1164
16,6.58,,D'Angelo CHERRY,01 AUG 1990,USA,3,,"Albuquerque, NM (USA) (i)",26 FEB 2012,1164
21,6.59,,Julian REUS,29 APR 1988,GER,1,,Chemnitz (GER) (i),27 JAN 2012,1158
21,6.59,,Justyn WARNER,28 JUN 1987,CAN,1,,Toronto (CAN) (i),29 JAN 2012,1158
21,6.59,,Gerald PHIRI,06 OCT 1988,ZAM,4,,"Fayetteville, AR (USA) (i)",11 FEB 2012,1158
21,6.59,,Terrell WILKS,30 DEC 1989,USA,6,,"National Indoor Arena, Birmingham (GBR) (i)",18 FEB 2012,1158
21,6.59,,Hasan HEYDARPOOR,31 JAN 1988,IRI,1sf1,,Hangzhou (CHN) (i),18 FEB 2012,1158
21,6.59,,Joshua NORMAN,26 JUL 1980,USA,3sf2,,"Albuquerque, NM (USA) (i)",26 FEB 2012,1158
21,6.59,,Maurice MITCHELL,22 DEC 1989,USA,2h1,,"Nampa, ID (USA) (i)",09 MAR 2012,1158
28,6.60,,Reggie DIXON,07 JUN 1988,USA,1h4,,"University Park, PA (USA) (i)",27 JAN 2012,1153
28,6.60,,Peter EMELIEZE,19 APR 1988,NGR,2f1,,Val-de-Reuil (FRA) (i),18 FEB 2012,1153
28,6.60,,Emmanuel BIRON,29 JUL 1988,FRA,2,,Aubiére (FRA) (i),25 FEB 2012,1153
