Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:58.80,,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2007,1264
2,8:02.89,,Brimin Kiprop KIPRUTO,31 JUL 1985,KEN,2,,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2007,1245
3,8:05.50,,Ezekiel KEMBOI,25 MAY 1982,KEN,1,,"Olympic Stadium, Athina (GRE)",02 JUL 2007,1233
4,8:05.75,,Mustafa MOHAMED,01 MAR 1979,SWE,1,,Heusden-Zolder (BEL),28 JUL 2007,1231
5,8:06.66,,Richard Kipkemboi MATEELONG,14 OCT 1983,KEN,2,,"Olympic Stadium, Athina (GRE)",02 JUL 2007,1227
6,8:07.02,,Brahim TALEB,16 FEB 1985,MAR,2,,Heusden-Zolder (BEL),28 JUL 2007,1226
7,8:07.12,,Reuben KOSGEI,12 AUG 1979,KEN,4,,"Olympic Stadium, Athina (GRE)",02 JUL 2007,1225
7,8:07.12,,Tareq Mubarak TAHER,01 DEC 1986,BRN,3,,Heusden-Zolder (BEL),28 JUL 2007,1225
9,8:09.06,,Bouabdellah TAHRI,20 DEC 1978,FRA,1,,Longeville (FRA),15 JUL 2007,1216
10,8:09.72,,Hamid EZZINE,05 OCT 1983,MAR,5,,"Olympic Stadium, Athina (GRE)",02 JUL 2007,1213
11,8:11.18,,Willy Rutto KOMEN,22 DEC 1987,KEN,3,,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2007,1206
12,8:11.62,,Michael KIPYEGO,02 OCT 1983,KEN,5,,Stockholm (SWE),07 AUG 2007,1204
13,8:13.66,,James Kosgei CHEPTUIYON,1984,KEN,5,,Heusden-Zolder (BEL),28 JUL 2007,1195
14,8:14.22,,Mahiedine MEKHISSI,15 MAR 1985,FRA,6,,Heusden-Zolder (BEL),28 JUL 2007,1193
15,8:14.32,,Collins KOSGEI,04 AUG 1986,KEN,1,,"Stadion Juliska, Praha (CZE)",13 JUN 2007,1192
16,8:14.88,,Wesley KIPROTICH,01 AUG 1979,KEN,5,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",23 SEP 2007,1190
17,8:15.02,,Pieter DESMET,07 JUN 1983,BEL,7,,Heusden-Zolder (BEL),28 JUL 2007,1189
18,8:15.05,,Roba GARI,12 APR 1982,ETH,1,,Brazzaville (CGO),27 MAY 2007,1189
19,8:15.35,,Günther WEIDLINGER,05 APR 1978,AUT,5,,Ostrava (CZE),27 JUN 2007,1188
20,8:15.66,,Julius NYAMU,01 DEC 1977,KEN,6,,"Olympic Stadium, Athina (GRE)",02 JUL 2007,1186
21,8:15.69,,Steve SLATTERY,14 AUG 1980,USA,5,,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2007,1186
22,8:16.28,,Elijah CHELIMO,20 APR 1987,KEN,1,,Neerpelt (BEL),02 JUN 2007,1183
23,8:16.55,,Vincent ZOUAOUI DANDRIEUX,12 OCT 1980,FRA,8,,Heusden-Zolder (BEL),28 JUL 2007,1182
24,8:16.75,,Bjørnar Ustad KRISTENSEN,26 JAN 1982,NOR,9,,Heusden-Zolder (BEL),28 JUL 2007,1181
25,8:17.03,,Abdelkader HACHLAF,03 JUL 1979,MAR,3,,"FBK Stadium, Hengelo (NED)",26 MAY 2007,1180
26,8:17.21,,Nahom Mesfin TARIKU,03 JUN 1989,ETH,3,,Algiers (ALG),18 JUL 2007,1179
27,8:17.71,,Abdellatif CHEMLAL,11 JAN 1982,MAR,7,,Stockholm (SWE),07 AUG 2007,1177
28,8:17.90,,Caleb NGETICH,20 JAN 1981,KEN,4,,"Stadion Juliska, Praha (CZE)",13 JUN 2007,1176
29,8:18.34,,Youcef ABDI,07 DEC 1977,AUS,10,,Heusden-Zolder (BEL),28 JUL 2007,1174
30,8:18.43,,Halil AKKAŞ,01 JUL 1983,TUR,1,,Izmir (TUR),22 MAY 2007,1174
31,8:19.29,,Brian OLINGER,02 JUN 1983,USA,11,,Heusden-Zolder (BEL),28 JUL 2007,1170
32,8:20.18,,Ruben RAMOLEFI,17 JUL 1978,RSA,1,,Stellenbosch (RSA),02 MAR 2007,1166
33,8:20.34,,Aaron AGUAYO,27 JUL 1984,USA,12,,Heusden-Zolder (BEL),28 JUL 2007,1165
34,8:20.36,,Barnabas KIRUI,12 DEC 1985,KEN,1,,"Sacramento, CA (USA)",08 JUN 2007,1165
35,8:20.43,,Bisluke Kipkorir KIPLAGAT,08 AUG 1988,KEN,5,,"FBK Stadium, Hengelo (NED)",26 MAY 2007,1165
36,8:20.57,,David Biwott CHEMWENO,18 DEC 1981,KEN,6,,"FBK Stadium, Hengelo (NED)",26 MAY 2007,1164
37,8:20.86,,Krijn VAN KOOLWIJK,30 AUG 1981,BEL,13,,Heusden-Zolder (BEL),28 JUL 2007,1163
38,8:21.20,,Abubaker Ali KAMAL,08 NOV 1983,QAT,5h1,,"Yanmar Stadium Nagai, Osaka (JPN)",26 AUG 2007,1161
39,8:21.33,,Antonio David JIMÉNEZ,18 FEB 1977,ESP,14,,Heusden-Zolder (BEL),28 JUL 2007,1161
40,8:21.36,,Joshua MCADAMS,26 MAR 1980,USA,2,,"Eugene, OR (USA)",10 JUN 2007,1160
41,8:21.73,,Benjamin KIPLAGAT,04 MAR 1989,UGA,1,,Velenje (SLO),28 JUN 2007,1159
42,8:22.23,,Filmon GHIRMAI,25 JAN 1979,GER,6,,"Stadion Juliska, Praha (CZE)",13 JUN 2007,1157
43,8:22.47,,José Luis BLANCO,03 JUN 1975,ESP,2,,San Sebastián (ESP),04 AUG 2007,1155
44,8:22.57,,Henry TALAM,12 FEB 1981,KEN,1,,Barcelona (ESP),02 JUN 2007,1155
45,8:22.91,,Eliseo MARTÍN,05 NOV 1973,ESP,7,,"Yanmar Stadium Nagai, Osaka (JPN)",28 AUG 2007,1154
46,8:23.12,,Mircea BOGDAN,06 MAY 1982,ROU,1,,"Palo Alto, CA (USA)",29 APR 2007,1153
47,8:23.21,,Rubén PALOMEQUE,14 AUG 1980,ESP,3,,San Sebastián (ESP),04 AUG 2007,1152
48,8:23.31,,Yoshitaka IWAMIZU,20 JUN 1979,JPN,4,,"Eugene, OR (USA)",10 JUN 2007,1152
49,8:23.38,,Elijah KIBWALEI,1975,KEN,3,,Cottbus (GER),20 JUN 2007,1151
50,8:23.40,,César PÉREZ,04 JUL 1975,ESP,4,,San Sebastián (ESP),04 AUG 2007,1151
51,8:23.56,,Rabie MAKHLOUFI,11 NOV 1986,ALG,10,,"Olympic Stadium, Athina (GRE)",02 JUL 2007,1151
52,8:23.61,,Ali Ahmed AL AMRI,28 DEC 1987,KSA,4h3,,"Yanmar Stadium Nagai, Osaka (JPN)",26 AUG 2007,1150
53,8:23.74,,Andrew LEMONCELLO,12 OCT 1982,GBR,3,,Longeville (FRA),15 JUL 2007,1150
54,8:23.83,,Ivan LUKYANOV,31 JAN 1981,MDA,3,,Bangkok (THA),13 AUG 2007,1149
55,8:24.54,,Martin DENT,08 FEB 1979,AUS,2,,Sydney (AUS),17 FEB 2007,1146
56,8:25.11,,Moustafa Ahmed SHEBTO,04 JUL 1986,QAT,4,,Longeville (FRA),15 JUL 2007,1144
57,8:25.15,,Vadim SLOBODENYUK,17 MAR 1981,UKR,4,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",10 JUN 2007,1144
58,8:25.42,,Abdelhakim ZILALI,20 JUN 1983,FRA,5,,Longeville (FRA),15 JUL 2007,1142
59,8:25.71,,Nicodemus NAIMADU,24 APR 1984,KEN,5,,"Eugene, OR (USA)",10 JUN 2007,1141
59,8:25.71,,Ali Thamer KAMAL,12 NOV 1988,QAT,1,,Leverkusen (GER),10 AUG 2007,1141
61,8:26.42,,Boštjan BUČ,13 APR 1980,SLO,8h3,,"Yanmar Stadium Nagai, Osaka (JPN)",26 AUG 2007,1138
62,8:26.52,,Tomasz SZYMKOWIAK,05 JUL 1983,POL,1,,Warszawa (POL),19 SEP 2007,1137
63,8:26.94,,Peter NOWILL,15 JUN 1979,AUS,3,,"Palo Alto, CA (USA)",29 APR 2007,1136
64,8:26.96,,Andrea IANNELLI,1986,ITA,6,,Cottbus (GER),20 JUN 2007,1136
65,8:27.34,,Tom BROOKS,10 JAN 1978,USA,3,,"Indianapolis, IN (USA)",24 JUN 2007,1134
66,8:27.64,,Anthony FAMIGLIETTI,08 NOV 1978,USA,4,,"Indianapolis, IN (USA)",24 JUN 2007,1133
67,8:27.73,,Collins NGENO,14 APR 1983,KEN,5,,Madrid (ESP),21 JUL 2007,1132
68,8:28.32,,Daniel LINCOLN,22 OCT 1980,USA,5,,"Indianapolis, IN (USA)",24 JUN 2007,1129
69,8:28.82,,Irba LAKHAL,12 DEC 1975,FRA,6,,Longeville (FRA),15 JUL 2007,1127
70,8:28.89,,Luis Miguel MARTÍN,11 JAN 1972,ESP,13,,"Olympic Stadium, Athina (GRE)",02 JUL 2007,1127
71,8:29.12,,Kim HOGARTH,18 DEC 1975,NZL,4,,"Palo Alto, CA (USA)",29 APR 2007,1126
72,8:29.13,,Jamel CHATBI,30 APR 1984,MAR,1,,Uden (NED),04 AUG 2007,1126
73,8:29.76,,Abel Kiprop MUTAI,02 OCT 1988,KEN,1,,Ouagadougou (BUR),09 AUG 2007,1123
74,8:29.99,,Yacob JARSO,05 FEB 1988,ETH,2,,Ouagadougou (BUR),09 AUG 2007,1122
75,8:30.0h,,Patrick NTHIWA,30 JUN 1983,KEN,4,,Nairobi (KEN),16 JUN 2007,1122
76,8:30.00,,Víctor GARCÍA,13 MAR 1985,ESP,6,,San Sebastián (ESP),04 AUG 2007,1122
77,8:30.05,,Mohamed-Khaled BELABBAS,04 JUL 1981,FRA,10,,"Stadion Juliska, Praha (CZE)",13 JUN 2007,1122
78,8:30.09,,Radosław POPŁAWSKI,16 JAN 1983,POL,2,,Poznan (POL),01 JUL 2007,1122
79,8:30.41,,Jermaine MAYS,23 DEC 1982,GBR,11,,"Stadion Juliska, Praha (CZE)",13 JUN 2007,1120
80,8:30.51,,Itai MAGIDI,09 JAN 1981,ISR,16,,Heusden-Zolder (BEL),28 JUL 2007,1120
81,8:30.81,,Mateusz DEMCZYSZAK,18 JAN 1986,POL,3,,Poznan (POL),01 JUL 2007,1119
82,8:31.0h,,David LANGAT,10 MAR 1983,KEN,5,,Nairobi (KEN),16 JUN 2007,1118
83,8:31.18,,Andrey FARNOSOV,09 JUL 1980,RUS,1,,Zhukovskiy (RUS),09 JUN 2007,1117
84,8:31.26,,Max KING,24 FEB 1980,USA,1,,"Eugene, OR (USA)",26 MAY 2007,1117
85,8:31.28,,Michał KACZMAREK,19 SEP 1977,POL,5,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",10 JUN 2007,1116
86,8:31.31,,Hubert POKROP,02 NOV 1985,POL,4,,Poznan (POL),01 JUL 2007,1116
87,8:31.40,,Frank TICKNER,12 OCT 1983,GBR,13,,"Stadion Juliska, Praha (CZE)",13 JUN 2007,1116
88,8:31.54,,Rafał SNOCHOWSKI,31 OCT 1983,POL,2,,Warszawa (POL),19 SEP 2007,1115
89,8:31.65,,Michael SPENCE,20 MAY 1978,USA,6,,"Indianapolis, IN (USA)",24 JUN 2007,1115
90,8:31.72,,Henrik SKOOG,17 APR 1979,SWE,13,,Stockholm (SWE),07 AUG 2007,1115
91,8:32.03,,Solomon KANDIE,28 AUG 1978,KEN,2,,"Palo Alto, CA (USA)",30 MAR 2007,1113
92,8:32.10,,Ronald Kipchumba RUTTO,08 OCT 1987,KEN,2,,Rehlingen (GER),28 MAY 2007,1113
93,8:32.2h,,Henry KIPKORIR,,KEN,1,,Kakamega (KEN),21 APR 2007,1112
94,8:32.29,,Daham Najim BASHIR,08 NOV 1979,QAT,9,,"FBK Stadium, Hengelo (NED)",26 MAY 2007,1112
95,8:32.45,,Matteo VILLANI,28 AUG 1982,ITA,2h2,,Bangkok (THA),11 AUG 2007,1111
96,8:32.49,,Martin PRÖLL,21 MAR 1981,AUT,15,,"Stadion Juliska, Praha (CZE)",13 JUN 2007,1111
97,8:32.55,,Marcin CHABOWSKI,28 JUN 1986,POL,10,,Ostrava (CZE),27 JUN 2007,1111
98,8:32.74,,Ben BRUCE,10 SEP 1982,USA,9,,"Eugene, OR (USA)",10 JUN 2007,1110
99,8:32.79,,Steffen ULICZKA,17 JUL 1984,GER,7,,Cottbus (GER),20 JUN 2007,1110
100,8:32.94,,Hillary Kiprono BII,21 JUL 1985,KEN,3,,Velenje (SLO),28 JUN 2007,1109
101,8:33.28,,Yuri FLORIANI,25 DEC 1981,ITA,4,,Velenje (SLO),28 JUN 2007,1108
102,8:33.33,,William NELSON,11 SEP 1984,USA,4,,"Sacramento, CA (USA)",08 JUN 2007,1107
103,8:33.35,,Roman USOV,04 JUN 1978,RUS,1,,Tula (RUS),01 AUG 2007,1107
104,8:33.60,,Simon AYEKO,10 MAY 1987,UGA,3h2,,Bangkok (THA),11 AUG 2007,1106
105,8:33.66,,Abdelghani AIT BAHMED,28 JUL 1989,MAR,7,,Longeville (FRA),15 JUL 2007,1106
106,8:34.11,,Ildar MINSHIN,05 FEB 1985,RUS,2,,Tula (RUS),01 AUG 2007,1104
107,8:34.17,,Pyotr IVANENKO,11 JAN 1986,RUS,1,,Tula (RUS),19 JUN 2007,1104
108,8:34.24,,Mário TEIXEIRA,20 SEP 1974,POR,4,,Gavá (ESP),30 JUN 2007,1104
