Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:00.57,,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,,Heusden-Zolder (BEL),20 JUL 2008,1255
2,8:07.64,,Richard Kipkemboi MATEELONG,14 OCT 1983,KEN,1,,Doha (QAT),09 MAY 2008,1223
3,8:08.53,,Tareq Mubarak TAHER,01 DEC 1986,BRN,1,,"Stade de France, Paris-St-Denis (FRA)",18 JUL 2008,1219
4,8:08.95,,Mahiedine MEKHISSI,15 MAR 1985,FRA,2,,"Letzigrund, Zürich (SUI)",29 AUG 2008,1217
5,8:09.05,,Michael KIPYEGO,02 OCT 1983,KEN,3,,"Letzigrund, Zürich (SUI)",29 AUG 2008,1216
6,8:09.25,,Ezekiel KEMBOI,25 MAY 1982,KEN,1,,"Olympic Stadium, Athina (GRE)",13 JUL 2008,1215
7,8:10.26,,Brimin Kiprop KIPRUTO,31 JUL 1985,KEN,2,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2008,1211
8,8:11.10,,Mustafa MOHAMED,01 MAR 1979,SWE,3,,"Stade de France, Paris-St-Denis (FRA)",18 JUL 2008,1207
9,8:12.50,,Simon VROEMEN,11 MAY 1969,NED,1,,Cottbus (GER),11 JUN 2008,1200
10,8:12.72,,Bouabdellah TAHRI,20 DEC 1978,FRA,4,,"Stade de France, Paris-St-Denis (FRA)",18 JUL 2008,1199
11,8:13.20,,Hamid EZZINE,05 OCT 1983,MAR,3,,"Olympic Stadium, Athina (GRE)",13 JUL 2008,1197
12,8:13.47,,Yacob JARSO,05 FEB 1988,ETH,4,,"National Stadium, Beijing (CHN)",18 AUG 2008,1196
13,8:13.87,,Collins KOSGEI,04 AUG 1986,KEN,2,,Doha (QAT),09 MAY 2008,1194
14,8:14.29,,Benjamin KIPLAGAT,04 MAR 1989,UGA,2,,"FBK Stadium, Hengelo (NED)",24 MAY 2008,1192
15,8:14.32,,Brahim TALEB,16 FEB 1985,MAR,4,,"Olympic Stadium, Athina (GRE)",13 JUL 2008,1192
16,8:14.52,,Wesley KIPROTICH,01 AUG 1979,KEN,2,,Stockholm (SWE),22 JUL 2008,1191
17,8:14.68,,Nahom Mesfin TARIKU,03 JUN 1989,ETH,1,,Neerpelt (BEL),31 MAY 2008,1191
18,8:14.74,,Vincent ZOUAOUI DANDRIEUX,12 OCT 1980,FRA,5,,"Stade de France, Paris-St-Denis (FRA)",18 JUL 2008,1190
19,8:15.58,,Abdelkader HACHLAF,03 JUL 1979,MAR,2,,Rabat (MAR),14 JUN 2008,1186
20,8:15.80,,Abubaker Ali KAMAL,08 NOV 1983,QAT,2,,Huelva (ESP),13 JUN 2008,1185
21,8:16.36,,Reuben KOSGEI,12 AUG 1979,KEN,2,,Neerpelt (BEL),31 MAY 2008,1183
21,8:16.36,,Youcef ABDI,07 DEC 1977,AUS,6,,"National Stadium, Beijing (CHN)",18 AUG 2008,1183
23,8:17.28,,Jonathan Muia NDIKU,18 SEP 1991,KEN,1,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",13 JUL 2008,1179
24,8:17.34,,Anthony FAMIGLIETTI,08 NOV 1978,USA,3h2,,"National Stadium, Beijing (CHN)",16 AUG 2008,1179
25,8:17.37,,Mohamed-Khaled BELABBAS,04 JUL 1981,FRA,6,,"Olympic Stadium, Athina (GRE)",13 JUL 2008,1178
26,8:18.97,,Ivan LUKYANOV,31 JAN 1981,MDA,7h2,,"National Stadium, Beijing (CHN)",16 AUG 2008,1171
27,8:19.13,,Tarik Langat AKDAG,16 JUN 1988,KEN,4,,"Stadio Olimpico, Roma (ITA)",11 JUL 2008,1170
28,8:19.81,,Abraham CHIRCHIR,01 AUG 1980,KEN,2,,Heusden-Zolder (BEL),20 JUL 2008,1167
29,8:19.86,,Ruben RAMOLEFI,17 JUL 1978,RSA,1h3,,"National Stadium, Beijing (CHN)",16 AUG 2008,1167
30,8:20.07,,Rubén PALOMEQUE,14 AUG 1980,ESP,3,,Heusden-Zolder (BEL),20 JUL 2008,1166
31,8:20.32,,Krijn VAN KOOLWIJK,30 AUG 1981,BEL,4,,Heusden-Zolder (BEL),20 JUL 2008,1165
32,8:20.84,,Daniel HULING,16 JUL 1983,USA,6,,"Stade Louis II, Monaco (MON)",29 JUL 2008,1163
33,8:21.13,,Pieter DESMET,07 JUN 1983,BEL,5,,Heusden-Zolder (BEL),20 JUL 2008,1161
34,8:21.16,,Ildar MINSHIN,05 FEB 1985,RUS,1,,Tula (RUS),06 JUL 2008,1161
35,8:21.24,,Boštjan BUČ,13 APR 1980,SLO,8h2,,"National Stadium, Beijing (CHN)",16 AUG 2008,1161
36,8:21.46,,Kyle ALCORN,18 MAR 1985,USA,6,,Heusden-Zolder (BEL),20 JUL 2008,1160
37,8:21.47,,William NELSON,11 SEP 1984,USA,2,,"Eugene, OR (USA)",05 JUL 2008,1160
38,8:21.73,,Matteo VILLANI,28 AUG 1982,ITA,8,,Heusden-Zolder (BEL),20 JUL 2008,1159
39,8:21.81,,Chakir BOUJATTAOUI,16 JAN 1983,MAR,8,,"Olympic Stadium, Athina (GRE)",13 JUL 2008,1158
40,8:21.99,,Joshua MCADAMS,26 MAR 1980,USA,3,,"Eugene, OR (USA)",05 JUL 2008,1158
41,8:22.01,,Abdellatif CHEMLAL,11 JAN 1982,MAR,1,,Castellón (ESP),07 JUN 2008,1158
42,8:22.07,,Roba GARI,12 APR 1982,ETH,1,,"Stadion Juliska, Praha (CZE)",16 JUN 2008,1157
43,8:22.1h,,Elijah CHELIMO,20 APR 1987,KEN,1,,Brazzaville (CGO),01 JUN 2008,1157
44,8:22.20,,Willy Rutto KOMEN,22 DEC 1987,KEN,3,,Nairobi (KEN),18 APR 2008,1157
44,8:22.20,,Tomasz SZYMKOWIAK,05 JUL 1983,POL,3,,Neerpelt (BEL),31 MAY 2008,1157
46,8:22.35,,Jukka KESKISALO,27 MAR 1981,FIN,6,,"Stadio Olimpico, Roma (ITA)",11 JUL 2008,1156
47,8:22.95,,Andrew LEMONCELLO,12 OCT 1982,GBR,8,,"Stade de France, Paris-St-Denis (FRA)",18 JUL 2008,1153
48,8:23.19,,Eliseo MARTÍN,05 NOV 1973,ESP,5h3,,"National Stadium, Beijing (CHN)",16 AUG 2008,1152
49,8:23.28,,José Luis BLANCO,03 JUN 1975,ESP,3,,Huelva (ESP),13 JUN 2008,1152
50,8:23.65,,Jamel CHATBI,30 APR 1984,MAR,1,,Casablanca (MAR),22 JUN 2008,1150
51,8:23.66,,Stuart STOKES,05 DEC 1976,GBR,3,,"Stadion Juliska, Praha (CZE)",16 JUN 2008,1150
52,8:24.04,,Pavel POTAPOVICH,26 NOV 1980,RUS,1,,Moskva (RUS),10 JUN 2008,1148
53,8:24.14,,Itai MAGIDI,09 JAN 1981,ISR,1,,Longeville (FRA),04 JUL 2008,1148
54,8:24.19,,David LANGAT,10 MAR 1983,KEN,5,,"Stadion Juliska, Praha (CZE)",16 JUN 2008,1148
55,8:24.30,,Roman USOV,04 JUN 1978,RUS,2,,Tula (RUS),06 JUL 2008,1147
56,8:24.7h,,Abraham KEBETO,1986,ETH,3,,Brazzaville (CGO),01 JUN 2008,1146
57,8:25.09,,David Biwott CHEMWENO,18 DEC 1981,KEN,2,,Longeville (FRA),04 JUL 2008,1144
58,8:25.12,,Hicham SADOUK,18 MAY 1984,MAR,4,,Rabat (MAR),31 MAY 2008,1144
59,8:25.14,,Patrick Kipyegon TERER,06 JUL 1989,KEN,3,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",13 JUL 2008,1144
60,8:25.28,,Andrey FARNOSOV,09 JUL 1980,RUS,3,,Longeville (FRA),04 JUL 2008,1143
61,8:25.41,,Zakrya Ali KAMIL,25 MAR 1988,QAT,2,,Tanger (MAR),13 JUL 2008,1142
62,8:25.71,,Ali Thamer KAMAL,12 NOV 1988,QAT,7,,"FBK Stadium, Hengelo (NED)",24 MAY 2008,1141
63,8:25.90,,Marcin CHABOWSKI,28 JUN 1986,POL,2,,Szczecin (POL),06 JUL 2008,1140
64,8:26.13,,Irba LAKHAL,12 DEC 1975,FRA,4,,Neerpelt (BEL),31 MAY 2008,1139
65,8:26.25,,Antonio David JIMÉNEZ,18 FEB 1977,ESP,9,,Heusden-Zolder (BEL),20 JUL 2008,1139
66,8:26.58,,Bjørnar Ustad KRISTENSEN,26 JAN 1982,NOR,5,,Neerpelt (BEL),31 MAY 2008,1137
67,8:26.66,,Filmon GHIRMAI,25 JAN 1979,GER,10,,Heusden-Zolder (BEL),20 JUL 2008,1137
68,8:26.91,,Rabie MAKHLOUFI,11 NOV 1986,ALG,9,,"Stadio Olimpico, Roma (ITA)",11 JUL 2008,1136
69,8:27.00,,Martin DENT,08 FEB 1979,AUS,1,,Sydney (AUS),16 FEB 2008,1135
70,8:27.06,,Julius NYAMU,01 DEC 1977,KEN,2,,"Mangueirão, Belém (BRA)",25 MAY 2008,1135
70,8:27.06,,Peter NOWILL,15 JUN 1979,AUS,8,,Rabat (MAR),14 JUN 2008,1135
72,8:27.53,,Ismaïli JILALI,08 JUL 1979,MAR,5,,Rabat (MAR),31 MAY 2008,1133
73,8:27.56,,Abdelghani AIT BAHMED,28 JUL 1989,MAR,6,,Neerpelt (BEL),31 MAY 2008,1133
74,8:27.67,,Dereje WAKENE,,ETH,7,,Neerpelt (BEL),31 MAY 2008,1132
75,8:27.78,,Corey NOWITZKE,26 APR 1984,USA,4h1,,"Eugene, OR (USA)",03 JUL 2008,1132
76,8:28.21,,Steve SLATTERY,14 AUG 1980,USA,2,,"Icahn Stadium, New York, NY (USA)",31 MAY 2008,1130
77,8:28.30,,Martin PRÖLL,21 MAR 1981,AUT,9,,"Stadion Juliska, Praha (CZE)",16 JUN 2008,1130
78,8:28.48,,Luke GUNN,22 MAR 1985,GBR,3,,Solihull (GBR),28 JUN 2008,1129
79,8:28.88,,Alberto Casimiro PAULO,03 OCT 1985,POR,4,,Barakaldo (ESP),11 JUL 2008,1127
80,8:28.90,,Yuri FLORIANI,25 DEC 1981,ITA,11,,"Stadio Olimpico, Roma (ITA)",11 JUL 2008,1127
81,8:29.0h,,Linus Kipwambok CHUMBA,09 FEB 1980,KEN,1,,Nairobi (KEN),23 MAY 2008,1126
82,8:29.02,,Simon AYEKO,10 MAY 1987,UGA,1,,Pezenas (FRA),31 MAY 2008,1126
83,8:29.21,,Abraham CHERONO,21 JUL 1980,KEN,3,,Nairobi (KEN),28 JUN 2008,1126
84,8:29.40,,Solomon KANDIE,28 AUG 1978,KEN,3,,"Icahn Stadium, New York, NY (USA)",31 MAY 2008,1125
85,8:29.46,,Łukasz PARSZCZYŃSKI,04 MAY 1985,POL,3,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",01 JUL 2008,1124
86,8:29.52,,Adam BOWDEN,05 AUG 1982,GBR,4,,Solihull (GBR),28 JUN 2008,1124
87,8:29.75,,Yoshitaka IWAMIZU,20 JUN 1979,JPN,1,,Kawasaki (JPN),29 JUN 2008,1123
88,8:29.84,,Caleb NGETICH,20 JAN 1981,KEN,,,Barcelona (ESP),01 JUN 2008,1123
89,8:30.02,,Vadim SLOBODENYUK,17 MAR 1981,UKR,1,,Kędzierzyn-Koźle (POL),06 JUN 2008,1122
90,8:30.15,,Mário TEIXEIRA,20 SEP 1974,POR,7,,Huelva (ESP),13 JUN 2008,1121
91,8:30.17,,David KIRWA,01 AUG 1985,KEN,2,,Bilbao (ESP),21 JUN 2008,1121
92,8:30.19,,Jake MORSE,17 APR 1985,USA,5,,"Icahn Stadium, New York, NY (USA)",31 MAY 2008,1121
93,8:30.39,,Legesse LAMISO,13 JAN 1990,ETH,3,,Cottbus (GER),11 JUN 2008,1120
94,8:30.49,,Ángel MULLERA,20 APR 1984,ESP,5,,Barakaldo (ESP),11 JUL 2008,1120
95,8:30.63,,Rafał SNOCHOWSKI,31 OCT 1983,POL,3,,Szczecin (POL),06 JUL 2008,1119
96,8:30.73,,Radosław POPŁAWSKI,16 JAN 1983,POL,2,,Kędzierzyn-Koźle (POL),06 JUN 2008,1119
97,8:30.99,,Mustapha FERRANE,22 MAR 1984,ALG,6,,Tanger (MAR),13 JUL 2008,1118
98,8:31.0h,,Aggrey CHIRICHIR,22 NOV 1984,KEN,2h2,,Nairobi (KEN),26 JUN 2008,1118
99,8:31.65,,Halil AKKAŞ,01 JUL 1983,TUR,1,,Istanbul (TUR),22 JUN 2008,1115
100,8:31.70,,Valērijs ŽOLNEROVIČS,19 APR 1985,LAT,6,,Barakaldo (ESP),11 JUL 2008,1115
101,8:32.12,,Andrew SMITH,19 APR 1983,USA,2f1,,"Palo Alto, CA (USA)",04 MAY 2008,1113
102,8:32.17,,Mario BAZÁN,01 SEP 1987,GUA,7,,Barakaldo (ESP),11 JUL 2008,1113
103,8:32.2h,,Stephen KIPROTICH,25 NOV 1990,KEN,3,,Nairobi (KEN),18 JUN 2008,1112
104,8:32.27,,David Kipkering CHEROMEI,10 SEP 1979,KEN,10,,"Stadion Juliska, Praha (CZE)",16 JUN 2008,1112
105,8:32.40,,Andrey OLSHANSKIY,24 JAN 1978,RUS,4,,Moskva (RUS),10 JUN 2008,1112
106,8:32.47,,Jacques SALLBERG,24 SEP 1974,USA,7,,"Icahn Stadium, New York, NY (USA)",31 MAY 2008,1111
107,8:32.53,,Silas Kosgei KITUM,25 MAY 1990,KEN,11,,Stockholm (SWE),22 JUL 2008,1111
108,8:32.57,,Ben BRUCE,10 SEP 1982,USA,1h2,,"Eugene, OR (USA)",03 JUL 2008,1111
109,8:32.65,,Brian OLINGER,02 JUN 1983,USA,1,,"Columbus, OH (USA)",02 MAY 2008,1110
110,8:32.77,,James Kosgei CHEPTUIYON,1984,KEN,8,,Neerpelt (BEL),31 MAY 2008,1110
111,8:32.98,,Dereji ABDI,15 SEP 1989,ETH,4,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",13 JUL 2008,1109
112,8:33.09,,Per JACOBSEN,30 DEC 1977,SWE,11,,"Stadion Juliska, Praha (CZE)",16 JUN 2008,1109
