Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:18.49,Sifan HASSAN,01 JAN 1993,NED,1,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1249
2,8:20.07,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,2,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1243
3,8:20.27,Letesenbet GIDEY,20 MAR 1998,ETH,3,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1243
4,8:21.29,Genzebe DIBABA,08 FEB 1991,ETH,4,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1239
5,8:25.60,Hellen OBIRI,13 DEC 1989,KEN,1,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1224
6,8:26.07,Laura WEIGHTMAN,01 JUL 1991,GBR,5,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1222
7,8:26.20,Genzebe DIBABA,08 FEB 1991,ETH,2,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1222
8,8:27.26,Hellen OBIRI,13 DEC 1989,KEN,6,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1218
9,8:27.51,Agnes Jebet TIROP,23 OCT 1995,KEN,7,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1217
10,8:29.02,Lilian Kasait RENGERUK,03 MAY 1997,KEN,3,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1212
11,8:29.83,Beatrice CHEPKOECH,06 JUL 1991,KEN,4,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1209
12,8:29.89,Caroline Chepkoech KIPKIRUI,26 MAY 1994,KEN,5,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1209
13,8:29.91,Gloria KITE,10 JAN 1998,KEN,6,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1209
14,8:30.65,Gudaf TSEGAY,23 JUN 1997,ETH,7,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1206
15,8:31.45,Caroline Chepkoech KIPKIRUI,26 MAY 1994,KEN,8,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1203
16,8:32.10,Fantu WORKU,29 MAR 1999,ETH,9,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1201
17,8:32.96,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,10,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1198
18,8:33.29,Yasemin CAN,11 DEC 1996,TUR,8,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1197
19,8:34.03,Lemlem HAILU,25 MAY 2001,ETH,9,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1194
20,8:34.65,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,10,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1192
21,8:36.26,Senbere TEFERI,03 MAY 1995,ETH,11,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1186
22,8:37.31,Lilian Kasait RENGERUK,03 MAY 1997,KEN,12,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1183
23,8:40.08,Loice CHEMNUNG,22 FEB 1997,KEN,11,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1173
24,8:40.79,Hawi FEYSA,01 FEB 1999,ETH,13,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1171
25,8:40.96,Ejgayehu TAYE,10 FEB 2000,ETH,12,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1170
26,8:42.15,Karissa SCHWEIZER,04 MAY 1996,USA,14,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1166
27,8:43.88,Dominique SCOTT,24 JUN 1992,RSA,15,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1160
28,8:44.59,Hyvin KIYENG,13 JAN 1992,KEN,13,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1158
29,8:45.00,Hanna KLEIN,06 APR 1993,GER,14,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1156
30,8:46.97,Pauline KAMULU,30 DEC 1994,KEN,1f1,,Fukagawa (JPN),09 JUL 2019,1150
31,8:48.26,Meskerem MAMO,13 APR 1999,ETH,15,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1145
32,8:48.38,Nozomi TANAKA,04 SEP 1999,JPN,1f1,,Kitami (JPN),17 JUL 2019,1145
33,8:48.73,Hellen Ekalale LOBUN,18 MAR 1999,KEN,1f1,,"Aoba Park Athletic Field, Chitose (JPN)",06 JUL 2019,1144
34,8:49.05,Beatrice CHEBET,05 MAR 2000,KEN,16,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1142
35,8:49.16,Mary KURIA,29 NOV 1987,KEN,17,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1142
36,8:49.19,Hellen Ekalale LOBUN,18 MAR 1999,KEN,2f1,,Kitami (JPN),17 JUL 2019,1142
37,8:49.20,Martha MOKAYA,12 MAR 2001,KEN,2f1,,Fukagawa (JPN),09 JUL 2019,1142
38,8:50.22,Eva CHERONO,15 AUG 1996,KEN,18,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1139
39,8:51.77,Teresiah Muthoni GATERI,05 JAN 2002,KEN,1,,"Prefectural Kasamatsu Stadium, Hitachinaka (JPN)",07 OCT 2019,1133
40,8:52.16,Daisy JEPKEMEI,13 FEB 1996,KEN,1,,"CNDA, Bragança Paulista (BRA)",28 APR 2019,1132
41,8:53.10,Abersh MINSEWO,22 FEB 2001,ETH,1,,Göteborg (SWE),16 AUG 2019,1129
42,8:53.38,Norah JERUTO,02 OCT 1995,KEN,2,,"CNDA, Bragança Paulista (BRA)",28 APR 2019,1128
43,8:53.60,Beatrice CHEBET,05 MAR 2000,KEN,16,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1127
44,8:53.85,Girmawit GEBRZIHAIR,21 NOV 2001,ETH,2,,Göteborg (SWE),16 AUG 2019,1126
45,8:53.89,Weini KELATI FREZGHI,01 DEC 1996,ERI,17,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1126
46,8:55.42,Camille BUSCOMB,11 JUL 1990,NZL,3,,Göteborg (SWE),16 AUG 2019,1121
47,8:55.69,Naomi MUSSONI,06 DEC 1998,KEN,1f4,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",16 NOV 2019,1120
48,8:56.55,Lonah Chemtai SALPETER,12 DEC 1988,ISR,1,,Tel Aviv (ISR),02 FEB 2019,1117
49,8:57.04,Tomoka KIMURA,12 NOV 1994,JPN,3f1,,Kitami (JPN),17 JUL 2019,1115
50,8:57.12,Dolphine Nyaboke OMARE,26 JUL 2001,KEN,3f1,,Fukagawa (JPN),09 JUL 2019,1115
51,8:57.16,Almaz AYANA,21 NOV 1991,ETH,18,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1115
52,8:58.31,Nozomi TANAKA,04 SEP 1999,JPN,1,,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",17 NOV 2019,1111
53,8:58.48,Nozomi TANAKA,04 SEP 1999,JPN,1f9,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",30 NOV 2019,1111
54,8:58.61,Mariana MACHADO,12 NOV 2000,POR,4,,Göteborg (SWE),16 AUG 2019,1110
55,8:58.77,Yasemin CAN,11 DEC 1996,TUR,1,,Castellón (ESP),25 MAY 2019,1110
56,8:59.10,Yelena KOROBKINA,25 NOV 1990,RUS,1,,Dolgoprudny (RUS),30 JUN 2019,1109
57,9:00.54,Ririka HIRONAKA,24 NOV 2000,JPN,2f9,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",30 NOV 2019,1104
58,9:00.68,Viktória WAGNER-GYÜRKÉS,15 OCT 1992,HUN,5,,Göteborg (SWE),16 AUG 2019,1103
59,9:00.70,Elise CRANNY,09 MAY 1996,USA,1,,"Dinamo National Olympic Stadium, Minsk (BLR)",09 SEP 2019,1103
60,9:00.77,Rachel SCHNEIDER,18 JUL 1991,USA,2,,"Dinamo National Olympic Stadium, Minsk (BLR)",09 SEP 2019,1103
61,9:00.78,Rina NABESHIMA,16 DEC 1993,JPN,4f1,,Kitami (JPN),17 JUL 2019,1103
