Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:22.22,Almaz AYANA,21 NOV 1991,ETH,1,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",14 JUN 2015,1236
2,8:22.34,Almaz AYANA,21 NOV 1991,ETH,1,,"Letzigrund, Zürich (SUI)",03 SEP 2015,1235
3,8:26.54,Genzebe DIBABA,08 FEB 1991,ETH,2,,"Letzigrund, Zürich (SUI)",03 SEP 2015,1220
4,8:33.33,Genzebe DIBABA,08 FEB 1991,ETH,,,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1197
5,8:34.32,Senbere TEFERI,03 MAY 1995,ETH,3,,"Letzigrund, Zürich (SUI)",03 SEP 2015,1193
6,8:34.43,Jenny SIMPSON,23 AUG 1986,USA,4,,"Letzigrund, Zürich (SUI)",03 SEP 2015,1193
7,8:35.48,Mercy CHERONO,07 MAY 1991,KEN,5,,"Letzigrund, Zürich (SUI)",03 SEP 2015,1189
8,8:36.90,Irene JELAGAT,10 DEC 1988,KEN,1,,"Blankers-Koen Stadion, Hengelo (NED)",24 MAY 2015,1184
9,8:38.47,Laura MUIR,09 MAY 1993,GBR,2,,"Blankers-Koen Stadion, Hengelo (NED)",24 MAY 2015,1179
10,8:38.91,Faith KIPYEGON,10 JAN 1994,KEN,,,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1177
10,8:38.91,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,6,,"Letzigrund, Zürich (SUI)",03 SEP 2015,1177
12,8:39.75,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,2,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",14 JUN 2015,1174
13,8:39.85,Alemitu HAROYE,09 MAY 1995,ETH,,,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1174
14,8:39.92,Shannon ROWBURY,19 SEP 1984,USA,7,,"Letzigrund, Zürich (SUI)",03 SEP 2015,1174
15,8:39.99,Irene JELAGAT,10 DEC 1988,KEN,3,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",14 JUN 2015,1174
16,8:41.93,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,8,,"Letzigrund, Zürich (SUI)",03 SEP 2015,1167
17,8:43.92,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,,,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1160
18,8:44.20,Madeleine HEINER,15 MAY 1987,AUS,3,,"Blankers-Koen Stadion, Hengelo (NED)",24 MAY 2015,1159
