Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:23.14,Hellen OBIRI,13 DEC 1989,KEN,1,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1232
2,8:28.66,Beatrice CHEPKOECH,06 JUL 1991,KEN,2,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1213
3,8:28.90,Sifan HASSAN,01 JAN 1993,NED,1,,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017,1212
4,8:29.89,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,2,,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017,1209
5,8:30.11,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,3,,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017,1208
6,8:30.21,Hellen OBIRI,13 DEC 1989,KEN,4,,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017,1208
7,8:30.64,Laura MUIR,09 MAY 1993,GBR,3,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1206
8,8:31.00,Eilish MCCOLGAN,25 NOV 1990,GBR,5,,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017,1205
9,8:31.39,Eilish MCCOLGAN,25 NOV 1990,GBR,4,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1203
10,8:32.73,Lilian Kasait RENGERUK,03 MAY 1997,KEN,5,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1199
11,8:33.38,Shannon ROWBURY,19 SEP 1984,USA,6,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1197
12,8:33.79,Lilian Kasait RENGERUK,03 MAY 1997,KEN,6,,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017,1195
13,8:34.41,Susan KRUMINS,08 JUL 1986,NED,7,,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017,1193
14,8:35.23,Agnes Jebet TIROP,23 OCT 1995,KEN,8,,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017,1190
15,8:35.37,Agnes Jebet TIROP,23 OCT 1995,KEN,7,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1190
16,8:35.77,Shannon ROWBURY,19 SEP 1984,USA,9,,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017,1188
17,8:37.40,Shelby HOULIHAN,08 FEB 1993,USA,8,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1183
18,8:37.50,Meraf BAHTA,24 JUN 1989,SWE,9,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1182
19,8:37.58,Karoline Bjerkeli GRØVDAL,14 JUN 1990,NOR,10,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1182
20,8:39.21,Genzebe DIBABA,08 FEB 1991,ETH,,,"Hayward Field, Eugene, OR (USA)",26 MAY 2017,1176
21,8:41.33,Dominique SCOTT,24 JUN 1992,RSA,11,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1169
22,8:43.68,Azmera GEBRU,31 OCT 1995,ETH,1,,"Moratalaz, Madrid (ESP)",14 JUL 2017,1161
22,8:43.68,Gelete BURKA,23 JAN 1986,ETH,2,,"Moratalaz, Madrid (ESP)",14 JUL 2017,1161
24,8:44.46,Molly HUDDLE,31 AUG 1984,USA,10,,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017,1158
25,8:44.79,Sifan HASSAN,01 JAN 1993,NED,,,"Hayward Field, Eugene, OR (USA)",26 MAY 2017,1157
26,8:45.03,Lilian Kasait RENGERUK,03 MAY 1997,KEN,,,"Hayward Field, Eugene, OR (USA)",26 MAY 2017,1156
27,8:45.44,Buze DIRIBA,09 FEB 1994,ETH,1,,"Somerville, MA (USA)",02 JUN 2017,1155
28,8:45.94,Sheila CHEPKIRUI,27 DEC 1990,KEN,2,,"Somerville, MA (USA)",02 JUN 2017,1153
29,8:47.07,Meraf BAHTA,24 JUN 1989,SWE,1,,"Olympiastadion, Stockholm (SWE)",18 JUN 2017,1149
30,8:47.26,Azmera GEBRU,31 OCT 1995,ETH,2,,"Olympiastadion, Stockholm (SWE)",18 JUN 2017,1149
31,8:48.27,Pauline KAMULU,30 DEC 1994,KEN,1,,Fukagawa (JPN),06 JUL 2017,1145
32,8:48.60,Emma COBURN,19 OCT 1990,USA,11,,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017,1144
33,8:49.61,Riko MATSUZAKI,24 DEC 1992,JPN,1,,Kitami (JPN),09 JUL 2017,1141
34,8:50.18,Sandrafelis Chebet TUEI,20 JAN 1998,KEN,3,,"Moratalaz, Madrid (ESP)",14 JUL 2017,1139
