Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:24.27,Francine NIYONSABA,05 MAY 1993,BDI,,,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1228
2,8:26.80,Francine NIYONSABA,05 MAY 1993,BDI,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1220
3,8:26.81,Alicia MONSON,13 MAY 1998,USA,2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1220
4,8:27.14,Beatrice CHEBET,05 MAR 2000,KEN,3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1218
5,8:28.28,Sifan HASSAN,01 JAN 1993,NED,4,,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1214
6,8:29.05,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,5,,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1212
7,8:29.95,Elise CRANNY,09 MAY 1996,USA,6,,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1208
8,8:30.53,Laura MUIR,09 MAY 1993,GBR,7,,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1206
9,8:32.53,Margaret AKIDOR,26 JUN 2000,KEN,1f4,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",27 NOV 2022,1199
10,8:34.65,Caroline Chepkoech KIPKIRUI,26 MAY 1994,KAZ,8,,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1192
11,8:35.55,Fantu WORKU,29 MAR 1999,ETH,9,,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1189
12,8:37.17,Agnes Mwikali MUTUKU,15 DEC 2002,KEN,2f4,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",27 NOV 2022,1183
13,8:37.70,Francine NIYONSABA,05 MAY 1993,BDI,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",13 MAY 2022,1181
14,8:38.05,Faith KIPYEGON,10 JAN 1994,KEN,2,,"Suhaim bin Hamad Stadium, Doha (QAT)",13 MAY 2022,1180
15,8:38.48,Hawi FEYSA,01 FEB 1999,ETH,10,,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1179
16,8:39.27,Sifan HASSAN,01 JAN 1993,NED,1,,"Stadion Śląski, Chorzów (POL)",06 AUG 2022,1176
17,8:40.14,Ejgayehu TAYE,10 FEB 2000,ETH,2,,"Stadion Śląski, Chorzów (POL)",06 AUG 2022,1173
18,8:40.29,Mercy CHERONO,07 MAY 1991,KEN,1,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",05 JUN 2022,1173
19,8:40.32,Amy-Eloise MARKOVC,05 AUG 1995,GBR,2,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",05 JUN 2022,1172
20,8:40.44,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,,,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1172
21,8:40.58,Beatrice CHEBET,05 MAR 2000,KEN,,,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1172
22,8:40.81,Laura GALVÁN,05 OCT 1991,MEX,,,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1171
23,8:40.96,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,3,,"Stadion Śląski, Chorzów (POL)",06 AUG 2022,1170
24,8:40.97,Jessica HULL,22 OCT 1996,AUS,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",13 MAY 2022,1170
25,8:41.38,Yasemin CAN,11 DEC 1996,TUR,4,,"Suhaim bin Hamad Stadium, Doha (QAT)",13 MAY 2022,1169
26,8:41.42,Medina EISA,03 JAN 2005,ETH,3,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",05 JUN 2022,1169
27,8:41.52,Jessica HULL,22 OCT 1996,AUS,11,,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1168
28,8:41.61,Alicia MONSON,13 MAY 1998,USA,4,,"Stadion Śląski, Chorzów (POL)",06 AUG 2022,1168
29,8:41.81,Gloria KITE,10 JAN 1998,KEN,4,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",05 JUN 2022,1167
30,8:41.88,Girmawit GEBRZIHAIR,21 NOV 2001,ETH,5,,"Suhaim bin Hamad Stadium, Doha (QAT)",13 MAY 2022,1167
31,8:41.93,Nozomi TANAKA,04 SEP 1999,JPN,1,,"Stadio Quercia, Rovereto (ITA)",30 AUG 2022,1167
32,8:41.96,Caroline Chepkoech KIPKIRUI,26 MAY 1994,KAZ,5,,"Stadion Śląski, Chorzów (POL)",06 AUG 2022,1167
33,8:42.28,Maureen KOSTER,03 JUL 1992,NED,5,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",05 JUN 2022,1166
34,8:42.31,Caroline KARIBA,22 APR 2004,KEN,1f5,,"Prefectural Stadium, Isahaya (JPN)",23 SEP 2022,1166
35,8:42.33,Gloria KITE,10 JAN 1998,KEN,6,,"Stadion Śląski, Chorzów (POL)",06 AUG 2022,1166
36,8:42.34,Edinah JEBITOK,10 NOV 2001,KEN,6,,"Suhaim bin Hamad Stadium, Doha (QAT)",13 MAY 2022,1165
36,8:42.34,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,7,,"Stadion Śląski, Chorzów (POL)",06 AUG 2022,1165
38,8:42.45,Hawi FEYSA,01 FEB 1999,ETH,8,,"Stadion Śląski, Chorzów (POL)",06 AUG 2022,1165
39,8:42.53,Taryn RAWLINGS,17 APR 1996,USA,,,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1165
40,8:42.58,Elly HENES,13 OCT 1998,USA,,,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1165
41,8:42.66,Nozomi TANAKA,04 SEP 1999,JPN,1,,"Athletics Stadium, Fukagawa (JPN)",06 JUL 2022,1164
42,8:43.13,Caroline KARIBA,22 APR 2004,KEN,1f1,,"Aoba Park Athletic Field, Chitose (JPN)",16 JUL 2022,1163
43,8:43.33,Zerfe WONDEMAGEGN,26 OCT 2002,ETH,9,,"Stadion Śląski, Chorzów (POL)",06 AUG 2022,1162
44,8:43.39,Whittni MORGAN,22 OCT 1997,USA,,,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1162
45,8:43.69,Maureen KOSTER,03 JUL 1992,NED,10,,"Stadion Śląski, Chorzów (POL)",06 AUG 2022,1161
46,8:43.77,Teresiah Muthoni GATERI,05 JAN 2002,KEN,1f1,,"Edion Stadium, Hiroshima (JPN)",16 APR 2022,1161
47,8:43.82,Fantaye BELAYNEH,15 SEP 2000,ETH,7,,"Suhaim bin Hamad Stadium, Doha (QAT)",13 MAY 2022,1160
48,8:44.08,Brenda CHEBET,16 MAR 2004,KEN,2,,"Stadio Quercia, Rovereto (ITA)",30 AUG 2022,1159
49,8:44.10,Fantu WORKU,29 MAR 1999,ETH,8,,"Suhaim bin Hamad Stadium, Doha (QAT)",13 MAY 2022,1159
