Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:20.68,Hellen OBIRI,13 DEC 1989,KEN,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1241
2,8:21.14,Mercy CHERONO,07 MAY 1991,KEN,2,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1240
3,8:23.55,Faith KIPYEGON,10 JAN 1994,KEN,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1231
4,8:24.41,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,4,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1228
5,8:24.58,Almaz AYANA,21 NOV 1991,ETH,5,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1227
6,8:26.21,Genzebe DIBABA,08 FEB 1991,ETH,6,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1222
7,8:28.51,Irene JELAGAT,10 DEC 1988,KEN,7,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1214
8,8:28.95,Mercy CHERONO,07 MAY 1991,KEN,1,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1212
9,8:29.38,Sifan HASSAN,01 JAN 1993,NED,2,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1210
10,8:29.41,Genzebe DIBABA,08 FEB 1991,ETH,3,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1210
11,8:29.58,Jenny SIMPSON,23 AUG 1986,USA,4,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1210
12,8:29.93,Shannon ROWBURY,19 SEP 1984,USA,5,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1209
13,8:30.00,Mimi BELETE,09 JUN 1988,BRN,8,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1208
14,8:30.14,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,6,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1208
15,8:30.54,Stacey Chepkemboi NDIWA,06 DEC 1992,KEN,7,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1206
16,8:32.66,Janet KISA,05 DEC 1992,KEN,8,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1199
17,8:33.43,Almaz AYANA,21 NOV 1991,ETH,9,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1196
18,8:34.18,Sally KIPYEGO,19 DEC 1985,KEN,10,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1194
19,8:34.67,Irene JELAGAT,10 DEC 1988,KEN,11,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1192
20,8:34.73,Mimi BELETE,09 JUN 1988,BRN,12,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1192
21,8:36.08,Susan KUIJKEN,08 JUL 1986,NED,13,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1187
22,8:36.87,Alemitu HAROYE,09 MAY 1995,ETH,14,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1184
23,8:38.01,Betsy SAINA,30 JUN 1988,KEN,15,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1180
24,8:39.18,Renata PLIŚ,05 FEB 1985,POL,16,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1176
25,8:39.84,Mercy CHERONO,07 MAY 1991,KEN,1,,"Icahn Stadium, New York, NY (USA)",14 JUN 2014,1174
26,8:40.65,Betsy SAINA,30 JUN 1988,KEN,2,,"Icahn Stadium, New York, NY (USA)",14 JUN 2014,1171
27,8:41.54,Senbere TEFERI,03 MAY 1995,ETH,9,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1168
28,8:42.54,Kalkidan GEZAHEGNE,08 MAY 1991,BRN,3,,"Icahn Stadium, New York, NY (USA)",14 JUN 2014,1165
29,8:43.43,Sally KIPYEGO,19 DEC 1985,KEN,4,,"Icahn Stadium, New York, NY (USA)",14 JUN 2014,1162
30,8:44.11,Kim CONLEY,14 MAR 1986,USA,5,,"Icahn Stadium, New York, NY (USA)",14 JUN 2014,1159
31,8:45.15,Perine NENGAMPI,1989,KEN,17,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1156
32,8:45.24,Sifan HASSAN,01 JAN 1993,NED,1,,"Eintracht-Stadion, Braunschweig (GER)",21 JUN 2014,1156
33,8:45.93,Alemitu HAROYE,09 MAY 1995,ETH,10,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1153
34,8:47.26,Agnes Jebet TIROP,23 OCT 1995,KEN,11,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1149
35,8:47.74,Maryam Yusuf JAMAL,16 SEP 1984,BRN,12,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1147
36,8:48.30,Stacey Chepkemboi NDIWA,06 DEC 1992,KEN,1,,"Moratalaz, Madrid (ESP)",19 JUL 2014,1145
37,8:48.44,Rosemary WANJIRU,09 DEC 1994,KEN,1f2,,Yamaguchi (JPN),11 OCT 2014,1145
