Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:22.54,Hellen OBIRI,13 DEC 1989,KEN,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",25 SEP 2020,1235
2,8:22.92,Agnes Jebet TIROP,23 OCT 1995,KEN,2,,"Suhaim bin Hamad Stadium, Doha (QAT)",25 SEP 2020,1233
2,8:22.92,Beatrice CHEPKOECH,06 JUL 1991,KEN,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",25 SEP 2020,1233
4,8:24.76,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,4,,"Suhaim bin Hamad Stadium, Doha (QAT)",25 SEP 2020,1227
5,8:25.13,Hyvin KIYENG,13 JAN 1992,KEN,5,,"Suhaim bin Hamad Stadium, Doha (QAT)",25 SEP 2020,1225
6,8:25.23,Gudaf TSEGAY,23 JUN 1997,ETH,6,,"Suhaim bin Hamad Stadium, Doha (QAT)",25 SEP 2020,1225
7,8:26.31,Laura WEIGHTMAN,01 JUL 1991,GBR,7,,"Suhaim bin Hamad Stadium, Doha (QAT)",25 SEP 2020,1221
8,8:33.42,Tsehay GEMECHU,12 DEC 1998,ETH,8,,"Suhaim bin Hamad Stadium, Doha (QAT)",25 SEP 2020,1196
9,8:35.78,Lemlem HAILU,25 MAY 2001,ETH,9,,"Suhaim bin Hamad Stadium, Doha (QAT)",25 SEP 2020,1188
10,8:36.03,Jessica HULL,22 OCT 1996,AUS,10,,"Suhaim bin Hamad Stadium, Doha (QAT)",25 SEP 2020,1187
11,8:39.88,Quailyne Jebiwott KIPROP,01 MAY 1999,KEN,11,,"Suhaim bin Hamad Stadium, Doha (QAT)",25 SEP 2020,1174
12,8:40.26,Shannon ROWBURY,19 SEP 1984,USA,1,,"McKenzie High School Track, Finn Rock, Oregon (USA)",17 JUL 2020,1173
13,8:40.88,Eilish MCCOLGAN,25 NOV 1990,GBR,12,,"Suhaim bin Hamad Stadium, Doha (QAT)",25 SEP 2020,1170
14,8:41.35,Nozomi TANAKA,04 SEP 1999,JPN,1,,"Athletics Stadium, Fukagawa (JPN)",08 JUL 2020,1169
15,8:43.33,Hellen Ekalale LOBUN,18 MAR 1999,KEN,2,,"Athletics Stadium, Fukagawa (JPN)",08 JUL 2020,1162
16,8:44.92,Elena BURKARD,10 FEB 1992,GER,1,,"Herbert Winter Stadion, Winnenden (GER)",18 JUL 2020,1157
17,8:46.44,Maruša MIŠMAŠ ZRIMŠEK,24 OCT 1994,SLO,1,,"Štadion Kladivar, Celje (SLO)",26 JUL 2020,1151
18,8:47.89,Elise CRANNY,09 MAY 1996,USA,,,"Jesuit High School Track, Portland, OR (USA)",10 JUL 2020,1146
19,8:47.90,Courtney FRERICHS,18 JAN 1993,USA,,,"Jesuit High School Track, Portland, OR (USA)",10 JUL 2020,1146
20,8:48.12,Kaede HAGITANI,10 OCT 2000,JPN,3,,"Athletics Stadium, Fukagawa (JPN)",08 JUL 2020,1146
