Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:36.42,Ben BLANKENSHIP,15 DEC 1988,USA,1,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1207
2,3:36.50,Ryan GREGSON,26 APR 1990,AUS,2,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1206
3,3:37.32,Bethwell BIRGEN,06 AUG 1988,KEN,3,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1195
4,3:37.58,Andrew BUTCHART,14 OCT 1991,GBR,,,"New York, NY (USA)",04 FEB 2017,1191
5,3:37.62,Elijah Motonei MANANGOI,05 JAN 1993,KEN,1,,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER)",01 FEB 2017,1190
6,3:37.63,Bethwell BIRGEN,06 AUG 1988,KEN,1,,"Arena, Toruń (POL)",10 FEB 2017,1190
7,3:37.69,Kalle BERGLUND,11 MAR 1996,SWE,4,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1189
8,3:37.81,Bethwell BIRGEN,06 AUG 1988,KEN,2,,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER)",01 FEB 2017,1188
9,3:38.19,Hillary Cheruiyot NGETICH,15 SEP 1995,KEN,5,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1182
10,3:38.24,Marcin LEWANDOWSKI,13 JUN 1987,POL,2,,"Arena, Toruń (POL)",10 FEB 2017,1182
11,3:38.33,Silas KIPLAGAT,20 AUG 1989,KEN,3,,"Arena, Toruń (POL)",10 FEB 2017,1180
12,3:38.42,Vincent KIBET,06 MAY 1991,KEN,4,,"Arena, Toruń (POL)",10 FEB 2017,1179
13,3:38.44,Eric JENKINS,24 NOV 1991,USA,f1,,"New York, NY (USA)",11 FEB 2017,1179
14,3:38.51,Silas KIPLAGAT,20 AUG 1989,KEN,1,,"Messehalle, Karlsruhe (GER)",04 FEB 2017,1178
15,3:38.52,Thomas LANCASHIRE,02 JUL 1985,GBR,6,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1178
16,3:38.53,Elijah Motonei MANANGOI,05 JAN 1993,KEN,2,,"Messehalle, Karlsruhe (GER)",04 FEB 2017,1177
17,3:38.61,Kyle MERBER,19 NOV 1990,USA,f1,,"New York, NY (USA)",11 FEB 2017,1176
18,3:38.71,Vincent KIBET,06 MAY 1991,KEN,3,,"Messehalle, Karlsruhe (GER)",04 FEB 2017,1175
19,3:38.73,Bethwell BIRGEN,06 AUG 1988,KEN,4,,"Messehalle, Karlsruhe (GER)",04 FEB 2017,1175
20,3:39.25,Clayton MURPHY,26 FEB 1995,USA,f1,,"New York, NY (USA)",11 FEB 2017,1167
21,3:39.51,Vladimir NIKITIN,05 AUG 1992,RUS,1f3,,Moskva (RUS),21 FEB 2017,1164
22,3:39.72,Garrett HEATH,03 NOV 1985,USA,7,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1161
23,3:39.79,David TORRENCE,26 NOV 1985,PER,5,,"Messehalle, Karlsruhe (GER)",04 FEB 2017,1160
24,3:39.88,Sofiane SELMOUNI,22 SEP 1989,FRA,6,,"Messehalle, Karlsruhe (GER)",04 FEB 2017,1159
25,3:39.96,Thomas LANCASHIRE,02 JUL 1985,GBR,7,,"Messehalle, Karlsruhe (GER)",04 FEB 2017,1157
26,3:39.99,Marc ALCALÁ,07 NOV 1994,ESP,1,,Sabadell (ESP),07 FEB 2017,1157
27,3:40.03,Nathan BRANNEN,08 SEP 1982,CAN,8,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1156
28,3:40.05,Tamás KAZI,16 MAY 1985,HUN,1,,Budapest (HUN),18 FEB 2017,1156
29,3:40.22,John GREGOREK,07 DEC 1991,USA,f,,"New York, NY (USA)",11 FEB 2017,1154
30,3:40.26,Filip SASÍNEK,08 JAN 1996,CZE,5,,"Arena, Toruń (POL)",10 FEB 2017,1153
