Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:34.13,Homiyu TESFAYE,23 JUN 1993,GER,1,,"Globe Arena, Stockholm (SWE)",19 FEB 2015,1240
2,3:34.62,Bethwell BIRGEN,06 AUG 1988,KEN,2,,"Globe Arena, Stockholm (SWE)",19 FEB 2015,1233
3,3:34.91,Vincent KIBET,06 MAY 1991,KEN,1,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1229
3,3:34.91,Bethwell BIRGEN,06 AUG 1988,KEN,2,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1229
5,3:35.26,Hillary Cheruiyot NGETICH,15 SEP 1995,KEN,3,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1224
6,3:35.28,Ben BLANKENSHIP,15 DEC 1988,USA,4,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1224
6,3:35.28,Nixon Kiplimo CHEPSEBA,12 DEC 1990,KEN,4,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1224
8,3:35.66,Lee EMANUEL,24 JAN 1985,GBR,6,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1218
9,3:35.71,Homiyu TESFAYE,23 JUN 1993,GER,1f1,,Wien (AUT),14 FEB 2015,1217
10,3:35.90,Collins CHEBOI,25 SEP 1987,KEN,3,,"Globe Arena, Stockholm (SWE)",19 FEB 2015,1215
11,3:36.73,Matthew CENTROWITZ,18 OCT 1989,USA,2,,"New York, NY (USA)",14 FEB 2015,1203
11,3:36.73,Nick WILLIS,25 APR 1983,NZL,,,"New York, NY (USA)",14 FEB 2015,1203
13,3:37.30,Pieter-Jan HANNES,30 OCT 1992,BEL,7,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1195
14,3:37.68,Jakub HOLUŠA,20 FEB 1988,CZE,1,,"O2 Arena, Praha (CZE)",08 MAR 2015,1189
15,3:37.74,Ilham Tanui ÖZBILEN,05 MAR 1990,TUR,2,,"O2 Arena, Praha (CZE)",08 MAR 2015,1189
16,3:37.79,Vincent KIBET,06 MAY 1991,KEN,1,,"CSKA, Moskva (RUS)",01 FEB 2015,1188
17,3:37.81,Bethwell BIRGEN,06 AUG 1988,KEN,2,,"CSKA, Moskva (RUS)",01 FEB 2015,1188
18,3:38.05,Ilham Tanui ÖZBILEN,05 MAR 1990,TUR,1,,"Messehalle, Karlsruhe (GER)",31 JAN 2015,1184
19,3:38.12,Nixon Kiplimo CHEPSEBA,12 DEC 1990,KEN,2,,"Messehalle, Karlsruhe (GER)",31 JAN 2015,1183
20,3:38.15,Silas KIPLAGAT,20 AUG 1989,KEN,4,,"Globe Arena, Stockholm (SWE)",19 FEB 2015,1183
21,3:38.28,Silas KIPLAGAT,20 AUG 1989,KEN,3,,"CSKA, Moskva (RUS)",01 FEB 2015,1181
22,3:38.30,Adel MECHAAL,05 DEC 1990,ESP,1,,Sabadell (ESP),13 FEB 2015,1181
23,3:38.44,Collins CHEBOI,25 SEP 1987,KEN,4,,"CSKA, Moskva (RUS)",01 FEB 2015,1179
24,3:38.68,Marcin LEWANDOWSKI,13 JUN 1987,POL,3,,"Messehalle, Karlsruhe (GER)",31 JAN 2015,1175
25,3:38.74,Valentin SMIRNOV,13 FEB 1986,RUS,5,,"CSKA, Moskva (RUS)",01 FEB 2015,1174
26,3:38.86,Teshome DIRIRSA,25 APR 1994,ETH,8,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1173
27,3:38.96,Chris O'HARE,23 NOV 1990,GBR,3,,"O2 Arena, Praha (CZE)",08 MAR 2015,1171
28,3:39.08,Homiyu TESFAYE,23 JUN 1993,GER,4,,"O2 Arena, Praha (CZE)",08 MAR 2015,1170
29,3:39.18,Vincent KIBET,06 MAY 1991,KEN,5,,"Globe Arena, Stockholm (SWE)",19 FEB 2015,1168
30,3:39.22,Yoann KOWAL,28 MAY 1987,FRA,4,,"Messehalle, Karlsruhe (GER)",31 JAN 2015,1168
