Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:34.94,,Abdelaati IGUIDER,25 MAR 1987,MAR,1,,"Emirates Arena, Glasgow (GBR) (i)",20 FEB 2016,1228
2,3:36.30,,Ayanleh SOULEIMAN,03 DEC 1992,DJI,2,,"Emirates Arena, Glasgow (GBR) (i)",20 FEB 2016,1209
3,3:36.35,,Mohamad ALGARNI,02 JUL 1992,QAT,1,,Doha (QAT) (i),20 FEB 2016,1208
4,3:37.08,,Benson SEUREI,27 MAR 1984,BRN,2,,Doha (QAT) (i),20 FEB 2016,1198
5,3:37.29,,Said ADEN,1993,QAT,3,,Doha (QAT) (i),20 FEB 2016,1195
6,3:37.30,,Adam Ali MUSAB,17 APR 1995,QAT,4,,Doha (QAT) (i),20 FEB 2016,1195
7,3:37.55,,Bethwell BIRGEN,06 AUG 1988,KEN,3,,"Emirates Arena, Glasgow (GBR) (i)",20 FEB 2016,1191
7,3:37.55,,Vincent KIBET,06 MAY 1991,KEN,4,,"Emirates Arena, Glasgow (GBR) (i)",20 FEB 2016,1191
9,3:38.04,,Aman WOTE,18 APR 1984,ETH,1,,Reims (FRA) (i),17 FEB 2016,1184
10,3:38.25,,Manuel OLMEDO,17 MAY 1983,ESP,1f1,,Sabadell (ESP) (i),07 FEB 2016,1181
11,3:38.68,,Lee EMANUEL,24 JAN 1985,GBR,5,,"Emirates Arena, Glasgow (GBR) (i)",20 FEB 2016,1175
12,3:39.28,,Chris O'HARE,23 NOV 1990,GBR,f3,,"New York, NY (USA) (i)",05 FEB 2016,1167
13,3:39.33,,Marc ALCALÁ,07 NOV 1994,ESP,2f1,,Sabadell (ESP) (i),07 FEB 2016,1166
14,3:39.39,,Iván Guido LÓPEZ BILBAO,10 MAR 1990,CHI,2,,Sabadell (ESP) (i),19 FEB 2016,1165
15,3:39.77,,Elijah Motonei MANANGOI,05 JAN 1993,KEN,1f1,,Düsseldorf (GER) (i),03 FEB 2016,1160
16,3:39.82,,Andrew WHEATING,21 NOV 1987,USA,1,,"Portland, OR (USA) (i)",22 JAN 2016,1159
17,3:39.89,,Cornelius KIPLANGAT,21 DEC 1992,KEN,2,,Reims (FRA) (i),17 FEB 2016,1158
18,3:39.99,,Jakub HOLUŠA,20 FEB 1988,CZE,6,,"Emirates Arena, Glasgow (GBR) (i)",20 FEB 2016,1157
19,3:40.03,,Fouad EL KAAM,27 MAY 1988,MAR,3,,Sabadell (ESP) (i),19 FEB 2016,1156
20,3:40.22,,Pieter-Jan HANNES,30 OCT 1992,BEL,7,,"Emirates Arena, Glasgow (GBR) (i)",20 FEB 2016,1154
21,3:40.31,,Mekonnen GEBREMEDHIN,11 OCT 1988,ETH,3,,Reims (FRA) (i),17 FEB 2016,1153
22,3:40.47,,Dawit WOLDE,19 MAY 1991,ETH,1f1,,Gent (BEL) (i),13 FEB 2016,1150
23,3:40.53,,Dale KING-CLUTTERBUCK,01 JAN 1992,GBR,1,,Wien (AUT) (i),30 JAN 2016,1149
24,3:40.61,,Youssouf HISS BACHIR,01 JAN 1987,DJI,4,,Sabadell (ESP) (i),19 FEB 2016,1148
25,3:40.66,,Ramazan ÖZDEMIR,06 JUL 1991,TUR,2,,Wien (AUT) (i),30 JAN 2016,1148
26,3:40.69,,Abdelali RAZYN,1991,MAR,4,,Reims (FRA) (i),17 FEB 2016,1147
27,3:40.77,,Trevor DUNBAR,29 APR 1991,USA,2,,"Portland, OR (USA) (i)",22 JAN 2016,1146
28,3:40.84,,Daniel WINN,30 JUL 1991,USA,f3,,"New York, NY (USA) (i)",05 FEB 2016,1145
29,3:40.85,,Gutema BEKELE,1994,ETH,5,,Sabadell (ESP) (i),19 FEB 2016,1145
30,3:41.08,,Will GEOGHEGAN,15 JUL 1992,USA,3,,"Portland, OR (USA) (i)",22 JAN 2016,1142
31,3:41.12,,David BUSTOS,25 AUG 1990,ESP,5,,Reims (FRA) (i),17 FEB 2016,1141
32,3:41.14,,Samir DAHMANI,03 APR 1991,FRA,6,,Sabadell (ESP) (i),19 FEB 2016,1141
33,3:41.21,,Robby ANDREWS,29 MAR 1991,USA,3h2,,"Oregon Convention Center, Portland, OR (USA) (i)",18 MAR 2016,1140
34,3:41.36,,Robby CREESE,30 AUG 1993,USA,1,,"University Park, PA (USA) (i)",29 JAN 2016,1138
35,3:41.37,,Filip SASÍNEK,08 JAN 1996,CZE,1,,Ostrava (CZE) (i),16 JAN 2016,1138
36,3:41.38,,Alexandre SADDEDINE,29 SEP 1994,FRA,6,,Reims (FRA) (i),17 FEB 2016,1138
37,3:41.41,,Ciaran Ó LIONÁIRD,11 APR 1988,IRL,4,,"Portland, OR (USA) (i)",22 JAN 2016,1137
38,3:41.47,,Sofiane SELMOUNI,22 SEP 1989,FRA,1,,Metz (FRA) (i),21 FEB 2016,1136
39,3:41.51,,John GREGOREK,07 DEC 1991,USA,,,"New York, NY (USA) (i)",20 FEB 2016,1136
40,3:41.53,,Nick WILLIS,25 APR 1983,NZL,6h2,,"Oregon Convention Center, Portland, OR (USA) (i)",18 MAR 2016,1136
41,3:41.59,,Florian ORTH,24 JUL 1989,GER,6f1,,Düsseldorf (GER) (i),03 FEB 2016,1135
42,3:41.60,,Collins CHEBOI,25 SEP 1987,KEN,7f1,,Düsseldorf (GER) (i),03 FEB 2016,1135
43,3:41.77,,Emanuel ROLIM,03 JAN 1993,POR,1,,Pombal (POR) (i),13 FEB 2016,1132
44,3:41.78,,Gilbert KWEMOI,03 OCT 1997,KEN,3f1,,Gent (BEL) (i),13 FEB 2016,1132
45,3:41.80,,Morgan MCDONALD,23 APR 1996,AUS,f3,,"New York, NY (USA) (i)",05 FEB 2016,1132
46,3:41.87,,Cristian SORATOS,26 SEP 1992,USA,f3,,"New York, NY (USA) (i)",05 FEB 2016,1131
47,3:41.93,,Andrew HUNTER,05 SEP 1997,USA,f2,,"New York, NY (USA) (i)",20 FEB 2016,1130
48,3:42.14,,Craig FORYS,13 JUL 1989,USA,f3,,"New York, NY (USA) (i)",05 FEB 2016,1127
49,3:42.19,,Thomas FARRELL,23 MAR 1991,GBR,8,,"Emirates Arena, Glasgow (GBR) (i)",20 FEB 2016,1127
50,3:42.23,,Carlos DÍAZ,09 JUL 1993,CHI,4f1,,Sabadell (ESP) (i),07 FEB 2016,1126
51,3:42.31,,Henrik INGEBRIGTSEN,24 FEB 1991,NOR,1f2,,"Rud, Bærum (NOR) (i)",05 MAR 2016,1125
52,3:42.32,,Eric JENKINS,24 NOV 1991,USA,1,,"Portland, OR (USA) (i)",05 FEB 2016,1125
52,3:42.32,,Sam PENZENSTADLER,11 SEP 1992,USA,f3,,"New York, NY (USA) (i)",05 FEB 2016,1125
54,3:42.38,,Carlos ALONSO,15 SEP 1989,ESP,1,,Valencia (ESP) (i),09 JAN 2016,1124
55,3:42.43,,Andreas DIMITRAKIS,08 SEP 1990,GRE,3,,Wien (AUT) (i),30 JAN 2016,1123
56,3:42.49,,Paul CHELIMO,27 OCT 1990,USA,2,,"Portland, OR (USA) (i)",05 FEB 2016,1122
57,3:42.61,,Filip INGEBRIGTSEN,20 APR 1993,NOR,2f2,,"Rud, Bærum (NOR) (i)",05 MAR 2016,1121
58,3:42.64,,Llorenç SALES,14 JUL 1988,ESP,5f1,,Sabadell (ESP) (i),07 FEB 2016,1120
58,3:42.64,,Julian OAKLEY,23 JUN 1993,NZL,f2,,"New York, NY (USA) (i)",20 FEB 2016,1120
60,3:42.66,,Andreas VOJTA,09 JUN 1989,AUT,4,,Wien (AUT) (i),30 JAN 2016,1120
61,3:42.95,,Ben BLANKENSHIP,15 DEC 1988,USA,3,,"Portland, OR (USA) (i)",05 FEB 2016,1116
62,3:43.05,,Andreas BUBE,13 JUL 1987,DEN,1,,Spala (POL) (i),20 FEB 2016,1115
63,3:43.24,,Amine LAALOU,13 MAY 1982,MAR,1f1,,Madrid (ESP) (i),26 FEB 2016,1112
