Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:31.80,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1,,"Arena Stade Couvert, Liévin (FRA)",09 FEB 2021,1274
2,3:32.35,Oliver HOARE,29 JAN 1997,AUS,1,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1266
3,3:32.97,Selemon BAREGA,20 JAN 2000,ETH,1,,"Arena, Toruń (POL)",17 FEB 2021,1257
4,3:34.48,Jake WIGHTMAN,11 JUL 1994,GBR,2,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1235
5,3:34.62,Selemon BAREGA,20 JAN 2000,ETH,1,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA)",06 FEB 2021,1233
6,3:34.67,Bethwell BIRGEN,06 AUG 1988,KEN,2,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA)",06 FEB 2021,1232
7,3:34.72,Samuel TANNER,24 AUG 2000,NZL,3,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1232
8,3:35.42,Selemon BAREGA,20 JAN 2000,ETH,1,,"Gallur, Madrid (ESP)",24 FEB 2021,1222
9,3:35.54,Getnet WALE,16 JUL 2000,ETH,1,,"Stade couvert Jesse Owens, Val-de-Reuil (FRA)",14 FEB 2021,1220
10,3:35.60,Lamecha GIRMA,26 NOV 2000,ETH,2,,"Stade couvert Jesse Owens, Val-de-Reuil (FRA)",14 FEB 2021,1219
11,3:35.71,Marcin LEWANDOWSKI,13 JUN 1987,POL,2,,"Arena, Toruń (POL)",17 FEB 2021,1217
12,3:35.79,Neil GOURLEY,07 FEB 1995,GBR,3,,"Arena, Toruń (POL)",17 FEB 2021,1216
13,3:36.10,Michał ROZMYS,13 MAR 1995,POL,4,,"Arena, Toruń (POL)",17 FEB 2021,1212
14,3:36.32,Jesús GÓMEZ,24 APR 1991,ESP,2,,"Gallur, Madrid (ESP)",24 FEB 2021,1209
15,3:36.36,Samuel PRAKEL,29 OCT 1994,USA,4,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1208
16,3:36.49,Craig ENGELS,01 MAY 1994,USA,5,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1206
17,3:36.53,Filip SASÍNEK,08 JAN 1996,CZE,5,,"Arena, Toruń (POL)",17 FEB 2021,1206
18,3:36.83,Marcin LEWANDOWSKI,13 JUN 1987,POL,2,,"Arena Stade Couvert, Liévin (FRA)",09 FEB 2021,1201
19,3:36.89,Mohamed KATIR,17 FEB 1998,ESP,3,,"Arena Stade Couvert, Liévin (FRA)",09 FEB 2021,1201
19,3:36.89,Ignacio FONTES,22 JUN 1998,ESP,4,,"Arena Stade Couvert, Liévin (FRA)",09 FEB 2021,1201
21,3:36.90,Elliot GILES,26 MAY 1994,GBR,3,,"Stade couvert Jesse Owens, Val-de-Reuil (FRA)",14 FEB 2021,1200
22,3:37.02,Ignacio FONTES,22 JUN 1998,ESP,6,,"Arena, Toruń (POL)",17 FEB 2021,1199
23,3:37.20,Andrew COSCORAN,18 JUN 1996,IRL,5,,"Arena Stade Couvert, Liévin (FRA)",09 FEB 2021,1196
24,3:37.22,John GREGOREK,07 DEC 1991,USA,6,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1196
25,3:37.28,Kumari TAKI,06 MAY 1999,KEN,7,,"Arena, Toruń (POL)",17 FEB 2021,1195
26,3:37.41,Bethwell BIRGEN,06 AUG 1988,KEN,8,,"Arena, Toruń (POL)",17 FEB 2021,1193
27,3:37.53,Nick WILLIS,25 APR 1983,NZL,7,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1192
28,3:37.55,István SZÖGI,12 SEP 1995,HUN,1f1,,"Ferry-Dusika-Halle, Wien (AUT)",30 JAN 2021,1191
29,3:37.56,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1,,"Arena, Toruń (POL)",05 MAR 2021,1191
30,3:37.58,István SZÖGI,12 SEP 1995,HUN,6,,"Arena Stade Couvert, Liévin (FRA)",09 FEB 2021,1191
31,3:37.61,Elliot GILES,26 MAY 1994,GBR,3,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA)",06 FEB 2021,1190
32,3:37.77,Mohamed KATIR,17 FEB 1998,ESP,4,,"Stade couvert Jesse Owens, Val-de-Reuil (FRA)",14 FEB 2021,1188
33,3:38.03,Jimmy GRESSIER,04 MAY 1997,FRA,7,,"Arena Stade Couvert, Liévin (FRA)",09 FEB 2021,1184
34,3:38.06,Marcin LEWANDOWSKI,13 JUN 1987,POL,2,,"Arena, Toruń (POL)",05 MAR 2021,1184
35,3:38.16,Amos BARTELSMEYER,25 JUL 1994,GER,8,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1183
