Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:36.17,,Noah NGENY,02 NOV 1978,KEN,1,,Birmingham (GBR) (i),18 FEB 2001,1211
2,3:36.25,,John MAYOCK,26 OCT 1970,GBR,2,,Birmingham (GBR) (i),18 FEB 2001,1210
3,3:36.89,,Youssef BABA,07 AUG 1979,MAR,3,,Birmingham (GBR) (i),18 FEB 2001,1201
4,3:36.90,,Mehdi BAALA,17 AUG 1978,FRA,1,,Stuttgart (GER) (i),04 FEB 2001,1200
5,3:37.20,,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,,Liévin (FRA) (i),25 FEB 2001,1196
6,3:37.24,,Japheth KIMUTAI,20 DEC 1978,KEN,2,,Stuttgart (GER) (i),04 FEB 2001,1196
7,3:37.54,,Vyacheslav SHABUNIN,27 SEP 1969,RUS,3,,Stuttgart (GER) (i),04 FEB 2001,1191
8,3:37.76,,Saïd CHÉBILI,06 MAY 1973,FRA,4,,Stuttgart (GER) (i),04 FEB 2001,1188
9,3:37.79,,Rui SILVA,03 AUG 1977,POR,1h3,,"Atlantic Pavillion, Lisboa (POR) (i)",09 MAR 2001,1188
10,3:37.90,,Adil KAOUCH,01 JAN 1979,MAR,2h3,,"Atlantic Pavillion, Lisboa (POR) (i)",09 MAR 2001,1186
11,3:37.93,,Reyes ESTÉVEZ,02 AUG 1976,ESP,1h1,,"Atlantic Pavillion, Lisboa (POR) (i)",09 MAR 2001,1186
12,3:38.25,,James NOLAN,27 JAN 1977,IRL,5,,Birmingham (GBR) (i),18 FEB 2001,1181
12,3:38.25,,Laban ROTICH,20 JAN 1969,KEN,2,,Liévin (FRA) (i),25 FEB 2001,1181
14,3:38.41,,Hailu MEKONNEN,04 APR 1980,ETH,3h1,,"Atlantic Pavillion, Lisboa (POR) (i)",09 MAR 2001,1179
15,3:38.61,,Kamal BOULAHFANE,01 JUL 1976,ALG,5,,Stuttgart (GER) (i),04 FEB 2001,1176
16,3:38.64,,Abdelkader HACHLAF,03 JUL 1979,MAR,6,,Birmingham (GBR) (i),18 FEB 2001,1176
17,3:38.74,,Mohamed KHALDI,05 MAR 1975,ALG,6,,Stuttgart (GER) (i),04 FEB 2001,1174
18,3:38.75,,Berhanu ALEMU,16 JUL 1982,ETH,7,,Birmingham (GBR) (i),18 FEB 2001,1174
19,3:38.82,,Bernard LAGAT,12 DEC 1974,KEN,3,,Liévin (FRA) (i),25 FEB 2001,1173
20,3:38.86,,Peter PHILIPP,18 FEB 1972,SUI,7,,Stuttgart (GER) (i),04 FEB 2001,1173
21,3:38.91,,Marko KOERS,03 NOV 1972,NED,8,,Birmingham (GBR) (i),18 FEB 2001,1172
22,3:39.04,,Jürgen VANDEWIELE,10 MAY 1974,BEL,1,,Gent (BEL) (i),18 FEB 2001,1170
23,3:39.14,,Julius ACHON,12 DEC 1976,UGA,4h1,,"Atlantic Pavillion, Lisboa (POR) (i)",09 MAR 2001,1169
24,3:39.21,,Juan Carlos HIGUERO,03 AUG 1978,ESP,3h3,,"Atlantic Pavillion, Lisboa (POR) (i)",09 MAR 2001,1168
25,3:39.55,,Branko ZORKO,01 JUL 1967,CRO,5h3,,"Atlantic Pavillion, Lisboa (POR) (i)",09 MAR 2001,1163
26,3:39.79,,José Antonio REDOLAT,17 FEB 1976,ESP,1,,Sevilla (ESP) (i),03 FEB 2001,1160
27,3:39.81,,Bouabdellah TAHRI,20 DEC 1978,FRA,2,,Karlsruhe (GER) (i),27 JAN 2001,1160
28,3:40.42,,Mark CARROLL,15 JAN 1972,IRL,1,,Sindelfingen (GER) (i),04 MAR 2001,1151
28,3:40.42,,Jason LUNN,19 SEP 1974,USA,5h1,,"Atlantic Pavillion, Lisboa (POR) (i)",09 MAR 2001,1151
30,3:40.68,,Luis FEITEIRA,21 APR 1973,POR,6h1,,"Atlantic Pavillion, Lisboa (POR) (i)",09 MAR 2001,1147
31,3:41.09,,Aléxis ABRAHAM,14 FEB 1976,FRA,2,,Eaubonne (FRA) (i),07 FEB 2001,1142
32,3:41.75,,Sébastien COSSON,15 MAR 1980,FRA,3,,Eaubonne (FRA) (i),07 FEB 2001,1133
33,3:42.02,,Günther WEIDLINGER,05 APR 1978,AUT,2,,Sindelfingen (GER) (i),04 MAR 2001,1129
34,3:42.14,,Jesús ESPAÑA,21 AUG 1978,ESP,2,,Espinho (POR) (i),17 FEB 2001,1127
35,3:42.44,,Christian KNOBLICH,01 OCT 1976,GER,9,,Stuttgart (GER) (i),04 FEB 2001,1123
36,3:42.77,,Michal ŠNEBERGER,23 JUN 1978,CZE,10,,Stuttgart (GER) (i),04 FEB 2001,1119
37,3:42.85,,Christian OBRIST,20 NOV 1980,ITA,1,,Torino (ITA) (i),24 FEB 2001,1117
38,3:42.88,,Lorenzo LAZZARI,23 AUG 1974,ITA,2,,Torino (ITA) (i),24 FEB 2001,1117
39,3:42.90,,Benjamin HETZLER,17 APR 1978,GER,11,,Stuttgart (GER) (i),04 FEB 2001,1117
40,3:42.98,,Daniel ZEGEYE,13 MAR 1979,ETH,9,,Birmingham (GBR) (i),18 FEB 2001,1116
41,3:43.14,,Hudson SANTOS DE SOUZA,25 FEB 1977,BRA,8h1,,"Atlantic Pavillion, Lisboa (POR) (i)",09 MAR 2001,1113
42,3:43.22,,Benjamin KIPKURUI,28 DEC 1980,KEN,7,,Liévin (FRA) (i),25 FEB 2001,1112
43,3:43.33,,Matthieu VANDIEST,10 FEB 1981,BEL,2,,Gent (BEL) (i),18 FEB 2001,1111
44,3:43.37,,Martin ALLGEYER,16 NOV 1977,GER,12,,Stuttgart (GER) (i),04 FEB 2001,1110
45,3:43.39,,Philippe BANDI,31 DEC 1970,SUI,13,,Stuttgart (GER) (i),04 FEB 2001,1110
46,3:43.55,,Javier MORO,16 APR 1975,ESP,6,,Karlsruhe (GER) (i),27 JAN 2001,1108
47,3:43.61,,Rubén VILLARROYA,30 OCT 1976,ESP,3,,Sevilla (ESP) (i),03 FEB 2001,1107
48,3:44.12,,Nicolas AÏSSAT,24 JUL 1980,FRA,2,,Liévin (FRA) (i),17 FEB 2001,1100
49,3:44.43,,Abdellah ABDELHAQ,13 AUG 1968,MAR,3,,Torino (ITA) (i),24 FEB 2001,1096
50,3:44.48,,Salvatore VINCENTI,05 MAR 1972,ITA,4,,Torino (ITA) (i),24 FEB 2001,1095
51,3:44.49,,Abdelkader CHÉKHÉMANI,18 JUL 1971,FRA,5,,Eaubonne (FRA) (i),07 FEB 2001,1095
52,3:44.68,,Pedro Antonio ESTESO,13 OCT 1976,ESP,5,,Sevilla (ESP) (i),03 FEB 2001,1093
52,3:44.68,,Alberto BISPO,14 JAN 1975,POR,4,,Espinho (POR) (i),17 FEB 2001,1093
54,3:44.76,,Karim MERDJA,29 APR 1978,FRA,6,,Eaubonne (FRA) (i),07 FEB 2001,1091
55,3:44.77,,Stefan BEUMER,28 APR 1981,NED,4,,Sindelfingen (GER) (i),04 MAR 2001,1091
56,3:45.00,,Monder RIZKI,16 AUG 1979,BEL,3,,Gent (BEL) (i),18 FEB 2001,1088
57,3:45.09,,Leszek ZBLEWSKI,25 DEC 1973,POL,5,,Chemnitz (GER) (i),09 FEB 2001,1087
58,3:45.13,,Ivan KOMAR,18 MAR 1970,BLR,1,,Moskva (RUS) (i),27 JAN 2001,1086
59,3:45.24,,James BOWLER,02 SEP 1979,GBR,2,,Cardiff (GBR) (i),10 MAR 2001,1085
60,3:45.69,,Roberto GARCÍA,20 AUG 1975,ESP,2,,Valencia (ESP) (i),27 JAN 2001,1079
61,3:45.79,,Mário SILVA,23 JUL 1961,POR,5,,Espinho (POR) (i),17 FEB 2001,1078
62,3:45.88,,Anton BOCHKARYOV,03 NOV 1978,RUS,2,,Moskva (RUS) (i),27 JAN 2001,1076
63,3:46.36,,Darko RADOMIROVIĆ,05 AUG 1977,YUG,7h3,,"Atlantic Pavillion, Lisboa (POR) (i)",09 MAR 2001,1070
64,3:46.51,,Aleksandr SKVORTSOV,30 OCT 1974,RUS,3,,Moskva (RUS) (i),27 JAN 2001,1068
65,3:46.54,,Andrew WALKER,06 MAY 1977,IRL,3,,Glasgow (GBR) (i),18 MAR 2001,1067
66,3:46.56,,Fethi EL GUERROUJ,1980,MAR,5,,Sindelfingen (GER) (i),04 MAR 2001,1067
67,3:46.58,,Jan FITSCHEN,02 MAY 1977,GER,1,,Dortmund (GER) (i),28 JAN 2001,1067
68,3:46.66,,Roberto CASTRO,18 NOV 1979,ESP,6,,Sevilla (ESP) (i),03 FEB 2001,1066
69,3:46.84,,Aleksandr OTMAKHOV,1977,RUS,4,,Moskva (RUS) (i),27 JAN 2001,1063
70,3:46.92,,Irba LAKHAL,12 DEC 1975,MAR,5,,Liévin (FRA) (i),17 FEB 2001,1062
71,3:46.94,,Stavros KARRES,1970,GRE,1,,Pireaus (GRE) (i),24 FEB 2001,1062
72,3:46.98,,Jonathan MCCALLUM,19 NOV 1975,GBR,10,,Birmingham (GBR) (i),18 FEB 2001,1062
73,3:47.01,,Angus MACLEAN,20 SEP 1980,GBR,11,,Birmingham (GBR) (i),18 FEB 2001,1061
74,3:47.06,,Seneca LASSITER,12 MAR 1977,USA,2h2,,"Atlantic Pavillion, Lisboa (POR) (i)",09 MAR 2001,1061
75,3:47.19,,Kevin SULLIVAN,20 MAR 1974,CAN,3h2,,"Atlantic Pavillion, Lisboa (POR) (i)",09 MAR 2001,1059
76,3:47.22,,Christian GÜSSOW,16 JAN 1976,GER,14,,Stuttgart (GER) (i),04 FEB 2001,1058
77,3:47.27,,Álvaro FERNÁNDEZ CEREZO,07 APR 1981,ESP,7,,Sevilla (ESP) (i),03 FEB 2001,1058
78,3:47.30,,Fouad CHOUKI,01 OCT 1978,FRA,1,,Frankfurt (GER) (i),17 JAN 2001,1057
79,3:47.34,,Daniel LENZ,16 MAY 1975,GER,15,,Stuttgart (GER) (i),04 FEB 2001,1057
80,3:47.37,,Yuriy BORZAKOVSKIY,12 APR 1981,RUS,1,,Moskva (RUS) (i),22 FEB 2001,1056
80,3:47.37,,Lorenzo PERRONE,26 SEP 1981,ITA,5,,Torino (ITA) (i),24 FEB 2001,1056
