Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:33.10,,Deresse MEKONNEN,20 OCT 1987,ETH,1,,"National Indoor Arena, Birmingham (GBR) (i)",20 FEB 2010,1255
2,3:33.74,,Augustine Kiprono CHOGE,21 JAN 1987,KEN,2,,"National Indoor Arena, Birmingham (GBR) (i)",20 FEB 2010,1246
3,3:34.68,,Abdelaati IGUIDER,25 MAR 1987,MAR,1,,Leipzig (GER) (i),13 FEB 2010,1232
4,3:35.40,,Gideon GATHIMBA,09 MAR 1980,KEN,3,,"National Indoor Arena, Birmingham (GBR) (i)",20 FEB 2010,1222
5,3:35.49,,Bernard LAGAT,12 DEC 1974,USA,4,,"National Indoor Arena, Birmingham (GBR) (i)",20 FEB 2010,1221
6,3:35.69,,Haron KEITANY,17 DEC 1983,KEN,1,,Gent (BEL) (i),14 FEB 2010,1218
7,3:35.80,,Nick WILLIS,25 APR 1983,NZL,5,,"National Indoor Arena, Birmingham (GBR) (i)",20 FEB 2010,1216
8,3:35.82,,Nixon Kiplimo CHEPSEBA,12 DEC 1990,KEN,2,,Leipzig (GER) (i),13 FEB 2010,1216
9,3:35.86,,Ilham Tanui ÖZBILEN,05 MAR 1990,KEN,1f1,,"Velódromo Luis Puig, Valencia (ESP) (i)",13 FEB 2010,1215
10,3:36.96,,Juan VAN DEVENTER,26 MAR 1983,RSA,2,,Gent (BEL) (i),14 FEB 2010,1200
11,3:37.18,,Geoffrey Kipkoech RONO,21 APR 1987,KEN,3f1,,"Velódromo Luis Puig, Valencia (ESP) (i)",13 FEB 2010,1197
12,3:37.19,,Daniel Kipchirchir KOMEN,27 NOV 1984,KEN,3,,Gent (BEL) (i),14 FEB 2010,1196
13,3:37.31,,Bouabdellah TAHRI,20 DEC 1978,FRA,3,,"Schleyer Halle, Stuttgart (GER) (i)",06 FEB 2010,1195
14,3:37.46,,Mekonnen GEBREMEDHIN,11 OCT 1988,ETH,2,,Karlsruhe (GER) (i),31 JAN 2010,1193
15,3:37.52,,Mahiedine MEKHISSI,15 MAR 1985,FRA,4f1,,"Velódromo Luis Puig, Valencia (ESP) (i)",13 FEB 2010,1192
16,3:37.86,,Diego RUIZ,05 FEB 1982,ESP,5f1,,"Velódromo Luis Puig, Valencia (ESP) (i)",13 FEB 2010,1187
17,3:38.03,,Cornelius CHIRCHIR,05 JUN 1983,KEN,3,,Karlsruhe (GER) (i),31 JAN 2010,1184
18,3:38.06,,Álvaro RODRÍGUEZ,25 MAY 1987,ESP,4,,Karlsruhe (GER) (i),31 JAN 2010,1184
19,3:38.32,,Abdelkader BAKHTACHE,30 JAN 1982,FRA,3,,Liévin (FRA) (i),05 MAR 2010,1180
20,3:39.08,,Yassine BENSGHIR,03 JAN 1983,MAR,7f1,,"Velódromo Luis Puig, Valencia (ESP) (i)",13 FEB 2010,1170
21,3:39.14,,Bethwell BIRGEN,06 AUG 1988,KEN,4,,"Schleyer Halle, Stuttgart (GER) (i)",06 FEB 2010,1169
22,3:39.25,,Garrett HEATH,03 NOV 1985,USA,3h3,,"Aspire Dome, Doha (QAT) (i)",12 MAR 2010,1167
