Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:27.14,,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1,,"Stadion Śląski, Chorzów (POL)",16 JUL 2023,1286
2,3:28.89,,Mohamed KATIR,17 FEB 1998,ESP,2,,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1261
3,3:29.02,,Yared NUGUSE,01 JUN 1999,USA,3,,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1259
4,3:29.08,,Timothy CHERUIYOT,20 NOV 1995,KEN,4,,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1258
5,3:29.11,,Abel KIPSANG,22 NOV 1996,KEN,2,,"Stadion Śląski, Chorzów (POL)",16 JUL 2023,1257
6,3:29.18,,Mario GARCÍA,29 JUN 1999,ESP,5,,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1256
7,3:29.26,,Azeddine HABZ,19 JUL 1993,FRA,6,,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1255
8,3:29.38,,Josh KERR,08 OCT 1997,GBR,1,,"Nemzeti Atlétikai Központ, Budapest (HUN)",23 AUG 2023,1254
9,3:29.41,,Oliver HOARE,29 JAN 1997,AUS,7,,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1253
10,3:29.47,,Narve Gilje NORDÅS,30 SEP 1998,NOR,8,,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1252
11,3:29.51,,Lamecha GIRMA,26 NOV 2000,ETH,2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",30 JUN 2023,1252
12,3:30.30,,Reynold Kipkorir CHERUIYOT,30 JUL 2004,KEN,3,,"Stadion Śląski, Chorzów (POL)",16 JUL 2023,1240
13,3:30.42,,Andrew COSCORAN,18 JUN 1996,IRL,4,,"Stadion Śląski, Chorzów (POL)",16 JUL 2023,1239
14,3:30.60,,Neil GOURLEY,07 FEB 1995,GBR,3,,"Olympic Stadium, London (GBR)",23 JUL 2023,1236
15,3:30.70,,Cole HOCKER,06 JUN 2001,USA,7,,"Nemzeti Atlétikai Központ, Budapest (HUN)",23 AUG 2023,1235
